customer_id,signup_date,country,region,segment
C2051,2023-10-31,United States,North America,Consumer
C2052,2023-11-11,United Kingdom,Europe,Small Business
C2053,2022-08-12,United States,North America,Small Business
C2054,2022-04-11,United Kingdom,Europe,Small Business
C2055,2022-05-25,Australia,APAC,Consumer
C2056,2022-04-07,Brazil,LATAM,Consumer
C2057,2023-11-28,Mexico,North America,Small Business
C2058,2023-10-07,Italy,Europe,Consumer
C2059,2023-08-15,Australia,APAC,Small Business
C2060,2023-06-17,Argentina,LATAM,Consumer
C2061,2022-09-08,Japan,APAC,Consumer
C2062,2022-12-14,United Kingdom,Europe,Small Business
C2063,2023-09-07,Japan,APAC,Consumer
C2064,2023-08-18,United Kingdom,Europe,Consumer
C2065,2023-01-14,Argentina,LATAM,Consumer
C2066,2023-09-04,Germany,Europe,Small Business
C2067,2022-09-11,Australia,APAC,Consumer
C2068,2022-10-29,United States,North America,Consumer
C2069,2023-09-05,Germany,Europe,Small Business
C2070,2022-10-02,Brazil,LATAM,Consumer
C2071,2023-07-04,Japan,APAC,Enterprise
C2072,2022-11-27,France,Europe,Small Business
C2073,2022-08-06,Argentina,LATAM,Consumer
C2074,2022-06-09,India,APAC,Enterprise
C2075,2023-03-19,United Kingdom,Europe,Consumer
C2076,2022-12-17,Italy,Europe,Consumer
C2077,2022-09-27,Spain,Europe,Consumer
C2078,2023-06-27,Japan,APAC,Consumer
C2079,2022-01-01,Germany,Europe,Consumer
C2080,2022-03-09,United Kingdom,Europe,Consumer
C2081,2023-12-04,Brazil,LATAM,Consumer
C2082,2023-04-30,Brazil,LATAM,Consumer
C2083,2023-02-06,India,APAC,Consumer
C2084,2022-01-11,Chile,LATAM,Small Business
C2085,2023-03-13,Singapore,APAC,Consumer
C2086,2022-11-14,Singapore,APAC,Consumer
C2087,2023-03-14,Singapore,APAC,Consumer
C2088,2022-01-30,France,Europe,Consumer
C2089,2023-02-06,France,Europe,Consumer
C2090,2023-02-26,United Kingdom,Europe,Consumer
C2091,2022-07-31,Japan,APAC,Consumer
C2092,2022-02-09,United Kingdom,Europe,Small Business
C2093,2023-12-11,United Kingdom,Europe,Consumer
C2094,2023-06-02,Japan,APAC,Consumer
C2095,2023-03-30,Germany,Europe,Small Business
C2096,2023-07-14,Mexico,North America,Consumer
C2097,2023-05-05,India,APAC,Consumer
C2098,2022-04-09,Brazil,LATAM,Consumer
C2099,2022-11-28,Canada,North America,Consumer
C2100,2023-10-11,United States,North America,Consumer
C2101,2022-07-30,Germany,Europe,Consumer
C2102,2023-12-11,India,APAC,Consumer
C2103,2022-02-16,India,APAC,Enterprise
C2104,2022-08-30,United States,North America,Consumer
C2105,2022-09-13,Singapore,APAC,Consumer
C2106,2023-03-27,United States,North America,Consumer
C2107,2022-05-09,Germany,Europe,Small Business
C2108,2022-06-17,Chile,LATAM,Consumer
C2109,2023-04-29,Mexico,North America,Consumer
C2110,2022-07-27,Canada,North America,Consumer
C2111,2023-10-04,France,Europe,Small Business
C2112,2023-09-28,Japan,APAC,Consumer
C2113,2022-08-10,Argentina,LATAM,Consumer
C2114,2023-02-13,Chile,LATAM,Consumer
C2115,2022-09-01,United States,North America,Consumer
C2116,2022-09-09,United States,North America,Consumer
C2117,2023-05-05,India,APAC,Consumer
C2118,2022-08-02,United Kingdom,Europe,Consumer
C2119,2022-04-19,Brazil,LATAM,Small Business
C2120,2022-07-09,Japan,APAC,Enterprise
C2121,2023-11-10,United States,North America,Consumer
C2122,2022-07-09,India,APAC,Consumer
C2123,2022-09-23,Canada,North America,Consumer
C2124,2023-04-05,France,Europe,Consumer
C2125,2022-03-15,Italy,Europe,Consumer
C2126,2022-07-15,Spain,Europe,Consumer
C2127,2022-05-08,Australia,APAC,Enterprise
C2128,2023-11-06,Japan,APAC,Consumer
C2129,2023-11-12,Chile,LATAM,Small Business
C2130,2023-07-06,Chile,LATAM,Consumer
C2131,2022-06-30,Spain,Europe,Consumer
C2132,2023-03-26,United States,North America,Consumer
C2133,2023-04-29,Australia,APAC,Consumer
C2134,2023-09-27,Argentina,LATAM,Consumer
C2135,2022-04-25,United Kingdom,Europe,Consumer
C2136,2023-06-22,France,Europe,Consumer
C2137,2022-05-22,France,Europe,Consumer
C2138,2023-02-20,United States,North America,Consumer
C2139,2023-10-04,Japan,APAC,Consumer
C2140,2022-02-15,Germany,Europe,Consumer
C2141,2022-04-19,Singapore,APAC,Enterprise
C2142,2023-08-17,India,APAC,Consumer
C2143,2022-01-14,India,APAC,Consumer
C2144,2023-05-16,Germany,Europe,Consumer
C2145,2023-01-01,United Kingdom,Europe,Consumer
C2146,2022-09-11,Singapore,APAC,Consumer
C2147,2023-09-22,India,APAC,Consumer
C2148,2023-09-12,Spain,Europe,Consumer
C2149,2022-08-26,Brazil,LATAM,Consumer
C2150,2022-01-04,Canada,North America,Consumer
C2151,2022-04-04,Brazil,LATAM,Enterprise
C2152,2022-03-20,United States,North America,Enterprise
C2153,2023-12-19,Canada,North America,Consumer
C2154,2023-03-12,Spain,Europe,Consumer
C2155,2023-05-10,United States,North America,Consumer
C2156,2022-06-18,United States,North America,Consumer
C2157,2023-09-14,United States,North America,Consumer
C2158,2023-06-12,France,Europe,Consumer
C2159,2023-07-04,Singapore,APAC,Consumer
C2160,2022-12-08,United States,North America,Consumer
C2161,2023-05-25,Japan,APAC,Consumer
C2162,2023-02-02,India,APAC,Enterprise
C2163,2022-10-08,Canada,North America,Enterprise
C2164,2023-03-10,Canada,North America,Consumer
C2165,2022-08-25,Brazil,LATAM,Consumer
C2166,2023-11-27,India,APAC,Consumer
C2167,2023-06-08,Italy,Europe,Consumer
C2168,2023-06-24,India,APAC,Consumer
C2169,2023-06-08,United States,North America,Small Business
C2170,2022-11-24,Germany,Europe,Consumer
C2171,2023-11-25,Australia,APAC,Consumer
C2172,2022-06-01,United Kingdom,Europe,Enterprise
C2173,2023-02-20,Singapore,APAC,Consumer
C2174,2022-02-20,Spain,Europe,Consumer
C2175,2022-08-04,Singapore,APAC,Small Business
C2176,2023-02-24,France,Europe,Small Business
C2177,2022-12-24,Germany,Europe,Consumer
C2178,2023-11-19,Mexico,North America,Small Business
C2179,2023-03-25,Mexico,North America,Consumer
C2180,2022-10-28,Singapore,APAC,Consumer
C2181,2022-11-08,United States,North America,Consumer
C2182,2023-03-23,United States,North America,Small Business
C2183,2023-08-01,Canada,North America,Small Business
C2184,2022-07-21,Canada,North America,Consumer
C2185,2023-03-03,India,APAC,Consumer
C2186,2023-02-24,Germany,Europe,Small Business
C2187,2022-01-07,Chile,LATAM,Consumer
C2188,2023-10-29,United States,North America,Consumer
C2189,2023-02-20,Japan,APAC,Small Business
C2190,2022-06-26,France,Europe,Consumer
C2191,2023-04-08,Germany,Europe,Consumer
C2192,2023-05-10,Brazil,LATAM,Consumer
C2193,2023-10-31,Argentina,LATAM,Consumer
C2194,2022-01-25,Brazil,LATAM,Small Business
C2195,2022-10-30,Mexico,North America,Consumer
C2196,2022-05-12,Mexico,North America,Consumer
C2197,2023-02-24,Japan,APAC,Consumer
C2198,2023-01-02,United Kingdom,Europe,Consumer
C2199,2022-12-13,Australia,APAC,Consumer
C2200,2023-12-18,Italy,Europe,Consumer
C2201,2023-01-24,Italy,Europe,Consumer
C2202,2022-10-28,India,APAC,Consumer
C2203,2022-02-19,Australia,APAC,Consumer
C2204,2022-07-31,United States,North America,Consumer
C2205,2023-10-18,United States,North America,Consumer
C2206,2022-11-26,Japan,APAC,Consumer
C2207,2023-10-27,France,Europe,Consumer
C2208,2023-01-24,United Kingdom,Europe,Consumer
C2209,2023-02-05,France,Europe,Consumer
C2210,2022-11-10,Singapore,APAC,Small Business
C2211,2023-02-11,India,APAC,Consumer
C2212,2022-02-18,Italy,Europe,Small Business
C2213,2022-02-12,Germany,Europe,Small Business
C2214,2022-12-14,United Kingdom,Europe,Consumer
C2215,2023-03-13,Spain,Europe,Consumer
C2216,2023-02-07,United Kingdom,Europe,Consumer
C2217,2022-11-10,Italy,Europe,Consumer
C2218,2022-08-03,Australia,APAC,Consumer
C2219,2023-06-02,United States,North America,Consumer
C2220,2023-03-18,United States,North America,Small Business
C2221,2022-02-04,Mexico,North America,Consumer
C2222,2022-11-27,Brazil,LATAM,Small Business
C2223,2023-06-03,Japan,APAC,Small Business
C2224,2023-07-27,Canada,North America,Consumer
C2225,2022-07-29,Brazil,LATAM,Enterprise
C2226,2023-11-07,France,Europe,Enterprise
C2227,2023-04-21,France,Europe,Consumer
C2228,2022-11-16,Argentina,LATAM,Consumer
C2229,2023-04-03,United States,North America,Consumer
C2230,2023-09-29,Mexico,North America,Consumer
C2231,2022-06-15,Japan,APAC,Consumer
C2232,2022-04-20,Mexico,North America,Consumer
C2233,2022-11-18,Australia,APAC,Consumer
C2234,2022-03-03,Mexico,North America,Small Business
C2235,2023-09-03,United States,North America,Consumer
C2236,2023-12-10,Mexico,North America,Consumer
C2237,2023-03-19,France,Europe,Consumer
C2238,2023-12-17,Canada,North America,Small Business
C2239,2022-02-20,United States,North America,Consumer
C2240,2023-04-07,India,APAC,Consumer
C2241,2022-11-20,United Kingdom,Europe,Consumer
C2242,2022-07-22,Germany,Europe,Consumer
C2243,2022-08-16,United States,North America,Small Business
C2244,2023-02-02,Germany,Europe,Consumer
C2245,2023-04-14,United Kingdom,Europe,Consumer
C2246,2022-04-30,Japan,APAC,Consumer
C2247,2023-03-25,Mexico,North America,Small Business
C2248,2023-11-08,Brazil,LATAM,Small Business
C2249,2022-01-08,Brazil,LATAM,Consumer
C2250,2023-10-04,United States,North America,Small Business
C2251,2023-03-20,United States,North America,Consumer
C2252,2022-09-07,United States,North America,Small Business
C2253,2023-06-21,Japan,APAC,Small Business
C2254,2023-03-27,United States,North America,Consumer
C2255,2023-07-16,India,APAC,Consumer
C2256,2022-03-01,Singapore,APAC,Consumer
C2257,2022-02-13,India,APAC,Consumer
C2258,2023-04-14,Spain,Europe,Consumer
C2259,2022-08-10,Chile,LATAM,Consumer
C2260,2022-06-23,United States,North America,Consumer
C2261,2022-11-04,Germany,Europe,Consumer
C2262,2023-06-14,United Kingdom,Europe,Consumer
C2263,2022-05-12,Argentina,LATAM,Consumer
C2264,2023-12-12,Italy,Europe,Consumer
C2265,2022-11-04,India,APAC,Consumer
C2266,2022-04-20,Canada,North America,Small Business
C2267,2022-02-21,Chile,LATAM,Enterprise
C2268,2023-09-18,Spain,Europe,Consumer
C2269,2022-03-24,Spain,Europe,Consumer
C2270,2022-11-02,Argentina,LATAM,Consumer
C2271,2023-05-04,Germany,Europe,Enterprise
C2272,2023-01-10,Germany,Europe,Consumer
C2273,2022-07-11,Japan,APAC,Small Business
C2274,2022-03-20,United States,North America,Consumer
C2275,2023-06-04,United Kingdom,Europe,Consumer
C2276,2022-12-24,Mexico,North America,Consumer
C2277,2022-02-05,United States,North America,Small Business
C2278,2022-05-13,Brazil,LATAM,Small Business
C2279,2023-02-15,Japan,APAC,Consumer
C2280,2022-05-03,Germany,Europe,Consumer
C2281,2022-10-13,Germany,Europe,Consumer
C2282,2022-04-01,France,Europe,Enterprise
C2283,2023-08-05,Japan,APAC,Consumer
C2284,2023-04-06,Brazil,LATAM,Small Business
C2285,2023-07-27,Argentina,LATAM,Consumer
C2286,2022-02-08,Germany,Europe,Consumer
C2287,2022-10-02,Germany,Europe,Consumer
C2288,2022-07-15,France,Europe,Consumer
C2289,2023-03-31,Italy,Europe,Small Business
C2290,2023-08-23,France,Europe,Small Business
C2291,2022-06-16,Japan,APAC,Small Business
C2292,2023-07-16,Italy,Europe,Consumer
C2293,2023-02-28,United Kingdom,Europe,Small Business
C2294,2023-08-25,Germany,Europe,Consumer
C2295,2022-03-01,Germany,Europe,Consumer
C2296,2023-12-25,United States,North America,Consumer
C2297,2022-11-14,Canada,North America,Consumer
C2298,2022-07-24,Australia,APAC,Consumer
C2299,2022-05-14,Germany,Europe,Consumer
C2300,2023-12-20,Mexico,North America,Consumer
C2301,2023-10-07,Italy,Europe,Consumer
C2302,2022-04-06,Singapore,APAC,Consumer
C2303,2022-11-21,United Kingdom,Europe,Consumer
C2304,2023-06-20,India,APAC,Small Business
C2305,2023-03-08,Brazil,LATAM,Consumer
C2306,2022-05-18,Japan,APAC,Consumer
C2307,2022-09-21,Japan,APAC,Small Business
C2308,2022-09-26,United States,North America,Enterprise
C2309,2022-07-30,Argentina,LATAM,Small Business
C2310,2023-12-03,Germany,Europe,Small Business
C2311,2022-05-29,Brazil,LATAM,Enterprise
C2312,2023-05-31,Italy,Europe,Consumer
C2313,2023-10-28,United States,North America,Enterprise
C2314,2023-08-04,United States,North America,Enterprise
C2315,2023-08-07,Australia,APAC,Consumer
C2316,2022-04-26,Italy,Europe,Small Business
C2317,2022-04-08,United States,North America,Small Business
C2318,2023-07-26,Australia,APAC,Small Business
C2319,2023-06-30,India,APAC,Small Business
C2320,2023-06-26,Spain,Europe,Consumer
C2321,2022-11-02,France,Europe,Consumer
C2322,2023-01-18,United States,North America,Consumer
C2323,2022-01-12,Singapore,APAC,Small Business
C2324,2022-08-01,Germany,Europe,Small Business
C2325,2023-01-21,Brazil,LATAM,Small Business
C2326,2022-04-02,Germany,Europe,Small Business
C2327,2022-04-05,Italy,Europe,Enterprise
C2328,2022-02-03,United Kingdom,Europe,Consumer
C2329,2022-06-03,Canada,North America,Enterprise
C2330,2023-12-26,Singapore,APAC,Consumer
C2331,2023-05-24,Spain,Europe,Consumer
C2332,2023-11-24,Italy,Europe,Consumer
C2333,2022-07-07,Argentina,LATAM,Consumer
C2334,2023-03-14,Argentina,LATAM,Consumer
C2335,2023-10-14,India,APAC,Consumer
C2336,2022-09-14,Mexico,North America,Consumer
C2337,2023-04-25,Japan,APAC,Small Business
C2338,2023-05-21,Brazil,LATAM,Consumer
C2339,2023-08-31,Germany,Europe,Consumer
C2340,2023-12-09,United States,North America,Consumer
C2341,2023-03-26,India,APAC,Consumer
C2342,2023-03-02,France,Europe,Consumer
C2343,2023-09-27,Italy,Europe,Consumer
C2344,2023-05-15,Chile,LATAM,Small Business
C2345,2022-09-22,Japan,APAC,Consumer
C2346,2023-04-06,France,Europe,Small Business
C2347,2023-02-05,Germany,Europe,Consumer
C2348,2022-06-16,Germany,Europe,Small Business
C2349,2023-01-12,United States,North America,Enterprise
C2350,2023-04-01,India,APAC,Consumer
C2351,2023-10-22,India,APAC,Consumer
C2352,2023-02-28,United Kingdom,Europe,Consumer
C2353,2022-05-01,United Kingdom,Europe,Consumer
C2354,2023-12-22,Brazil,LATAM,Consumer
C2355,2023-02-26,United States,North America,Consumer
C2356,2022-07-29,Spain,Europe,Small Business
C2357,2023-07-05,France,Europe,Enterprise
C2358,2022-10-08,Australia,APAC,Consumer
C2359,2022-09-28,Canada,North America,Consumer
C2360,2023-09-05,Japan,APAC,Consumer
C2361,2023-09-26,Germany,Europe,Consumer
C2362,2023-01-18,Japan,APAC,Small Business
C2363,2022-09-30,United States,North America,Consumer
C2364,2023-09-23,France,Europe,Consumer
C2365,2022-05-07,Spain,Europe,Consumer
C2366,2023-06-30,Mexico,North America,Consumer
C2367,2023-03-03,Canada,North America,Consumer
C2368,2023-09-16,Mexico,North America,Consumer
C2369,2022-11-04,Germany,Europe,Consumer
C2370,2023-08-31,United States,North America,Consumer
C2371,2022-01-12,Argentina,LATAM,Small Business
C2372,2023-07-08,Germany,Europe,Consumer
C2373,2022-02-20,India,APAC,Small Business
C2374,2023-04-14,Argentina,LATAM,Consumer
C2375,2022-05-23,United States,North America,Consumer
C2376,2023-12-05,Japan,APAC,Small Business
C2377,2023-07-16,Brazil,LATAM,Consumer
C2378,2022-03-18,Japan,APAC,Consumer
C2379,2023-10-14,France,Europe,Consumer
C2380,2022-07-03,France,Europe,Small Business
C2381,2023-02-03,United States,North America,Enterprise
C2382,2022-03-04,Spain,Europe,Consumer
C2383,2022-03-19,Chile,LATAM,Consumer
C2384,2022-06-26,Argentina,LATAM,Consumer
C2385,2023-01-26,United States,North America,Consumer
C2386,2023-02-01,Australia,APAC,Consumer
C2387,2023-09-17,United Kingdom,Europe,Consumer
C2388,2022-05-01,Brazil,LATAM,Small Business
C2389,2023-07-02,United States,North America,Consumer
C2390,2022-01-05,Argentina,LATAM,Small Business
C2391,2022-08-01,India,APAC,Small Business
C2392,2022-05-08,United States,North America,Small Business
C2393,2022-04-01,United States,North America,Consumer
C2394,2023-03-03,India,APAC,Consumer
C2395,2023-10-20,Canada,North America,Consumer
C2396,2023-05-02,Italy,Europe,Consumer
C2397,2023-09-16,Brazil,LATAM,Consumer
C2398,2023-03-08,Italy,Europe,Consumer
C2399,2022-02-09,Germany,Europe,Consumer
C2400,2022-09-10,France,Europe,Consumer
C2401,2023-08-25,United States,North America,Enterprise
C2402,2022-02-02,Argentina,LATAM,Small Business
C2403,2022-03-12,United Kingdom,Europe,Consumer
C2404,2023-09-01,Mexico,North America,Enterprise
C2405,2022-02-16,United Kingdom,Europe,Consumer
C2406,2023-12-02,Argentina,LATAM,Consumer
C2407,2023-07-08,United States,North America,Small Business
C2408,2023-05-01,Brazil,LATAM,Consumer
C2409,2023-01-27,Australia,APAC,Consumer
C2410,2022-03-07,India,APAC,Consumer
C2411,2022-10-30,Argentina,LATAM,Consumer
C2412,2023-08-13,India,APAC,Consumer
C2413,2023-10-22,Argentina,LATAM,Consumer
C2414,2022-11-23,United States,North America,Consumer
C2415,2023-09-05,India,APAC,Consumer
C2416,2023-07-21,Italy,Europe,Consumer
C2417,2022-02-12,Italy,Europe,Consumer
C2418,2023-03-29,Brazil,LATAM,Small Business
C2419,2023-03-26,Argentina,LATAM,Small Business
C2420,2023-02-01,Australia,APAC,Consumer
C2421,2023-07-18,France,Europe,Small Business
C2422,2023-10-12,France,Europe,Consumer
C2423,2023-02-06,Germany,Europe,Consumer
C2424,2022-08-22,Germany,Europe,Consumer
C2425,2023-12-19,Germany,Europe,Consumer
C2426,2023-12-05,United States,North America,Small Business
C2427,2023-05-16,United States,North America,Enterprise
C2428,2023-04-13,Singapore,APAC,Consumer
C2429,2022-03-18,France,Europe,Consumer
C2430,2022-10-21,Argentina,LATAM,Consumer
C2431,2022-05-25,Japan,APAC,Consumer
C2432,2023-01-11,United States,North America,Consumer
C2433,2023-08-27,Canada,North America,Enterprise
C2434,2022-06-13,Mexico,North America,Small Business
C2435,2023-12-29,Argentina,LATAM,Enterprise
C2436,2022-04-05,Mexico,North America,Consumer
C2437,2022-03-13,Spain,Europe,Consumer
C2438,2023-12-13,Argentina,LATAM,Consumer
C2439,2022-03-15,Chile,LATAM,Enterprise
C2440,2023-06-21,United Kingdom,Europe,Consumer
C2441,2023-07-12,United States,North America,Consumer
C2442,2022-08-29,Canada,North America,Consumer
C2443,2022-02-16,United States,North America,Small Business
C2444,2022-08-14,Mexico,North America,Small Business
C2445,2022-02-20,Italy,Europe,Consumer
C2446,2023-05-06,Brazil,LATAM,Consumer
C2447,2023-10-11,Italy,Europe,Small Business
C2448,2023-12-29,Japan,APAC,Consumer
C2449,2023-08-08,Mexico,North America,Consumer
C2450,2023-07-20,India,APAC,Consumer
C2451,2023-10-06,Japan,APAC,Consumer
C2452,2023-07-17,Brazil,LATAM,Consumer
C2453,2023-04-20,Argentina,LATAM,Enterprise
C2454,2023-12-29,Germany,Europe,Consumer
C2455,2022-08-24,United States,North America,Consumer
C2456,2022-10-29,Mexico,North America,Consumer
C2457,2023-10-24,France,Europe,Consumer
C2458,2022-08-16,Argentina,LATAM,Consumer
C2459,2022-08-07,Germany,Europe,Consumer
C2460,2022-04-22,Singapore,APAC,Consumer
C2461,2022-07-21,Italy,Europe,Consumer
C2462,2023-03-10,Canada,North America,Small Business
C2463,2023-10-10,United Kingdom,Europe,Consumer
C2464,2022-04-10,Japan,APAC,Consumer
C2465,2023-05-13,Japan,APAC,Consumer
C2466,2023-07-14,France,Europe,Consumer
C2467,2023-10-16,Mexico,North America,Consumer
C2468,2023-07-02,Australia,APAC,Enterprise
C2469,2022-04-24,Canada,North America,Consumer
C2470,2022-12-23,Argentina,LATAM,Small Business
C2471,2023-11-27,Mexico,North America,Consumer
C2472,2023-10-26,United States,North America,Small Business
C2473,2023-03-24,Spain,Europe,Consumer
C2474,2023-12-05,Spain,Europe,Consumer
C2475,2023-05-03,Spain,Europe,Consumer
C2476,2022-02-17,France,Europe,Consumer
C2477,2023-10-30,Chile,LATAM,Enterprise
C2478,2022-05-03,France,Europe,Small Business
C2479,2022-10-05,France,Europe,Consumer
C2480,2022-06-23,France,Europe,Consumer
C2481,2023-06-10,United States,North America,Consumer
C2482,2022-01-22,Japan,APAC,Consumer
C2483,2023-04-13,Mexico,North America,Small Business
C2484,2023-09-23,Japan,APAC,Consumer
C2485,2023-07-30,United States,North America,Small Business
C2486,2022-08-13,Chile,LATAM,Consumer
C2487,2023-10-17,France,Europe,Enterprise
C2488,2022-09-22,Brazil,LATAM,Consumer
C2489,2023-05-12,France,Europe,Consumer
C2490,2023-01-05,United States,North America,Small Business
C2491,2022-02-19,India,APAC,Consumer
C2492,2022-01-03,Japan,APAC,Consumer
C2493,2022-05-14,Singapore,APAC,Consumer
C2494,2023-11-14,France,Europe,Consumer
C2495,2023-11-28,Japan,APAC,Enterprise
C2496,2022-10-27,India,APAC,Small Business
C2497,2023-12-09,Japan,APAC,Consumer
C2498,2022-02-06,Germany,Europe,Enterprise
C2499,2023-12-08,Japan,APAC,Consumer
C2500,2022-06-18,Japan,APAC,Small Business
C2501,2022-01-27,Argentina,LATAM,Consumer
C2502,2023-07-08,Germany,Europe,Consumer
C2503,2022-10-07,France,Europe,Consumer
C2504,2022-08-02,India,APAC,Consumer
C2505,2023-07-09,Spain,Europe,Small Business
C2506,2022-09-01,Australia,APAC,Consumer
C2507,2023-07-04,France,Europe,Consumer
C2508,2022-05-23,Mexico,North America,Consumer
C2509,2022-03-04,Singapore,APAC,Consumer
C2510,2022-08-26,United States,North America,Consumer
C2511,2023-03-21,Mexico,North America,Consumer
C2512,2022-06-14,Japan,APAC,Small Business
C2513,2022-04-15,Singapore,APAC,Consumer
C2514,2023-07-01,Brazil,LATAM,Enterprise
C2515,2022-12-27,United Kingdom,Europe,Small Business
C2516,2022-11-11,United States,North America,Consumer
C2517,2022-06-24,Argentina,LATAM,Consumer
C2518,2022-01-13,Canada,North America,Small Business
C2519,2022-02-08,Mexico,North America,Small Business
C2520,2023-05-13,United Kingdom,Europe,Consumer
C2521,2022-02-28,Spain,Europe,Enterprise
C2522,2022-06-30,Brazil,LATAM,Enterprise
C2523,2023-10-27,Singapore,APAC,Consumer
C2524,2022-09-09,Australia,APAC,Small Business
C2525,2023-06-28,Canada,North America,Consumer
C2526,2022-09-08,Germany,Europe,Small Business
C2527,2023-11-12,France,Europe,Small Business
C2528,2023-08-23,Canada,North America,Consumer
C2529,2022-12-10,United Kingdom,Europe,Consumer
C2530,2023-05-15,United Kingdom,Europe,Consumer
C2531,2022-10-29,United States,North America,Enterprise
C2532,2023-11-21,Italy,Europe,Consumer
C2533,2022-09-19,Australia,APAC,Small Business
C2534,2023-09-03,United States,North America,Consumer
C2535,2023-03-26,France,Europe,Consumer
C2536,2023-04-15,Singapore,APAC,Enterprise
C2537,2022-09-14,Singapore,APAC,Consumer
C2538,2023-08-31,India,APAC,Consumer
C2539,2023-06-29,France,Europe,Consumer
C2540,2023-08-19,India,APAC,Consumer
C2541,2023-08-08,United Kingdom,Europe,Consumer
C2542,2022-04-26,Germany,Europe,Consumer
C2543,2023-10-02,Canada,North America,Consumer
C2544,2023-09-07,France,Europe,Consumer
C2545,2022-06-27,Germany,Europe,Consumer
C2546,2023-12-18,United Kingdom,Europe,Consumer
C2547,2023-01-20,Singapore,APAC,Consumer
C2548,2022-08-23,United Kingdom,Europe,Enterprise
C2549,2022-06-13,United Kingdom,Europe,Consumer
C2550,2022-09-24,United States,North America,Consumer
C2551,2022-01-28,France,Europe,Consumer
C2552,2023-05-20,United Kingdom,Europe,Enterprise
C2553,2023-06-01,Germany,Europe,Small Business
C2554,2023-05-03,United Kingdom,Europe,Small Business
C2555,2023-02-05,Singapore,APAC,Enterprise
C2556,2022-09-22,Brazil,LATAM,Consumer
C2557,2023-06-13,Spain,Europe,Enterprise
C2558,2023-09-29,Japan,APAC,Consumer
C2559,2022-03-05,Brazil,LATAM,Small Business
C2560,2022-10-07,Chile,LATAM,Small Business
C2561,2023-12-28,Japan,APAC,Enterprise
C2562,2023-09-22,Brazil,LATAM,Consumer
C2563,2023-12-27,Brazil,LATAM,Small Business
C2564,2022-05-14,India,APAC,Consumer
C2565,2022-12-06,France,Europe,Consumer
C2566,2022-04-06,United States,North America,Consumer
C2567,2023-09-25,United States,North America,Consumer
C2568,2023-01-14,France,Europe,Consumer
C2569,2022-06-27,Spain,Europe,Consumer
C2570,2022-03-07,Germany,Europe,Consumer
C2571,2023-06-23,Italy,Europe,Consumer
C2572,2023-08-16,Italy,Europe,Consumer
C2573,2023-10-04,India,APAC,Consumer
C2574,2023-12-11,United States,North America,Small Business
C2575,2023-08-18,Mexico,North America,Consumer
C2576,2023-07-29,India,APAC,Small Business
C2577,2023-08-16,India,APAC,Consumer
C2578,2023-12-31,Chile,LATAM,Consumer
C2579,2022-12-05,Brazil,LATAM,Consumer
C2580,2023-07-08,Brazil,LATAM,Consumer
C2581,2023-08-22,United Kingdom,Europe,Consumer
C2582,2022-03-26,Germany,Europe,Consumer
C2583,2023-05-20,United Kingdom,Europe,Consumer
C2584,2022-09-05,Japan,APAC,Consumer
C2585,2022-04-07,Argentina,LATAM,Consumer
C2586,2022-05-05,Germany,Europe,Consumer
C2587,2022-03-25,Italy,Europe,Small Business
C2588,2023-10-18,United Kingdom,Europe,Consumer
C2589,2023-07-18,Canada,North America,Consumer
C2590,2022-03-16,Mexico,North America,Consumer
C2591,2023-04-02,United States,North America,Consumer
C2592,2023-04-28,Argentina,LATAM,Consumer
C2593,2023-01-15,Germany,Europe,Consumer
C2594,2023-03-19,India,APAC,Consumer
C2595,2023-10-25,Australia,APAC,Consumer
C2596,2023-01-14,Mexico,North America,Consumer
C2597,2023-04-27,Canada,North America,Consumer
C2598,2023-02-21,India,APAC,Consumer
C2599,2022-10-17,United Kingdom,Europe,Enterprise
C2600,2023-10-13,Brazil,LATAM,Consumer
C2601,2022-10-30,Canada,North America,Consumer
C2602,2023-08-07,Australia,APAC,Consumer
C2603,2023-03-18,India,APAC,Small Business
C2604,2023-05-16,United Kingdom,Europe,Small Business
C2605,2023-07-10,United Kingdom,Europe,Small Business
C2606,2023-06-22,Argentina,LATAM,Consumer
C2607,2023-02-16,United Kingdom,Europe,Consumer
C2608,2023-03-26,France,Europe,Small Business
C2609,2023-01-07,France,Europe,Consumer
C2610,2022-09-05,United Kingdom,Europe,Enterprise
C2611,2023-06-15,Singapore,APAC,Consumer
C2612,2023-10-04,Singapore,APAC,Consumer
C2613,2023-05-30,Germany,Europe,Consumer
C2614,2023-07-18,India,APAC,Consumer
C2615,2023-08-30,Mexico,North America,Small Business
C2616,2022-09-26,United States,North America,Consumer
C2617,2022-02-15,Italy,Europe,Consumer
C2618,2022-09-04,Chile,LATAM,Consumer
C2619,2023-07-06,United States,North America,Small Business
C2620,2023-08-19,Mexico,North America,Consumer
C2621,2023-01-11,Spain,Europe,Enterprise
C2622,2023-07-23,India,APAC,Small Business
C2623,2022-02-24,United States,North America,Consumer
C2624,2023-04-16,Germany,Europe,Small Business
C2625,2023-05-11,Singapore,APAC,Enterprise
C2626,2023-01-06,Germany,Europe,Consumer
C2627,2023-06-08,Mexico,North America,Consumer
C2628,2022-12-25,Mexico,North America,Consumer
C2629,2023-01-18,Germany,Europe,Consumer
C2630,2023-03-17,France,Europe,Consumer
C2631,2023-08-03,Brazil,LATAM,Small Business
C2632,2022-07-01,Japan,APAC,Consumer
