date,channel,purchases,sessions,add_to_cart,checkout
2023-06-30,Retail Store,2,49,12,6
2023-06-30,Web,13,349,82,43
2023-07-01,Marketplace,10,233,60,35
2023-07-01,Mobile App,6,134,35,21
2023-07-01,Retail Store,2,52,12,6
2023-07-01,Web,16,357,77,36
2023-07-02,Marketplace,8,180,41,21
2023-07-02,Mobile App,9,194,53,31
2023-07-02,Retail Store,3,77,21,9
2023-07-02,Web,11,205,50,26
2023-07-03,Marketplace,9,167,32,19
2023-07-03,Mobile App,2,41,10,5
2023-07-03,Retail Store,1,18,3,1
2023-07-03,Web,17,335,66,31
2023-07-04,Marketplace,3,65,17,9
2023-07-04,Mobile App,13,248,46,27
2023-07-04,Retail Store,1,26,5,2
2023-07-04,Web,13,363,93,50
2023-07-05,Marketplace,11,216,52,28
2023-07-05,Mobile App,9,221,59,28
2023-07-05,Retail Store,2,51,11,6
2023-07-05,Web,14,326,58,29
2023-07-06,Marketplace,2,52,9,4
2023-07-06,Mobile App,11,254,69,33
2023-07-06,Retail Store,1,23,6,3
2023-07-06,Web,15,287,61,36
2023-07-07,Marketplace,6,146,26,14
2023-07-07,Mobile App,7,135,30,18
2023-07-07,Web,9,197,37,22
2023-07-08,Marketplace,11,199,40,19
2023-07-08,Mobile App,10,224,54,24
2023-07-08,Retail Store,3,69,18,9
2023-07-08,Web,10,242,54,30
2023-07-09,Marketplace,6,159,34,17
2023-07-09,Mobile App,9,216,57,26
2023-07-09,Retail Store,1,23,4,2
2023-07-09,Web,11,248,49,26
2023-07-10,Marketplace,8,180,50,29
2023-07-10,Mobile App,9,240,59,29
2023-07-10,Retail Store,2,38,8,3
2023-07-10,Web,14,300,73,42
2023-07-11,Marketplace,14,323,84,49
2023-07-11,Mobile App,6,144,36,16
2023-07-11,Retail Store,2,45,9,4
2023-07-11,Web,11,276,60,30
2023-07-12,Marketplace,7,195,38,24
2023-07-12,Mobile App,7,185,34,19
2023-07-12,Retail Store,1,26,7,3
2023-07-12,Web,12,222,55,31
2023-07-13,Marketplace,6,128,30,14
2023-07-13,Mobile App,16,410,86,49
2023-07-13,Retail Store,5,120,28,17
2023-07-13,Web,13,257,60,33
2023-07-14,Marketplace,1,18,4,2
2023-07-14,Mobile App,9,195,45,20
2023-07-14,Retail Store,2,47,11,6
2023-07-14,Web,21,404,94,43
2023-07-15,Marketplace,8,199,43,24
2023-07-15,Mobile App,8,182,33,18
2023-07-15,Retail Store,1,27,6,3
2023-07-15,Web,20,370,92,59
2023-07-16,Marketplace,8,201,46,22
2023-07-16,Mobile App,8,195,48,24
2023-07-16,Retail Store,2,41,7,4
2023-07-16,Web,14,273,56,35
2023-07-17,Marketplace,4,107,28,17
2023-07-17,Mobile App,11,238,66,40
2023-07-17,Retail Store,5,91,17,8
2023-07-17,Web,14,379,76,34
2023-07-18,Marketplace,4,86,21,11
2023-07-18,Mobile App,5,107,21,12
2023-07-18,Retail Store,2,42,11,7
2023-07-18,Web,11,286,57,35
2023-07-19,Marketplace,8,190,51,31
2023-07-19,Mobile App,8,217,56,29
2023-07-19,Web,11,300,61,30
2023-07-20,Marketplace,3,80,18,9
2023-07-20,Mobile App,10,215,48,25
2023-07-20,Retail Store,2,51,12,6
2023-07-20,Web,9,245,52,23
2023-07-21,Marketplace,15,325,71,39
2023-07-21,Mobile App,12,233,55,26
2023-07-21,Web,17,390,88,41
2023-07-22,Marketplace,6,165,42,22
2023-07-22,Mobile App,12,329,68,38
2023-07-22,Retail Store,1,24,5,2
2023-07-22,Web,12,273,73,37
2023-07-23,Marketplace,5,106,21,13
2023-07-23,Mobile App,4,80,17,7
2023-07-23,Retail Store,2,51,10,6
2023-07-23,Web,9,200,39,23
2023-07-24,Marketplace,4,78,18,9
2023-07-24,Mobile App,9,223,55,33
2023-07-24,Retail Store,1,27,7,3
2023-07-24,Web,14,300,65,38
2023-07-25,Marketplace,11,274,62,28
2023-07-25,Mobile App,4,81,19,9
2023-07-25,Retail Store,3,55,11,5
2023-07-25,Web,14,322,80,45
2023-07-26,Marketplace,5,125,34,20
2023-07-26,Mobile App,9,164,32,15
2023-07-26,Retail Store,1,27,7,4
2023-07-26,Web,13,328,68,38
2023-07-27,Marketplace,9,210,50,29
2023-07-27,Mobile App,11,303,68,36
2023-07-27,Retail Store,3,66,14,6
2023-07-27,Web,15,332,62,33
2023-07-28,Marketplace,9,176,37,18
2023-07-28,Mobile App,7,170,32,17
2023-07-28,Retail Store,2,47,12,6
2023-07-28,Web,8,171,35,16
2023-07-29,Marketplace,1,20,5,3
2023-07-29,Mobile App,8,204,40,20
2023-07-29,Retail Store,1,20,4,2
2023-07-29,Web,12,242,43,23
2023-07-30,Marketplace,6,122,31,17
2023-07-30,Mobile App,9,224,59,32
2023-07-30,Retail Store,3,66,15,9
2023-07-30,Web,11,286,68,33
2023-07-31,Marketplace,4,104,20,12
2023-07-31,Mobile App,12,322,69,35
2023-07-31,Web,16,302,55,29
2023-08-01,Marketplace,4,92,25,14
2023-08-01,Mobile App,12,276,73,36
2023-08-01,Retail Store,1,19,5,3
2023-08-01,Web,13,262,52,33
2023-08-02,Marketplace,8,179,41,20
2023-08-02,Mobile App,7,173,36,19
2023-08-02,Web,11,286,57,36
2023-08-03,Marketplace,4,82,16,10
2023-08-03,Mobile App,6,129,34,20
2023-08-03,Retail Store,4,103,21,10
2023-08-03,Web,11,296,75,43
2023-08-04,Marketplace,5,130,31,17
2023-08-04,Mobile App,5,135,25,15
2023-08-04,Retail Store,2,49,9,5
2023-08-04,Web,18,430,115,71
2023-08-05,Marketplace,2,48,10,6
2023-08-05,Mobile App,6,162,32,18
2023-08-05,Retail Store,3,65,14,7
2023-08-05,Web,22,420,115,56
2023-08-06,Marketplace,4,91,21,10
2023-08-06,Mobile App,6,167,32,14
2023-08-06,Retail Store,1,25,4,1
2023-08-06,Web,12,291,52,26
2023-08-07,Marketplace,3,70,15,9
2023-08-07,Mobile App,7,137,29,14
2023-08-07,Retail Store,3,60,14,6
2023-08-07,Web,11,224,44,26
2023-08-08,Marketplace,9,209,40,23
2023-08-08,Mobile App,16,370,101,63
2023-08-08,Retail Store,2,41,9,5
2023-08-08,Web,23,541,135,76
2023-08-09,Marketplace,9,206,46,22
2023-08-09,Mobile App,7,190,41,24
2023-08-09,Retail Store,3,76,13,6
2023-08-09,Web,8,154,32,18
2023-08-10,Marketplace,7,195,54,33
2023-08-10,Mobile App,13,303,59,32
2023-08-10,Web,14,384,92,58
2023-08-11,Marketplace,8,218,44,25
2023-08-11,Mobile App,7,193,52,29
2023-08-11,Web,11,256,48,24
2023-08-12,Marketplace,5,129,28,13
2023-08-12,Mobile App,11,295,53,31
2023-08-12,Web,9,239,46,24
2023-08-13,Marketplace,3,75,20,10
2023-08-13,Mobile App,7,189,36,22
2023-08-13,Retail Store,2,47,12,6
2023-08-13,Web,14,318,62,33
2023-08-14,Marketplace,5,107,20,12
2023-08-14,Mobile App,10,214,58,33
2023-08-14,Retail Store,5,97,21,9
2023-08-14,Web,11,282,59,38
2023-08-15,Marketplace,7,174,47,25
2023-08-15,Mobile App,12,223,57,33
2023-08-15,Retail Store,1,24,5,2
2023-08-15,Web,11,271,56,26
2023-08-16,Marketplace,3,58,15,6
2023-08-16,Mobile App,4,103,22,12
2023-08-16,Retail Store,5,126,24,12
2023-08-16,Web,15,320,87,39
2023-08-17,Marketplace,10,218,53,32
2023-08-17,Mobile App,15,361,97,54
2023-08-17,Web,11,253,57,32
2023-08-18,Marketplace,7,149,37,17
2023-08-18,Mobile App,9,223,41,22
2023-08-18,Retail Store,1,26,5,2
2023-08-18,Web,17,334,74,37
2023-08-19,Marketplace,2,53,10,6
2023-08-19,Mobile App,6,155,42,25
2023-08-19,Retail Store,2,39,9,5
2023-08-19,Web,15,287,58,28
2023-08-20,Marketplace,4,82,19,8
2023-08-20,Mobile App,9,244,44,27
2023-08-20,Retail Store,3,57,14,6
2023-08-20,Web,11,286,63,39
2023-08-21,Marketplace,6,155,30,14
2023-08-21,Mobile App,7,170,44,24
2023-08-21,Retail Store,3,57,13,7
2023-08-21,Web,17,421,79,35
2023-08-22,Marketplace,11,221,49,31
2023-08-22,Mobile App,9,212,55,35
2023-08-22,Retail Store,2,54,11,6
2023-08-22,Web,10,190,46,25
2023-08-23,Marketplace,4,102,19,11
2023-08-23,Mobile App,11,306,57,36
2023-08-23,Retail Store,1,23,5,3
2023-08-23,Web,16,423,98,45
2023-08-24,Marketplace,5,106,19,10
2023-08-24,Mobile App,13,260,72,44
2023-08-24,Web,14,319,71,41
2023-08-25,Marketplace,2,51,10,5
2023-08-25,Mobile App,6,147,40,22
2023-08-25,Web,8,193,52,32
2023-08-26,Marketplace,8,160,42,27
2023-08-26,Mobile App,6,153,28,17
2023-08-26,Retail Store,2,44,8,4
2023-08-26,Web,13,297,62,32
2023-08-27,Marketplace,9,218,57,35
2023-08-27,Mobile App,5,111,30,17
2023-08-27,Web,7,141,26,11
2023-08-28,Marketplace,2,51,13,7
2023-08-28,Mobile App,7,155,28,16
2023-08-28,Retail Store,1,24,4,2
2023-08-28,Web,10,274,53,29
2023-08-29,Marketplace,7,175,44,20
2023-08-29,Mobile App,8,181,37,18
2023-08-29,Retail Store,2,47,9,5
2023-08-29,Web,14,296,67,31
2023-08-30,Marketplace,6,145,33,16
2023-08-30,Mobile App,8,176,33,20
2023-08-30,Retail Store,2,48,9,4
2023-08-30,Web,18,431,95,46
2023-08-31,Marketplace,6,137,35,19
2023-08-31,Mobile App,8,221,41,19
2023-08-31,Retail Store,1,26,7,3
2023-08-31,Web,15,321,76,46
2023-09-01,Marketplace,5,101,22,11
2023-09-01,Mobile App,11,299,75,34
2023-09-01,Web,16,311,61,34
2023-09-02,Marketplace,8,165,30,15
2023-09-02,Mobile App,10,279,74,34
2023-09-02,Web,7,159,37,23
2023-09-03,Marketplace,4,108,30,14
2023-09-03,Mobile App,9,214,51,27
2023-09-03,Web,13,309,77,40
2023-09-04,Marketplace,9,173,46,24
2023-09-04,Mobile App,9,164,41,21
2023-09-04,Web,19,383,83,40
2023-09-05,Marketplace,5,124,25,13
2023-09-05,Mobile App,6,165,37,17
2023-09-05,Web,13,345,78,48
2023-09-06,Marketplace,4,78,17,10
2023-09-06,Mobile App,8,185,41,23
2023-09-06,Retail Store,1,25,6,3
2023-09-06,Web,12,271,66,41
2023-09-07,Marketplace,11,219,46,25
2023-09-07,Mobile App,15,354,94,56
2023-09-07,Retail Store,1,27,7,3
2023-09-07,Web,15,323,66,41
2023-09-08,Marketplace,7,170,42,27
2023-09-08,Mobile App,13,316,75,43
2023-09-08,Retail Store,4,86,18,9
2023-09-08,Web,13,314,70,43
2023-09-09,Marketplace,8,210,50,23
2023-09-09,Mobile App,10,209,56,33
2023-09-09,Web,13,296,72,34
2023-09-10,Marketplace,8,152,41,19
2023-09-10,Mobile App,9,225,54,29
2023-09-10,Retail Store,2,41,10,4
2023-09-10,Web,14,330,84,50
2023-09-11,Marketplace,7,156,41,23
2023-09-11,Mobile App,13,330,69,40
2023-09-11,Retail Store,3,62,13,7
2023-09-11,Web,11,301,68,40
2023-09-12,Marketplace,9,225,51,30
2023-09-12,Mobile App,11,271,67,40
2023-09-12,Retail Store,1,22,4,2
2023-09-12,Web,20,380,75,41
2023-09-13,Marketplace,11,217,42,23
2023-09-13,Mobile App,9,186,45,26
2023-09-13,Retail Store,2,37,7,3
2023-09-13,Web,25,610,147,82
2023-09-14,Marketplace,3,55,14,6
2023-09-14,Mobile App,15,336,79,47
2023-09-14,Retail Store,2,52,11,5
2023-09-14,Web,13,251,47,27
2023-09-15,Marketplace,12,323,79,48
2023-09-15,Mobile App,8,175,39,22
2023-09-15,Retail Store,1,24,5,2
2023-09-15,Web,13,312,71,38
2023-09-16,Marketplace,8,174,42,23
2023-09-16,Mobile App,10,223,61,33
2023-09-16,Web,20,392,82,42
2023-09-17,Marketplace,4,111,25,16
2023-09-17,Mobile App,12,246,49,25
2023-09-17,Retail Store,1,22,5,2
2023-09-17,Web,13,250,45,27
2023-09-18,Marketplace,9,168,34,17
2023-09-18,Mobile App,7,127,34,15
2023-09-18,Retail Store,2,44,8,3
2023-09-18,Web,12,219,61,28
2023-09-19,Marketplace,8,182,39,21
2023-09-19,Mobile App,18,444,97,60
2023-09-19,Retail Store,2,41,9,4
2023-09-19,Web,11,205,55,30
2023-09-20,Marketplace,6,142,35,17
2023-09-20,Mobile App,7,178,39,21
2023-09-20,Retail Store,3,70,16,9
2023-09-20,Web,14,258,50,29
2023-09-21,Marketplace,5,131,29,15
2023-09-21,Mobile App,13,285,75,44
2023-09-21,Retail Store,1,18,4,2
2023-09-21,Web,22,574,125,68
2023-09-22,Marketplace,7,188,52,24
2023-09-22,Mobile App,16,394,78,43
2023-09-22,Retail Store,5,138,38,17
2023-09-22,Web,10,224,51,23
2023-09-23,Marketplace,6,163,37,18
2023-09-23,Mobile App,7,140,36,16
2023-09-23,Web,8,195,44,21
2023-09-24,Marketplace,6,128,33,18
2023-09-24,Mobile App,9,162,42,22
2023-09-24,Retail Store,2,44,10,5
2023-09-24,Web,11,248,50,23
2023-09-25,Marketplace,7,126,34,20
2023-09-25,Mobile App,12,316,64,31
2023-09-25,Retail Store,3,73,16,9
2023-09-25,Web,19,342,90,52
2023-09-26,Marketplace,6,112,29,17
2023-09-26,Mobile App,9,163,33,19
2023-09-26,Retail Store,4,77,17,7
2023-09-26,Web,8,158,28,17
2023-09-27,Marketplace,4,83,21,12
2023-09-27,Mobile App,9,188,37,21
2023-09-27,Web,15,341,69,38
2023-09-28,Marketplace,9,205,54,31
2023-09-28,Mobile App,8,218,42,24
2023-09-28,Retail Store,3,58,13,8
2023-09-28,Web,16,411,90,45
2023-09-29,Marketplace,4,96,21,12
2023-09-29,Mobile App,12,287,57,31
2023-09-29,Retail Store,4,109,26,15
2023-09-29,Web,8,222,54,28
2023-09-30,Marketplace,3,79,16,7
2023-09-30,Mobile App,8,191,50,23
2023-09-30,Retail Store,1,20,4,2
2023-09-30,Web,18,479,93,52
2023-10-01,Marketplace,4,78,20,12
2023-10-01,Mobile App,14,298,55,35
2023-10-01,Retail Store,2,54,12,7
2023-10-01,Web,15,272,53,31
2023-10-02,Marketplace,8,153,32,15
2023-10-02,Mobile App,10,202,53,24
2023-10-02,Web,15,415,80,45
2023-10-03,Marketplace,7,171,34,18
2023-10-03,Mobile App,5,123,26,14
2023-10-03,Retail Store,2,52,12,7
2023-10-03,Web,18,489,102,46
2023-10-04,Marketplace,6,135,33,20
2023-10-04,Mobile App,12,252,54,34
2023-10-04,Web,14,254,58,26
2023-10-05,Marketplace,4,80,15,7
2023-10-05,Mobile App,7,128,30,18
2023-10-05,Retail Store,5,130,33,17
2023-10-05,Web,13,246,46,26
2023-10-06,Marketplace,5,136,33,17
2023-10-06,Mobile App,7,158,39,18
2023-10-06,Web,17,358,80,51
2023-10-07,Marketplace,2,40,7,3
2023-10-07,Mobile App,8,216,45,27
2023-10-07,Web,20,425,96,47
2023-10-08,Marketplace,7,133,34,17
2023-10-08,Mobile App,11,206,39,22
2023-10-08,Retail Store,1,24,4,2
2023-10-08,Web,11,276,67,34
2023-10-09,Marketplace,9,166,30,14
2023-10-09,Mobile App,9,226,53,33
2023-10-09,Retail Store,1,23,4,2
2023-10-09,Web,12,290,78,48
2023-10-10,Marketplace,4,85,16,9
2023-10-10,Mobile App,6,147,30,14
2023-10-10,Retail Store,1,19,5,3
2023-10-10,Web,13,262,61,31
2023-10-11,Marketplace,4,92,23,12
2023-10-11,Mobile App,10,252,48,29
2023-10-11,Retail Store,1,19,5,2
2023-10-11,Web,15,373,84,42
2023-10-12,Marketplace,8,189,45,26
2023-10-12,Mobile App,14,276,53,24
2023-10-12,Retail Store,2,52,14,6
2023-10-12,Web,8,162,33,16
2023-10-13,Marketplace,8,182,48,29
2023-10-13,Mobile App,6,139,29,14
2023-10-13,Retail Store,2,42,8,3
2023-10-13,Web,16,429,86,52
2023-10-14,Marketplace,8,147,34,19
2023-10-14,Mobile App,10,197,54,34
2023-10-14,Retail Store,3,82,21,9
2023-10-14,Web,16,410,104,62
2023-10-15,Marketplace,7,159,44,23
2023-10-15,Mobile App,11,272,58,36
2023-10-15,Retail Store,3,71,17,10
2023-10-15,Web,24,440,99,45
2023-10-16,Marketplace,5,114,24,12
2023-10-16,Mobile App,7,150,40,23
2023-10-16,Retail Store,3,65,11,7
2023-10-16,Web,12,287,54,31
2023-10-17,Marketplace,5,99,21,11
2023-10-17,Mobile App,19,396,76,40
2023-10-17,Retail Store,2,38,8,4
2023-10-17,Web,4,76,17,8
2023-10-18,Marketplace,5,124,24,11
2023-10-18,Mobile App,9,192,48,22
2023-10-18,Retail Store,1,19,4,2
2023-10-18,Web,18,391,108,56
2023-10-19,Marketplace,3,71,18,9
2023-10-19,Mobile App,8,169,45,23
2023-10-19,Retail Store,1,22,5,2
2023-10-19,Web,16,423,97,60
2023-10-20,Marketplace,12,326,61,31
2023-10-20,Mobile App,15,387,75,36
2023-10-20,Web,18,429,109,62
2023-10-21,Marketplace,8,171,40,24
2023-10-21,Mobile App,15,410,76,44
2023-10-21,Retail Store,6,161,41,22
2023-10-21,Web,10,248,52,31
2023-10-22,Marketplace,6,136,24,14
2023-10-22,Mobile App,14,272,55,30
2023-10-22,Retail Store,3,62,16,8
2023-10-22,Web,20,385,98,51
2023-10-23,Marketplace,10,181,36,17
2023-10-23,Mobile App,6,118,31,15
2023-10-23,Retail Store,1,20,5,2
2023-10-23,Web,12,226,44,25
2023-10-24,Marketplace,6,117,28,14
2023-10-24,Mobile App,7,175,45,24
2023-10-24,Web,28,686,163,80
2023-10-25,Marketplace,8,192,41,20
2023-10-25,Mobile App,17,399,104,60
2023-10-25,Retail Store,3,61,15,9
2023-10-25,Web,15,297,61,27
2023-10-26,Marketplace,7,136,24,12
2023-10-26,Mobile App,12,286,64,35
2023-10-26,Retail Store,1,19,4,2
2023-10-26,Web,15,355,98,55
2023-10-27,Marketplace,3,73,18,10
2023-10-27,Mobile App,10,229,49,23
2023-10-27,Retail Store,2,38,7,3
2023-10-27,Web,17,308,82,38
2023-10-28,Marketplace,6,158,34,21
2023-10-28,Mobile App,6,152,28,13
2023-10-28,Retail Store,1,25,5,2
2023-10-28,Web,22,452,122,64
2023-10-29,Marketplace,11,266,72,35
2023-10-29,Mobile App,7,152,29,16
2023-10-29,Retail Store,3,68,18,10
2023-10-29,Web,17,390,104,66
2023-10-30,Marketplace,7,155,28,13
2023-10-30,Mobile App,17,346,69,40
2023-10-30,Web,13,270,69,34
2023-10-31,Marketplace,10,192,49,31
2023-10-31,Mobile App,13,305,66,37
2023-10-31,Retail Store,1,27,5,2
2023-10-31,Web,17,376,71,32
2023-11-01,Marketplace,9,228,49,31
2023-11-01,Mobile App,23,472,101,61
2023-11-01,Retail Store,3,82,21,12
2023-11-01,Web,29,626,169,82
2023-11-02,Marketplace,6,128,31,17
2023-11-02,Mobile App,14,291,59,26
2023-11-02,Retail Store,3,61,16,8
2023-11-02,Web,22,430,96,61
2023-11-03,Marketplace,6,165,38,24
2023-11-03,Mobile App,16,352,95,50
2023-11-03,Retail Store,3,77,21,12
2023-11-03,Web,34,876,187,92
2023-11-04,Marketplace,10,209,56,32
2023-11-04,Mobile App,7,138,37,17
2023-11-04,Retail Store,7,129,35,16
2023-11-04,Web,24,637,155,96
2023-11-05,Marketplace,8,193,39,22
2023-11-05,Mobile App,19,458,124,70
2023-11-05,Web,23,448,98,62
2023-11-06,Marketplace,16,308,78,41
2023-11-06,Mobile App,11,281,70,32
2023-11-06,Retail Store,4,93,22,10
2023-11-06,Web,22,532,121,60
2023-11-07,Marketplace,18,402,100,49
2023-11-07,Mobile App,23,599,162,80
2023-11-07,Retail Store,2,49,9,5
2023-11-07,Web,16,397,77,45
2023-11-08,Marketplace,13,330,79,48
2023-11-08,Mobile App,16,403,99,46
2023-11-08,Retail Store,2,38,9,5
2023-11-08,Web,32,894,181,101
2023-11-09,Marketplace,10,202,39,23
2023-11-09,Mobile App,22,560,108,62
2023-11-09,Retail Store,1,23,5,2
2023-11-09,Web,32,763,206,99
2023-11-10,Marketplace,18,437,88,55
2023-11-10,Mobile App,17,346,91,45
2023-11-10,Retail Store,1,27,7,4
2023-11-10,Web,24,650,121,66
2023-11-11,Marketplace,14,389,86,47
2023-11-11,Mobile App,14,326,70,32
2023-11-11,Retail Store,2,55,12,6
2023-11-11,Web,28,661,170,77
2023-11-12,Marketplace,8,149,29,17
2023-11-12,Mobile App,16,410,105,60
2023-11-12,Retail Store,5,127,23,11
2023-11-12,Web,21,490,136,81
2023-11-13,Marketplace,8,170,38,23
2023-11-13,Mobile App,13,322,88,40
2023-11-13,Retail Store,1,24,6,3
2023-11-13,Web,31,616,123,77
2023-11-14,Marketplace,14,370,100,59
2023-11-14,Mobile App,17,387,91,48
2023-11-14,Retail Store,3,64,17,8
2023-11-14,Web,24,475,117,66
2023-11-15,Marketplace,8,185,47,22
2023-11-15,Mobile App,18,496,109,68
2023-11-15,Retail Store,2,40,9,4
2023-11-15,Web,20,424,109,54
2023-11-16,Marketplace,15,321,76,38
2023-11-16,Mobile App,13,343,80,40
2023-11-16,Retail Store,3,81,19,11
2023-11-16,Web,29,657,158,80
2023-11-17,Marketplace,9,215,53,34
2023-11-17,Mobile App,13,266,49,29
2023-11-17,Retail Store,2,53,12,5
2023-11-17,Web,23,571,127,74
2023-11-18,Marketplace,14,356,84,54
2023-11-18,Mobile App,18,394,106,59
2023-11-18,Retail Store,1,27,5,3
2023-11-18,Web,20,454,91,45
2023-11-19,Marketplace,10,250,63,38
2023-11-19,Mobile App,15,294,79,48
2023-11-19,Retail Store,1,25,4,2
2023-11-19,Web,37,682,137,66
2023-11-20,Marketplace,6,159,37,19
2023-11-20,Mobile App,14,287,56,35
2023-11-20,Retail Store,4,73,14,7
2023-11-20,Web,17,450,100,59
2023-11-21,Marketplace,9,243,61,27
2023-11-21,Mobile App,17,441,95,56
2023-11-21,Retail Store,3,79,15,8
2023-11-21,Web,20,511,97,45
2023-11-22,Marketplace,9,201,46,22
2023-11-22,Mobile App,15,417,98,54
2023-11-22,Retail Store,2,52,14,6
2023-11-22,Web,31,638,128,69
2023-11-23,Marketplace,10,182,41,24
2023-11-23,Mobile App,14,306,64,32
2023-11-23,Retail Store,1,25,5,3
2023-11-23,Web,26,639,175,80
2023-11-24,Marketplace,6,118,22,13
2023-11-24,Mobile App,14,275,51,24
2023-11-24,Retail Store,2,55,10,6
2023-11-24,Web,17,321,67,39
2023-11-25,Marketplace,12,217,51,32
2023-11-25,Mobile App,18,421,111,69
2023-11-25,Retail Store,2,40,8,4
2023-11-25,Web,21,567,145,92
2023-11-26,Marketplace,10,259,61,30
2023-11-26,Mobile App,14,348,82,45
2023-11-26,Retail Store,2,36,7,3
2023-11-26,Web,32,682,183,91
2023-11-27,Marketplace,8,205,55,34
2023-11-27,Mobile App,14,295,56,30
2023-11-27,Web,23,552,116,73
2023-11-28,Marketplace,13,242,50,27
2023-11-28,Mobile App,15,363,98,55
2023-11-28,Retail Store,3,72,14,8
2023-11-28,Web,23,536,138,67
2023-11-29,Marketplace,15,346,65,36
2023-11-29,Mobile App,16,298,61,34
2023-11-29,Retail Store,2,42,9,4
2023-11-29,Web,12,287,61,37
2023-11-30,Marketplace,13,234,61,28
2023-11-30,Mobile App,17,438,94,58
2023-11-30,Retail Store,3,57,14,7
2023-11-30,Web,27,509,123,61
2023-12-01,Marketplace,16,359,68,36
2023-12-01,Mobile App,16,439,117,66
2023-12-01,Retail Store,4,74,20,9
2023-12-01,Web,28,648,164,91
2023-12-02,Marketplace,5,131,29,16
2023-12-02,Mobile App,26,511,113,67
2023-12-02,Retail Store,2,41,7,4
2023-12-02,Web,27,664,154,85
2023-12-03,Marketplace,7,163,43,24
2023-12-03,Mobile App,18,443,99,53
2023-12-03,Retail Store,3,66,13,6
2023-12-03,Web,30,695,142,81
2023-12-04,Marketplace,10,269,62,30
2023-12-04,Mobile App,13,350,71,42
2023-12-04,Retail Store,5,98,26,14
2023-12-04,Web,26,685,162,87
2023-12-05,Marketplace,15,277,76,36
2023-12-05,Mobile App,18,460,123,77
2023-12-05,Retail Store,3,67,14,8
2023-12-05,Web,28,721,198,118
2023-12-06,Marketplace,9,225,55,32
2023-12-06,Mobile App,9,231,46,28
2023-12-06,Retail Store,2,50,13,7
2023-12-06,Web,19,522,134,79
2023-12-07,Marketplace,9,203,43,25
2023-12-07,Mobile App,20,489,100,63
2023-12-07,Web,24,637,136,80
2023-12-08,Marketplace,6,151,32,18
2023-12-08,Mobile App,7,179,43,22
2023-12-08,Retail Store,1,27,6,2
2023-12-08,Web,22,604,117,62
2023-12-09,Marketplace,9,224,61,29
2023-12-09,Mobile App,20,525,129,64
2023-12-09,Retail Store,2,54,11,6
2023-12-09,Web,26,489,109,64
2023-12-10,Marketplace,13,306,65,36
2023-12-10,Mobile App,24,527,97,46
2023-12-10,Retail Store,4,76,18,8
2023-12-10,Web,25,537,96,61
2023-12-11,Marketplace,9,211,40,21
2023-12-11,Mobile App,16,308,59,36
2023-12-11,Retail Store,3,55,10,5
2023-12-11,Web,29,683,154,82
2023-12-12,Marketplace,9,173,36,18
2023-12-12,Mobile App,15,320,63,30
2023-12-12,Retail Store,2,42,11,6
2023-12-12,Web,23,421,79,38
2023-12-13,Marketplace,13,236,45,26
2023-12-13,Mobile App,18,344,65,42
2023-12-13,Retail Store,1,21,4,2
2023-12-13,Web,26,714,194,95
2023-12-14,Marketplace,17,383,79,49
2023-12-14,Mobile App,15,412,102,55
2023-12-14,Retail Store,4,79,19,11
2023-12-14,Web,20,393,108,56
2023-12-15,Marketplace,7,150,29,15
2023-12-15,Mobile App,20,396,87,41
2023-12-15,Retail Store,2,53,14,6
2023-12-15,Web,28,776,151,72
2023-12-16,Marketplace,16,359,93,57
2023-12-16,Mobile App,15,322,70,35
2023-12-16,Retail Store,2,36,7,4
2023-12-16,Web,36,745,163,86
2023-12-17,Marketplace,12,243,54,27
2023-12-17,Mobile App,13,276,50,28
2023-12-17,Retail Store,1,21,3,1
2023-12-17,Web,18,489,127,71
2023-12-18,Marketplace,12,266,60,37
2023-12-18,Mobile App,25,665,176,96
2023-12-18,Retail Store,6,154,33,17
2023-12-18,Web,31,790,173,102
2023-12-19,Marketplace,8,182,50,26
2023-12-19,Mobile App,20,360,73,46
2023-12-19,Retail Store,3,57,15,9
2023-12-19,Web,29,630,113,62
2023-12-20,Marketplace,11,307,73,38
2023-12-20,Mobile App,6,109,22,10
2023-12-20,Retail Store,7,164,36,18
2023-12-20,Web,23,496,122,60
2023-12-21,Marketplace,12,296,79,50
2023-12-21,Mobile App,16,442,87,44
2023-12-21,Retail Store,4,98,25,12
2023-12-21,Web,25,484,103,66
2023-12-22,Marketplace,10,199,41,24
2023-12-22,Mobile App,20,507,136,63
2023-12-22,Retail Store,1,22,4,2
2023-12-22,Web,27,653,133,81
2023-12-23,Marketplace,7,138,31,15
2023-12-23,Mobile App,11,217,46,27
2023-12-23,Retail Store,3,83,19,9
2023-12-23,Web,16,327,65,39
2023-12-24,Marketplace,17,361,73,44
2023-12-24,Mobile App,23,489,135,62
2023-12-24,Retail Store,5,103,26,11
2023-12-24,Web,32,875,207,127
2023-12-25,Marketplace,6,110,28,15
2023-12-25,Mobile App,21,431,85,52
2023-12-25,Retail Store,1,18,4,2
2023-12-25,Web,26,624,146,93
2023-12-26,Marketplace,12,227,62,33
2023-12-26,Mobile App,15,313,69,43
2023-12-26,Web,31,852,202,108
2023-12-27,Marketplace,9,174,38,19
2023-12-27,Mobile App,19,447,93,55
2023-12-27,Web,24,472,122,76
2023-12-28,Marketplace,12,226,57,35
2023-12-28,Mobile App,16,305,80,51
