order_item_id,order_id,product_id,quantity,unit_price,unit_cost,gross_revenue,cost,gross_profit
25970,O108646,P1006,2,88.95,48.92,177.9,97.84,80.06
25971,O108646,P1007,1,1062.3,584.26,1062.3,584.26,478.04
25972,O108646,P1007,1,1062.3,584.26,1062.3,584.26,478.04
25973,O108647,P1019,4,173.42,95.38,693.68,381.52,312.16
25974,O108647,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
25975,O108648,P1009,3,1284.69,706.58,3854.07,2119.74,1734.33
25976,O108648,P1006,4,88.95,48.92,355.8,195.68,160.12
25977,O108649,P1005,1,873.84,480.61,873.84,480.61,393.23
25978,O108650,P1014,1,1059.3,582.62,1059.3,582.62,476.68
25979,O108651,P1017,3,779.04,428.47,2337.12,1285.41,1051.71
25980,O108651,P1015,3,773.78,425.58,2321.34,1276.74,1044.6
25981,O108651,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
25982,O108651,P1015,3,773.78,425.58,2321.34,1276.74,1044.6
25983,O108651,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
25984,O108652,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
25985,O108653,P1002,4,138.93,76.41,555.72,305.64,250.08
25986,O108654,P1020,2,319.88,175.93,639.76,351.86,287.9
25987,O108654,P1002,1,138.93,76.41,138.93,76.41,62.52
25988,O108654,P1016,4,1126.22,619.42,4504.88,2477.68,2027.2
25989,O108654,P1013,3,401.79,220.98,1205.37,662.94,542.43
25990,O108655,P1010,2,1030.0,566.5,2060.0,1133.0,927.0
25991,O108656,P1005,3,873.84,480.61,2621.52,1441.83,1179.69
25992,O108656,P1015,3,773.78,425.58,2321.34,1276.74,1044.6
25993,O108657,P1007,3,1062.3,584.26,3186.9,1752.78,1434.12
25994,O108658,P1006,2,88.95,48.92,177.9,97.84,80.06
25995,O108658,P1002,1,138.93,76.41,138.93,76.41,62.52
25996,O108658,P1010,3,1030.0,566.5,3090.0,1699.5,1390.5
25997,O108659,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
25998,O108659,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
25999,O108659,P1018,1,504.53,277.49,504.53,277.49,227.04
26000,O108660,P1003,1,379.22,208.57,379.22,208.57,170.65
26001,O108660,P1002,4,138.93,76.41,555.72,305.64,250.08
26002,O108661,P1001,2,1109.44,610.19,2218.88,1220.38,998.5
26003,O108661,P1016,2,1126.22,619.42,2252.44,1238.84,1013.6
26004,O108662,P1009,1,1284.69,706.58,1284.69,706.58,578.11
26005,O108662,P1020,1,319.88,175.93,319.88,175.93,143.95
26006,O108662,P1012,2,324.49,178.47,648.98,356.94,292.04
26007,O108663,P1003,2,379.22,208.57,758.44,417.14,341.3
26008,O108663,P1017,3,779.04,428.47,2337.12,1285.41,1051.71
26009,O108664,P1013,1,401.79,220.98,401.79,220.98,180.81
26010,O108664,P1020,2,319.88,175.93,639.76,351.86,287.9
26011,O108664,P1014,1,1059.3,582.62,1059.3,582.62,476.68
26012,O108664,P1014,3,1059.3,582.62,3177.9,1747.86,1430.04
26013,O108664,P1015,3,773.78,425.58,2321.34,1276.74,1044.6
26014,O108665,P1017,2,779.04,428.47,1558.08,856.94,701.14
26015,O108665,P1008,2,769.89,423.44,1539.78,846.88,692.9
26016,O108665,P1008,2,769.89,423.44,1539.78,846.88,692.9
26017,O108666,P1007,1,1062.3,584.26,1062.3,584.26,478.04
26018,O108667,P1014,2,1059.3,582.62,2118.6,1165.24,953.36
26019,O108667,P1015,4,773.78,425.58,3095.12,1702.32,1392.8
26020,O108667,P1012,2,324.49,178.47,648.98,356.94,292.04
26021,O108667,P1008,4,769.89,423.44,3079.56,1693.76,1385.8
26022,O108667,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
26023,O108668,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
26024,O108669,P1006,4,88.95,48.92,355.8,195.68,160.12
26025,O108669,P1008,1,769.89,423.44,769.89,423.44,346.45
26026,O108669,P1011,1,26.58,14.62,26.58,14.62,11.96
26027,O108669,P1012,1,324.49,178.47,324.49,178.47,146.02
26028,O108669,P1020,2,319.88,175.93,639.76,351.86,287.9
26029,O108670,P1020,1,319.88,175.93,319.88,175.93,143.95
26030,O108670,P1002,1,138.93,76.41,138.93,76.41,62.52
26031,O108670,P1008,2,769.89,423.44,1539.78,846.88,692.9
26032,O108670,P1003,2,379.22,208.57,758.44,417.14,341.3
26033,O108671,P1001,3,1109.44,610.19,3328.32,1830.57,1497.75
26034,O108671,P1006,4,88.95,48.92,355.8,195.68,160.12
26035,O108671,P1020,3,319.88,175.93,959.64,527.79,431.85
26036,O108671,P1015,1,773.78,425.58,773.78,425.58,348.2
26037,O108672,P1006,4,88.95,48.92,355.8,195.68,160.12
26038,O108673,P1009,1,1284.69,706.58,1284.69,706.58,578.11
26039,O108673,P1020,2,319.88,175.93,639.76,351.86,287.9
26040,O108674,P1008,1,769.89,423.44,769.89,423.44,346.45
26041,O108674,P1018,3,504.53,277.49,1513.59,832.47,681.12
26042,O108674,P1011,4,26.58,14.62,106.32,58.48,47.84
26043,O108675,P1015,2,773.78,425.58,1547.56,851.16,696.4
26044,O108675,P1001,1,1109.44,610.19,1109.44,610.19,499.25
26045,O108675,P1010,2,1030.0,566.5,2060.0,1133.0,927.0
26046,O108675,P1020,4,319.88,175.93,1279.52,703.72,575.8
26047,O108675,P1020,1,319.88,175.93,319.88,175.93,143.95
26048,O108676,P1016,1,1126.22,619.42,1126.22,619.42,506.8
26049,O108677,P1006,1,88.95,48.92,88.95,48.92,40.03
26050,O108677,P1010,3,1030.0,566.5,3090.0,1699.5,1390.5
26051,O108677,P1011,4,26.58,14.62,106.32,58.48,47.84
26052,O108677,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
26053,O108678,P1004,4,1331.12,732.12,5324.48,2928.48,2396.0
26054,O108678,P1012,4,324.49,178.47,1297.96,713.88,584.08
26055,O108678,P1018,1,504.53,277.49,504.53,277.49,227.04
26056,O108678,P1001,4,1109.44,610.19,4437.76,2440.76,1997.0
26057,O108678,P1008,3,769.89,423.44,2309.67,1270.32,1039.35
26058,O108679,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
26059,O108679,P1011,1,26.58,14.62,26.58,14.62,11.96
26060,O108679,P1019,2,173.42,95.38,346.84,190.76,156.08
26061,O108679,P1015,3,773.78,425.58,2321.34,1276.74,1044.6
26062,O108679,P1015,3,773.78,425.58,2321.34,1276.74,1044.6
26063,O108680,P1015,3,773.78,425.58,2321.34,1276.74,1044.6
26064,O108680,P1003,2,379.22,208.57,758.44,417.14,341.3
26065,O108680,P1009,4,1284.69,706.58,5138.76,2826.32,2312.44
26066,O108680,P1018,3,504.53,277.49,1513.59,832.47,681.12
26067,O108680,P1009,1,1284.69,706.58,1284.69,706.58,578.11
26068,O108681,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
26069,O108681,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
26070,O108681,P1015,3,773.78,425.58,2321.34,1276.74,1044.6
26071,O108681,P1014,1,1059.3,582.62,1059.3,582.62,476.68
26072,O108682,P1020,4,319.88,175.93,1279.52,703.72,575.8
26073,O108682,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
26074,O108682,P1005,3,873.84,480.61,2621.52,1441.83,1179.69
26075,O108682,P1020,1,319.88,175.93,319.88,175.93,143.95
26076,O108683,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
26077,O108683,P1012,1,324.49,178.47,324.49,178.47,146.02
26078,O108684,P1002,3,138.93,76.41,416.79,229.23,187.56
26079,O108684,P1004,4,1331.12,732.12,5324.48,2928.48,2396.0
26080,O108684,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
26081,O108684,P1015,4,773.78,425.58,3095.12,1702.32,1392.8
26082,O108685,P1017,3,779.04,428.47,2337.12,1285.41,1051.71
26083,O108685,P1014,2,1059.3,582.62,2118.6,1165.24,953.36
26084,O108685,P1013,4,401.79,220.98,1607.16,883.92,723.24
26085,O108685,P1013,1,401.79,220.98,401.79,220.98,180.81
26086,O108686,P1017,2,779.04,428.47,1558.08,856.94,701.14
26087,O108686,P1012,3,324.49,178.47,973.47,535.41,438.06
26088,O108686,P1005,1,873.84,480.61,873.84,480.61,393.23
26089,O108687,P1013,1,401.79,220.98,401.79,220.98,180.81
26090,O108687,P1004,2,1331.12,732.12,2662.24,1464.24,1198.0
26091,O108688,P1020,2,319.88,175.93,639.76,351.86,287.9
26092,O108688,P1011,4,26.58,14.62,106.32,58.48,47.84
26093,O108688,P1015,2,773.78,425.58,1547.56,851.16,696.4
26094,O108688,P1005,2,873.84,480.61,1747.68,961.22,786.46
26095,O108688,P1018,4,504.53,277.49,2018.12,1109.96,908.16
26096,O108689,P1005,4,873.84,480.61,3495.36,1922.44,1572.92
26097,O108689,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
26098,O108690,P1015,1,773.78,425.58,773.78,425.58,348.2
26099,O108690,P1002,3,138.93,76.41,416.79,229.23,187.56
26100,O108690,P1005,3,873.84,480.61,2621.52,1441.83,1179.69
26101,O108690,P1003,3,379.22,208.57,1137.66,625.71,511.95
26102,O108691,P1001,2,1109.44,610.19,2218.88,1220.38,998.5
26103,O108691,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
26104,O108691,P1018,1,504.53,277.49,504.53,277.49,227.04
26105,O108692,P1010,1,1030.0,566.5,1030.0,566.5,463.5
26106,O108692,P1020,4,319.88,175.93,1279.52,703.72,575.8
26107,O108692,P1002,1,138.93,76.41,138.93,76.41,62.52
26108,O108692,P1002,4,138.93,76.41,555.72,305.64,250.08
26109,O108692,P1004,1,1331.12,732.12,1331.12,732.12,599.0
26110,O108693,P1008,4,769.89,423.44,3079.56,1693.76,1385.8
26111,O108693,P1001,4,1109.44,610.19,4437.76,2440.76,1997.0
26112,O108693,P1015,2,773.78,425.58,1547.56,851.16,696.4
26113,O108693,P1002,3,138.93,76.41,416.79,229.23,187.56
26114,O108693,P1001,2,1109.44,610.19,2218.88,1220.38,998.5
26115,O108694,P1004,4,1331.12,732.12,5324.48,2928.48,2396.0
26116,O108694,P1004,4,1331.12,732.12,5324.48,2928.48,2396.0
26117,O108694,P1003,4,379.22,208.57,1516.88,834.28,682.6
26118,O108695,P1010,1,1030.0,566.5,1030.0,566.5,463.5
26119,O108696,P1004,2,1331.12,732.12,2662.24,1464.24,1198.0
26120,O108696,P1006,2,88.95,48.92,177.9,97.84,80.06
26121,O108696,P1006,2,88.95,48.92,177.9,97.84,80.06
26122,O108696,P1010,1,1030.0,566.5,1030.0,566.5,463.5
26123,O108697,P1005,2,873.84,480.61,1747.68,961.22,786.46
26124,O108697,P1010,1,1030.0,566.5,1030.0,566.5,463.5
26125,O108697,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
26126,O108698,P1002,2,138.93,76.41,277.86,152.82,125.04
26127,O108699,P1010,1,1030.0,566.5,1030.0,566.5,463.5
26128,O108700,P1011,3,26.58,14.62,79.74,43.86,35.88
26129,O108700,P1015,3,773.78,425.58,2321.34,1276.74,1044.6
26130,O108700,P1010,1,1030.0,566.5,1030.0,566.5,463.5
26131,O108701,P1007,1,1062.3,584.26,1062.3,584.26,478.04
26132,O108701,P1013,4,401.79,220.98,1607.16,883.92,723.24
26133,O108701,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
26134,O108701,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
26135,O108701,P1007,1,1062.3,584.26,1062.3,584.26,478.04
26136,O108702,P1011,2,26.58,14.62,53.16,29.24,23.92
26137,O108702,P1002,3,138.93,76.41,416.79,229.23,187.56
26138,O108702,P1007,1,1062.3,584.26,1062.3,584.26,478.04
26139,O108702,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
26140,O108703,P1006,3,88.95,48.92,266.85,146.76,120.09
26141,O108703,P1014,1,1059.3,582.62,1059.3,582.62,476.68
26142,O108704,P1016,1,1126.22,619.42,1126.22,619.42,506.8
26143,O108704,P1014,4,1059.3,582.62,4237.2,2330.48,1906.72
26144,O108704,P1004,2,1331.12,732.12,2662.24,1464.24,1198.0
26145,O108705,P1019,3,173.42,95.38,520.26,286.14,234.12
26146,O108705,P1008,1,769.89,423.44,769.89,423.44,346.45
26147,O108705,P1001,3,1109.44,610.19,3328.32,1830.57,1497.75
26148,O108705,P1020,1,319.88,175.93,319.88,175.93,143.95
26149,O108706,P1014,4,1059.3,582.62,4237.2,2330.48,1906.72
26150,O108706,P1019,1,173.42,95.38,173.42,95.38,78.04
26151,O108706,P1014,2,1059.3,582.62,2118.6,1165.24,953.36
26152,O108706,P1001,2,1109.44,610.19,2218.88,1220.38,998.5
26153,O108706,P1006,2,88.95,48.92,177.9,97.84,80.06
26154,O108707,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
26155,O108708,P1008,1,769.89,423.44,769.89,423.44,346.45
26156,O108708,P1019,2,173.42,95.38,346.84,190.76,156.08
26157,O108709,P1015,4,773.78,425.58,3095.12,1702.32,1392.8
26158,O108709,P1014,4,1059.3,582.62,4237.2,2330.48,1906.72
26159,O108709,P1009,1,1284.69,706.58,1284.69,706.58,578.11
26160,O108709,P1015,2,773.78,425.58,1547.56,851.16,696.4
26161,O108709,P1015,2,773.78,425.58,1547.56,851.16,696.4
26162,O108710,P1006,3,88.95,48.92,266.85,146.76,120.09
26163,O108710,P1005,3,873.84,480.61,2621.52,1441.83,1179.69
26164,O108710,P1011,3,26.58,14.62,79.74,43.86,35.88
26165,O108710,P1005,3,873.84,480.61,2621.52,1441.83,1179.69
26166,O108711,P1002,2,138.93,76.41,277.86,152.82,125.04
26167,O108711,P1018,4,504.53,277.49,2018.12,1109.96,908.16
26168,O108711,P1007,3,1062.3,584.26,3186.9,1752.78,1434.12
26169,O108712,P1008,3,769.89,423.44,2309.67,1270.32,1039.35
26170,O108713,P1012,1,324.49,178.47,324.49,178.47,146.02
26171,O108713,P1006,4,88.95,48.92,355.8,195.68,160.12
26172,O108713,P1001,3,1109.44,610.19,3328.32,1830.57,1497.75
26173,O108713,P1013,3,401.79,220.98,1205.37,662.94,542.43
26174,O108714,P1001,2,1109.44,610.19,2218.88,1220.38,998.5
26175,O108715,P1008,4,769.89,423.44,3079.56,1693.76,1385.8
26176,O108715,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
26177,O108715,P1002,3,138.93,76.41,416.79,229.23,187.56
26178,O108715,P1015,1,773.78,425.58,773.78,425.58,348.2
26179,O108715,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
26180,O108716,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
26181,O108717,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
26182,O108717,P1008,2,769.89,423.44,1539.78,846.88,692.9
26183,O108717,P1014,4,1059.3,582.62,4237.2,2330.48,1906.72
26184,O108717,P1004,2,1331.12,732.12,2662.24,1464.24,1198.0
26185,O108717,P1017,3,779.04,428.47,2337.12,1285.41,1051.71
26186,O108718,P1002,1,138.93,76.41,138.93,76.41,62.52
26187,O108718,P1015,3,773.78,425.58,2321.34,1276.74,1044.6
26188,O108718,P1014,1,1059.3,582.62,1059.3,582.62,476.68
26189,O108718,P1011,1,26.58,14.62,26.58,14.62,11.96
26190,O108718,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
26191,O108719,P1010,1,1030.0,566.5,1030.0,566.5,463.5
26192,O108719,P1006,4,88.95,48.92,355.8,195.68,160.12
26193,O108719,P1008,2,769.89,423.44,1539.78,846.88,692.9
26194,O108719,P1003,3,379.22,208.57,1137.66,625.71,511.95
26195,O108719,P1001,2,1109.44,610.19,2218.88,1220.38,998.5
26196,O108720,P1016,1,1126.22,619.42,1126.22,619.42,506.8
26197,O108720,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
26198,O108720,P1013,4,401.79,220.98,1607.16,883.92,723.24
26199,O108720,P1009,1,1284.69,706.58,1284.69,706.58,578.11
26200,O108720,P1010,3,1030.0,566.5,3090.0,1699.5,1390.5
26201,O108721,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
26202,O108721,P1019,1,173.42,95.38,173.42,95.38,78.04
26203,O108721,P1003,2,379.22,208.57,758.44,417.14,341.3
26204,O108721,P1007,1,1062.3,584.26,1062.3,584.26,478.04
26205,O108722,P1012,4,324.49,178.47,1297.96,713.88,584.08
26206,O108722,P1019,1,173.42,95.38,173.42,95.38,78.04
26207,O108723,P1007,3,1062.3,584.26,3186.9,1752.78,1434.12
26208,O108724,P1009,1,1284.69,706.58,1284.69,706.58,578.11
26209,O108724,P1019,2,173.42,95.38,346.84,190.76,156.08
26210,O108725,P1006,3,88.95,48.92,266.85,146.76,120.09
26211,O108725,P1006,2,88.95,48.92,177.9,97.84,80.06
26212,O108725,P1012,2,324.49,178.47,648.98,356.94,292.04
26213,O108725,P1004,1,1331.12,732.12,1331.12,732.12,599.0
26214,O108725,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
26215,O108726,P1020,4,319.88,175.93,1279.52,703.72,575.8
26216,O108726,P1010,1,1030.0,566.5,1030.0,566.5,463.5
26217,O108726,P1008,4,769.89,423.44,3079.56,1693.76,1385.8
26218,O108727,P1020,4,319.88,175.93,1279.52,703.72,575.8
26219,O108728,P1003,3,379.22,208.57,1137.66,625.71,511.95
26220,O108728,P1014,3,1059.3,582.62,3177.9,1747.86,1430.04
26221,O108728,P1011,3,26.58,14.62,79.74,43.86,35.88
26222,O108728,P1013,1,401.79,220.98,401.79,220.98,180.81
26223,O108729,P1007,1,1062.3,584.26,1062.3,584.26,478.04
26224,O108729,P1013,4,401.79,220.98,1607.16,883.92,723.24
26225,O108730,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
26226,O108730,P1015,3,773.78,425.58,2321.34,1276.74,1044.6
26227,O108730,P1015,1,773.78,425.58,773.78,425.58,348.2
26228,O108730,P1006,3,88.95,48.92,266.85,146.76,120.09
26229,O108731,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
26230,O108731,P1007,1,1062.3,584.26,1062.3,584.26,478.04
26231,O108732,P1006,1,88.95,48.92,88.95,48.92,40.03
26232,O108732,P1020,2,319.88,175.93,639.76,351.86,287.9
26233,O108733,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
26234,O108733,P1019,3,173.42,95.38,520.26,286.14,234.12
26235,O108733,P1008,2,769.89,423.44,1539.78,846.88,692.9
26236,O108733,P1013,4,401.79,220.98,1607.16,883.92,723.24
26237,O108734,P1012,1,324.49,178.47,324.49,178.47,146.02
26238,O108734,P1010,4,1030.0,566.5,4120.0,2266.0,1854.0
26239,O108734,P1009,1,1284.69,706.58,1284.69,706.58,578.11
26240,O108734,P1011,2,26.58,14.62,53.16,29.24,23.92
26241,O108734,P1018,3,504.53,277.49,1513.59,832.47,681.12
26242,O108735,P1001,3,1109.44,610.19,3328.32,1830.57,1497.75
26243,O108735,P1012,4,324.49,178.47,1297.96,713.88,584.08
26244,O108736,P1018,2,504.53,277.49,1009.06,554.98,454.08
26245,O108737,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
26246,O108737,P1020,3,319.88,175.93,959.64,527.79,431.85
26247,O108737,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
26248,O108738,P1004,3,1331.12,732.12,3993.36,2196.36,1797.0
26249,O108738,P1018,2,504.53,277.49,1009.06,554.98,454.08
26250,O108739,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
26251,O108739,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
26252,O108739,P1012,1,324.49,178.47,324.49,178.47,146.02
26253,O108739,P1016,1,1126.22,619.42,1126.22,619.42,506.8
26254,O108739,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
26255,O108740,P1015,4,773.78,425.58,3095.12,1702.32,1392.8
26256,O108740,P1001,2,1109.44,610.19,2218.88,1220.38,998.5
26257,O108740,P1005,3,873.84,480.61,2621.52,1441.83,1179.69
26258,O108741,P1008,2,769.89,423.44,1539.78,846.88,692.9
26259,O108741,P1005,4,873.84,480.61,3495.36,1922.44,1572.92
26260,O108741,P1014,2,1059.3,582.62,2118.6,1165.24,953.36
26261,O108742,P1011,3,26.58,14.62,79.74,43.86,35.88
26262,O108742,P1020,4,319.88,175.93,1279.52,703.72,575.8
26263,O108742,P1007,1,1062.3,584.26,1062.3,584.26,478.04
26264,O108742,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
26265,O108743,P1012,2,324.49,178.47,648.98,356.94,292.04
26266,O108743,P1004,2,1331.12,732.12,2662.24,1464.24,1198.0
26267,O108743,P1004,1,1331.12,732.12,1331.12,732.12,599.0
26268,O108743,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
26269,O108743,P1008,1,769.89,423.44,769.89,423.44,346.45
26270,O108744,P1009,2,1284.69,706.58,2569.38,1413.16,1156.22
26271,O108744,P1009,4,1284.69,706.58,5138.76,2826.32,2312.44
26272,O108744,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
26273,O108744,P1013,4,401.79,220.98,1607.16,883.92,723.24
26274,O108745,P1006,3,88.95,48.92,266.85,146.76,120.09
26275,O108745,P1013,3,401.79,220.98,1205.37,662.94,542.43
26276,O108745,P1013,4,401.79,220.98,1607.16,883.92,723.24
26277,O108745,P1009,3,1284.69,706.58,3854.07,2119.74,1734.33
26278,O108746,P1008,1,769.89,423.44,769.89,423.44,346.45
26279,O108747,P1019,2,173.42,95.38,346.84,190.76,156.08
26280,O108747,P1007,1,1062.3,584.26,1062.3,584.26,478.04
26281,O108747,P1015,2,773.78,425.58,1547.56,851.16,696.4
26282,O108747,P1006,3,88.95,48.92,266.85,146.76,120.09
26283,O108748,P1020,1,319.88,175.93,319.88,175.93,143.95
26284,O108748,P1002,3,138.93,76.41,416.79,229.23,187.56
26285,O108748,P1008,4,769.89,423.44,3079.56,1693.76,1385.8
26286,O108749,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
26287,O108749,P1013,3,401.79,220.98,1205.37,662.94,542.43
26288,O108749,P1007,3,1062.3,584.26,3186.9,1752.78,1434.12
26289,O108750,P1011,4,26.58,14.62,106.32,58.48,47.84
26290,O108750,P1007,1,1062.3,584.26,1062.3,584.26,478.04
26291,O108750,P1018,4,504.53,277.49,2018.12,1109.96,908.16
26292,O108750,P1002,3,138.93,76.41,416.79,229.23,187.56
26293,O108750,P1012,4,324.49,178.47,1297.96,713.88,584.08
26294,O108751,P1011,1,26.58,14.62,26.58,14.62,11.96
26295,O108751,P1018,4,504.53,277.49,2018.12,1109.96,908.16
26296,O108752,P1017,2,779.04,428.47,1558.08,856.94,701.14
26297,O108752,P1020,3,319.88,175.93,959.64,527.79,431.85
26298,O108752,P1013,3,401.79,220.98,1205.37,662.94,542.43
26299,O108752,P1014,3,1059.3,582.62,3177.9,1747.86,1430.04
26300,O108753,P1019,4,173.42,95.38,693.68,381.52,312.16
26301,O108753,P1008,1,769.89,423.44,769.89,423.44,346.45
26302,O108753,P1005,4,873.84,480.61,3495.36,1922.44,1572.92
26303,O108753,P1013,2,401.79,220.98,803.58,441.96,361.62
26304,O108754,P1017,2,779.04,428.47,1558.08,856.94,701.14
26305,O108754,P1005,1,873.84,480.61,873.84,480.61,393.23
26306,O108755,P1002,2,138.93,76.41,277.86,152.82,125.04
26307,O108756,P1003,3,379.22,208.57,1137.66,625.71,511.95
26308,O108757,P1020,1,319.88,175.93,319.88,175.93,143.95
26309,O108757,P1003,4,379.22,208.57,1516.88,834.28,682.6
26310,O108757,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
26311,O108757,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
26312,O108757,P1010,1,1030.0,566.5,1030.0,566.5,463.5
26313,O108758,P1010,1,1030.0,566.5,1030.0,566.5,463.5
26314,O108759,P1003,4,379.22,208.57,1516.88,834.28,682.6
26315,O108759,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
26316,O108759,P1004,1,1331.12,732.12,1331.12,732.12,599.0
26317,O108759,P1007,3,1062.3,584.26,3186.9,1752.78,1434.12
26318,O108760,P1008,3,769.89,423.44,2309.67,1270.32,1039.35
26319,O108760,P1013,4,401.79,220.98,1607.16,883.92,723.24
26320,O108761,P1011,2,26.58,14.62,53.16,29.24,23.92
26321,O108761,P1005,2,873.84,480.61,1747.68,961.22,786.46
26322,O108761,P1020,3,319.88,175.93,959.64,527.79,431.85
26323,O108762,P1017,1,779.04,428.47,779.04,428.47,350.57
26324,O108762,P1005,3,873.84,480.61,2621.52,1441.83,1179.69
26325,O108763,P1007,1,1062.3,584.26,1062.3,584.26,478.04
26326,O108764,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
26327,O108764,P1005,4,873.84,480.61,3495.36,1922.44,1572.92
26328,O108765,P1007,1,1062.3,584.26,1062.3,584.26,478.04
26329,O108765,P1004,1,1331.12,732.12,1331.12,732.12,599.0
26330,O108765,P1020,4,319.88,175.93,1279.52,703.72,575.8
26331,O108765,P1008,4,769.89,423.44,3079.56,1693.76,1385.8
26332,O108766,P1016,2,1126.22,619.42,2252.44,1238.84,1013.6
26333,O108767,P1005,1,873.84,480.61,873.84,480.61,393.23
26334,O108767,P1005,3,873.84,480.61,2621.52,1441.83,1179.69
26335,O108767,P1011,2,26.58,14.62,53.16,29.24,23.92
26336,O108768,P1008,4,769.89,423.44,3079.56,1693.76,1385.8
26337,O108768,P1017,1,779.04,428.47,779.04,428.47,350.57
26338,O108768,P1013,4,401.79,220.98,1607.16,883.92,723.24
26339,O108769,P1018,1,504.53,277.49,504.53,277.49,227.04
26340,O108769,P1014,1,1059.3,582.62,1059.3,582.62,476.68
26341,O108769,P1008,4,769.89,423.44,3079.56,1693.76,1385.8
26342,O108769,P1015,3,773.78,425.58,2321.34,1276.74,1044.6
26343,O108770,P1019,4,173.42,95.38,693.68,381.52,312.16
26344,O108771,P1001,2,1109.44,610.19,2218.88,1220.38,998.5
26345,O108771,P1016,2,1126.22,619.42,2252.44,1238.84,1013.6
26346,O108771,P1001,2,1109.44,610.19,2218.88,1220.38,998.5
26347,O108771,P1007,4,1062.3,584.26,4249.2,2337.04,1912.16
26348,O108771,P1012,4,324.49,178.47,1297.96,713.88,584.08
26349,O108772,P1018,2,504.53,277.49,1009.06,554.98,454.08
26350,O108773,P1014,2,1059.3,582.62,2118.6,1165.24,953.36
26351,O108773,P1003,2,379.22,208.57,758.44,417.14,341.3
26352,O108773,P1017,1,779.04,428.47,779.04,428.47,350.57
26353,O108773,P1011,1,26.58,14.62,26.58,14.62,11.96
26354,O108773,P1012,2,324.49,178.47,648.98,356.94,292.04
26355,O108774,P1010,3,1030.0,566.5,3090.0,1699.5,1390.5
26356,O108774,P1007,2,1062.3,584.26,2124.6,1168.52,956.08
26357,O108774,P1016,4,1126.22,619.42,4504.88,2477.68,2027.2
26358,O108775,P1016,3,1126.22,619.42,3378.66,1858.26,1520.4
26359,O108775,P1002,4,138.93,76.41,555.72,305.64,250.08
26360,O108776,P1003,2,379.22,208.57,758.44,417.14,341.3
26361,O108776,P1010,1,1030.0,566.5,1030.0,566.5,463.5
26362,O108776,P1018,4,504.53,277.49,2018.12,1109.96,908.16
26363,O108776,P1013,2,401.79,220.98,803.58,441.96,361.62
26364,O108776,P1011,3,26.58,14.62,79.74,43.86,35.88
26365,O108777,P1009,4,1284.69,706.58,5138.76,2826.32,2312.44
26366,O108777,P1017,4,779.04,428.47,3116.16,1713.88,1402.28
26367,O108777,P1020,1,319.88,175.93,319.88,175.93,143.95
26368,O108777,P1015,1,773.78,425.58,773.78,425.58,348.2
26369,O108778,P1019,1,173.42,95.38,173.42,95.38,78.04
26370,O108779,P1001,1,1109.44,610.19,1109.44,610.19,499.25
