order_id,order_date,customer_id,channel,status
O103748,2024-02-03,C2839,Marketplace,Completed
O103749,2024-05-12,C1499,Mobile App,Completed
O103750,2023-05-01,C1067,Mobile App,Completed
O103751,2024-12-22,C2070,Web,Completed
O103752,2024-01-13,C3294,Marketplace,Completed
O103753,2024-12-01,C1513,Marketplace,Completed
O103754,2023-03-12,C2644,Mobile App,Completed
O103755,2023-11-06,C5638,Retail Store,Completed
O103756,2023-11-07,C3852,Marketplace,Completed
O103757,2023-12-03,C5356,Marketplace,Completed
O103758,2023-07-24,C1903,Mobile App,Returned
O103759,2023-02-07,C4773,Mobile App,Completed
O103760,2024-06-06,C1594,Web,Completed
O103761,2024-02-27,C1110,Mobile App,Completed
O103762,2024-12-15,C1005,Mobile App,Completed
O103763,2024-10-14,C3607,Mobile App,Completed
O103764,2024-06-21,C1018,Web,Completed
O103765,2023-03-07,C2198,Web,Completed
O103766,2024-08-02,C4460,Mobile App,Completed
O103767,2023-10-20,C1377,Mobile App,Completed
O103768,2024-12-29,C5420,Web,Completed
O103769,2024-01-02,C1104,Mobile App,Completed
O103770,2024-12-20,C5138,Retail Store,Completed
O103771,2024-05-03,C4583,Web,Completed
O103772,2024-07-26,C5225,Marketplace,Completed
O103773,2023-12-15,C2894,Web,Completed
O103774,2024-11-04,C1296,Web,Completed
O103775,2024-05-03,C3943,Mobile App,Completed
O103776,2023-02-17,C5761,Marketplace,Completed
O103777,2024-10-07,C4872,Marketplace,Completed
O103778,2023-01-16,C4269,Web,Completed
O103779,2023-07-02,C3241,Web,Completed
O103780,2024-10-17,C2186,Marketplace,Completed
O103781,2024-06-16,C1646,Web,Completed
O103782,2024-05-25,C1257,Web,Completed
O103783,2024-02-18,C5716,Marketplace,Completed
O103784,2024-09-22,C5699,Web,Completed
O103785,2023-08-05,C4234,Mobile App,Completed
O103786,2024-01-21,C3154,Marketplace,Completed
O103787,2024-09-30,C1995,Mobile App,Completed
O103788,2023-12-29,C5802,Web,Completed
O103789,2023-02-09,C4413,Mobile App,Completed
O103790,2024-08-25,C1309,Web,Completed
O103791,2024-11-18,C3141,Marketplace,Completed
O103792,2024-04-28,C2734,Mobile App,Completed
O103793,2023-08-27,C4962,Marketplace,Completed
O103794,2024-06-23,C4661,Retail Store,Completed
O103795,2023-07-27,C4600,Mobile App,Completed
O103796,2024-12-22,C4905,Web,Completed
O103797,2024-11-26,C2305,Marketplace,Completed
O103798,2024-05-08,C3125,Web,Completed
O103799,2023-09-15,C4702,Web,Completed
O103800,2024-01-27,C2267,Web,Completed
O103801,2024-09-25,C3752,Retail Store,Completed
O103802,2023-07-20,C5057,Mobile App,Completed
O103803,2023-07-21,C4363,Mobile App,Completed
O103804,2023-06-21,C2692,Web,Completed
O103805,2024-10-18,C2976,Web,Completed
O103806,2023-01-11,C4186,Web,Completed
O103807,2024-04-24,C1517,Web,Completed
O103808,2023-03-19,C4951,Mobile App,Completed
O103809,2024-02-28,C1179,Web,Completed
O103810,2023-01-03,C4970,Marketplace,Completed
O103811,2023-06-13,C4959,Mobile App,Completed
O103812,2023-06-07,C4200,Mobile App,Completed
O103813,2024-02-27,C2405,Web,Completed
O103814,2023-05-04,C3042,Web,Completed
O103815,2023-04-01,C3946,Web,Completed
O103816,2024-04-23,C5717,Mobile App,Completed
O103817,2023-12-09,C5205,Mobile App,Completed
O103818,2023-07-06,C1299,Web,Completed
O103819,2024-09-15,C5751,Retail Store,Returned
O103820,2024-02-09,C4473,Web,Completed
O103821,2023-09-13,C5849,Mobile App,Completed
O103822,2024-11-07,C2810,Web,Completed
O103823,2023-03-06,C5027,Web,Completed
O103824,2024-08-14,C1577,Marketplace,Returned
O103825,2024-12-02,C3610,Marketplace,Returned
O103826,2024-12-24,C3139,Web,Completed
O103827,2023-07-15,C2331,Web,Completed
O103828,2023-08-02,C2628,Marketplace,Completed
O103829,2023-10-09,C1087,Mobile App,Completed
O103830,2024-03-10,C4316,Mobile App,Completed
O103831,2024-05-16,C2128,Marketplace,Completed
O103832,2023-07-17,C1092,Web,Completed
O103833,2024-10-14,C2182,Marketplace,Returned
O103834,2024-02-19,C4900,Marketplace,Completed
O103835,2024-06-04,C3630,Web,Completed
O103836,2023-04-12,C2107,Marketplace,Completed
O103837,2023-04-17,C4137,Retail Store,Completed
O103838,2023-02-08,C2011,Web,Completed
O103839,2024-11-21,C5900,Marketplace,Completed
O103840,2024-05-09,C1540,Web,Completed
O103841,2024-06-07,C2953,Mobile App,Completed
O103842,2023-09-24,C3654,Mobile App,Completed
O103843,2024-06-30,C5692,Mobile App,Completed
O103844,2023-12-24,C1419,Marketplace,Completed
O103845,2023-06-27,C5036,Mobile App,Completed
O103846,2023-07-11,C2258,Marketplace,Completed
O103847,2023-11-10,C4534,Web,Completed
O103848,2023-05-02,C1608,Mobile App,Completed
O103849,2023-08-30,C1874,Web,Completed
O103850,2023-04-01,C5991,Web,Cancelled
O103851,2024-12-21,C4089,Marketplace,Completed
O103852,2024-04-26,C1127,Mobile App,Completed
O103853,2023-11-26,C3964,Web,Completed
O103854,2023-05-27,C4580,Mobile App,Completed
O103855,2024-03-07,C4952,Mobile App,Completed
O103856,2024-02-01,C2292,Marketplace,Completed
O103857,2023-01-11,C3896,Web,Completed
O103858,2023-12-09,C1775,Web,Completed
O103859,2024-01-07,C5817,Mobile App,Completed
O103860,2024-08-05,C2100,Web,Completed
O103861,2024-10-04,C1995,Mobile App,Completed
O103862,2024-07-30,C4430,Web,Completed
O103863,2023-06-25,C1827,Mobile App,Completed
O103864,2024-07-31,C1678,Web,Returned
O103865,2024-11-20,C4632,Web,Completed
O103866,2024-04-29,C1733,Marketplace,Completed
O103867,2024-12-20,C5978,Web,Completed
O103868,2024-11-09,C5069,Web,Completed
O103869,2024-06-11,C2189,Mobile App,Completed
O103870,2024-08-09,C1362,Web,Completed
O103871,2023-10-06,C1269,Mobile App,Completed
O103872,2023-12-13,C3775,Mobile App,Completed
O103873,2023-12-30,C4286,Marketplace,Completed
O103874,2024-11-27,C2829,Web,Completed
O103875,2024-11-27,C4736,Marketplace,Completed
O103876,2024-03-25,C3929,Mobile App,Returned
O103877,2023-08-17,C3552,Marketplace,Completed
O103878,2024-12-08,C1038,Web,Completed
O103879,2024-11-18,C2139,Web,Completed
O103880,2023-04-02,C2317,Marketplace,Completed
O103881,2023-12-01,C3481,Web,Returned
O103882,2023-10-28,C2027,Mobile App,Completed
O103883,2024-10-23,C2538,Web,Completed
O103884,2024-11-05,C1820,Web,Cancelled
O103885,2023-12-04,C2088,Web,Completed
O103886,2024-01-12,C5291,Retail Store,Completed
O103887,2024-06-19,C3505,Mobile App,Completed
O103888,2023-12-16,C5724,Mobile App,Completed
O103889,2024-11-05,C1238,Web,Completed
O103890,2023-09-30,C3285,Marketplace,Completed
O103891,2023-07-13,C4584,Retail Store,Completed
O103892,2023-09-01,C5125,Web,Completed
O103893,2024-04-26,C4828,Mobile App,Completed
O103894,2023-04-09,C3161,Retail Store,Completed
O103895,2024-10-09,C5926,Marketplace,Completed
O103896,2023-07-05,C2229,Mobile App,Completed
O103897,2023-03-25,C5393,Mobile App,Completed
O103898,2024-05-02,C5992,Web,Completed
O103899,2023-06-03,C2473,Mobile App,Completed
O103900,2024-11-23,C5092,Marketplace,Completed
O103901,2024-05-20,C2521,Web,Completed
O103902,2024-07-21,C5374,Web,Cancelled
O103903,2023-12-28,C3219,Marketplace,Completed
O103904,2023-09-19,C2809,Retail Store,Completed
O103905,2023-12-09,C4621,Web,Completed
O103906,2023-12-31,C2140,Web,Completed
O103907,2024-05-06,C1204,Web,Completed
O103908,2023-05-19,C5547,Marketplace,Completed
O103909,2024-02-14,C5808,Web,Completed
O103910,2023-06-14,C1225,Web,Completed
O103911,2023-02-09,C4513,Marketplace,Completed
O103912,2023-02-12,C1553,Web,Completed
O103913,2024-03-11,C5253,Mobile App,Completed
O103914,2023-06-13,C2158,Web,Completed
O103915,2023-02-01,C4450,Mobile App,Completed
O103916,2023-04-13,C1868,Mobile App,Completed
O103917,2023-04-04,C5604,Web,Completed
O103918,2023-05-30,C2321,Web,Completed
O103919,2023-05-12,C5085,Web,Completed
O103920,2024-04-10,C5223,Web,Completed
O103921,2023-06-12,C3179,Web,Completed
O103922,2024-04-22,C1681,Marketplace,Completed
O103923,2024-04-23,C4544,Web,Completed
O103924,2024-01-18,C1316,Retail Store,Completed
O103925,2023-10-15,C5710,Marketplace,Completed
O103926,2023-04-13,C2860,Web,Completed
O103927,2023-08-22,C5725,Web,Completed
O103928,2024-11-17,C1111,Retail Store,Completed
O103929,2023-11-08,C5501,Mobile App,Completed
O103930,2024-04-18,C1725,Web,Completed
O103931,2023-08-08,C4750,Web,Completed
O103932,2023-08-29,C2918,Marketplace,Completed
O103933,2023-03-12,C4173,Marketplace,Completed
O103934,2023-06-06,C2068,Web,Completed
O103935,2023-01-25,C3749,Web,Completed
O103936,2024-03-04,C3930,Marketplace,Completed
O103937,2024-12-08,C1950,Marketplace,Completed
O103938,2023-02-08,C4513,Mobile App,Completed
O103939,2024-02-03,C3293,Web,Completed
O103940,2024-08-25,C3037,Web,Completed
O103941,2023-08-15,C1673,Mobile App,Completed
O103942,2023-03-12,C1344,Web,Completed
O103943,2024-03-19,C1767,Web,Completed
O103944,2023-09-18,C4048,Web,Completed
O103945,2023-06-24,C1788,Mobile App,Completed
O103946,2024-10-16,C1403,Mobile App,Completed
O103947,2023-10-01,C3363,Retail Store,Completed
O103948,2023-07-01,C4968,Web,Completed
O103949,2024-10-15,C1434,Marketplace,Completed
O103950,2024-10-06,C3869,Mobile App,Completed
O103951,2024-11-23,C5295,Marketplace,Completed
O103952,2024-05-06,C5615,Web,Completed
O103953,2023-02-25,C5532,Web,Completed
O103954,2024-06-08,C5540,Web,Completed
O103955,2023-04-18,C4379,Web,Completed
O103956,2023-08-10,C4799,Web,Completed
O103957,2023-12-18,C3591,Web,Completed
O103958,2023-09-14,C4550,Mobile App,Completed
O103959,2023-08-12,C5768,Mobile App,Cancelled
O103960,2024-11-29,C1892,Web,Completed
O103961,2023-12-16,C2608,Marketplace,Completed
O103962,2023-11-01,C3630,Web,Completed
O103963,2024-12-28,C4020,Mobile App,Returned
O103964,2024-11-22,C5233,Web,Completed
O103965,2023-11-04,C4990,Web,Completed
O103966,2024-11-08,C2300,Mobile App,Completed
O103967,2024-02-13,C4681,Web,Completed
O103968,2024-05-17,C1142,Web,Completed
O103969,2023-05-14,C5219,Retail Store,Completed
O103970,2024-01-21,C2729,Mobile App,Completed
O103971,2024-12-17,C2165,Marketplace,Returned
O103972,2024-07-10,C2992,Marketplace,Completed
O103973,2024-10-03,C5008,Web,Completed
O103974,2024-12-29,C5777,Mobile App,Completed
O103975,2023-10-01,C1177,Mobile App,Completed
O103976,2024-05-22,C4998,Marketplace,Completed
O103977,2023-12-21,C3756,Retail Store,Completed
O103978,2023-07-02,C1992,Web,Completed
O103979,2024-02-21,C1048,Mobile App,Completed
O103980,2023-04-03,C2900,Web,Completed
O103981,2023-10-20,C2746,Web,Completed
O103982,2023-06-17,C5061,Web,Completed
O103983,2024-02-15,C3896,Retail Store,Completed
O103984,2024-03-30,C4824,Mobile App,Completed
O103985,2023-11-07,C4551,Mobile App,Completed
O103986,2023-03-11,C2351,Marketplace,Completed
O103987,2023-04-03,C3490,Web,Completed
O103988,2023-08-31,C4767,Mobile App,Completed
O103989,2024-04-08,C5740,Mobile App,Returned
O103990,2024-06-23,C3172,Mobile App,Completed
O103991,2024-05-06,C3556,Marketplace,Completed
O103992,2023-11-18,C2556,Web,Completed
O103993,2023-09-16,C1358,Marketplace,Completed
O103994,2023-11-25,C2558,Mobile App,Completed
O103995,2024-11-27,C1907,Mobile App,Completed
O103996,2024-11-20,C4211,Web,Completed
O103997,2023-03-24,C5226,Web,Completed
O103998,2024-10-21,C3875,Mobile App,Completed
O103999,2024-11-21,C5725,Mobile App,Completed
O104000,2024-10-15,C2853,Web,Completed
O104001,2024-07-20,C4345,Web,Returned
O104002,2023-12-26,C1735,Marketplace,Completed
O104003,2023-03-19,C4720,Mobile App,Completed
O104004,2024-03-07,C2713,Mobile App,Completed
O104005,2024-01-15,C4094,Web,Completed
O104006,2023-01-26,C1858,Web,Completed
O104007,2024-09-16,C4193,Mobile App,Completed
O104008,2024-11-12,C4573,Web,Completed
O104009,2023-12-11,C5573,Mobile App,Completed
O104010,2024-01-07,C1723,Web,Completed
O104011,2024-03-27,C3178,Mobile App,Completed
O104012,2023-10-11,C3568,Mobile App,Completed
O104013,2024-01-30,C4335,Mobile App,Completed
O104014,2024-09-13,C1642,Marketplace,Completed
O104015,2024-07-04,C4368,Web,Completed
O104016,2024-12-07,C1659,Web,Completed
O104017,2024-11-01,C2981,Web,Completed
O104018,2024-06-29,C2198,Mobile App,Returned
O104019,2024-05-25,C3243,Web,Completed
O104020,2024-05-05,C3283,Marketplace,Completed
O104021,2023-11-09,C2601,Web,Completed
O104022,2024-03-13,C5016,Web,Completed
O104023,2024-09-07,C5768,Mobile App,Completed
O104024,2024-12-22,C5923,Mobile App,Completed
O104025,2024-02-24,C1658,Web,Completed
O104026,2024-03-31,C3903,Web,Completed
O104027,2023-07-06,C2268,Marketplace,Completed
O104028,2023-07-01,C5650,Mobile App,Completed
O104029,2023-05-28,C4863,Web,Cancelled
O104030,2023-02-10,C5257,Marketplace,Completed
O104031,2024-05-07,C2713,Retail Store,Completed
O104032,2024-12-03,C1710,Mobile App,Completed
O104033,2024-03-24,C4464,Web,Completed
O104034,2023-02-14,C3970,Marketplace,Completed
O104035,2023-09-24,C4634,Web,Completed
O104036,2024-10-21,C2907,Mobile App,Completed
O104037,2024-03-22,C3764,Mobile App,Completed
O104038,2023-11-18,C1342,Mobile App,Completed
O104039,2024-11-01,C3042,Web,Returned
O104040,2024-01-10,C4291,Web,Completed
O104041,2024-02-17,C4505,Web,Completed
O104042,2024-06-10,C3017,Mobile App,Completed
O104043,2023-09-23,C1051,Web,Completed
O104044,2023-09-17,C3116,Mobile App,Completed
O104045,2023-01-03,C4542,Web,Completed
O104046,2024-05-03,C1559,Mobile App,Completed
O104047,2024-08-17,C3881,Web,Completed
O104048,2024-11-25,C5734,Web,Completed
O104049,2024-10-01,C5217,Web,Completed
O104050,2023-07-21,C1992,Mobile App,Completed
O104051,2024-04-20,C4704,Marketplace,Completed
O104052,2024-01-05,C2468,Web,Completed
O104053,2024-01-07,C3809,Mobile App,Completed
O104054,2023-11-16,C4357,Marketplace,Completed
O104055,2023-08-14,C4904,Web,Completed
O104056,2024-02-23,C2916,Mobile App,Completed
O104057,2024-12-24,C1849,Web,Returned
O104058,2023-02-04,C5387,Marketplace,Completed
O104059,2023-12-03,C2982,Web,Completed
O104060,2024-11-24,C3168,Retail Store,Completed
O104061,2023-02-25,C3658,Web,Completed
O104062,2023-05-08,C1645,Marketplace,Completed
O104063,2023-11-30,C4857,Marketplace,Completed
O104064,2024-05-21,C5587,Web,Completed
O104065,2023-03-21,C1988,Mobile App,Completed
O104066,2023-03-04,C4420,Web,Completed
O104067,2023-01-22,C4528,Web,Completed
O104068,2024-02-27,C2821,Mobile App,Completed
O104069,2023-07-29,C2380,Mobile App,Completed
O104070,2023-04-11,C3272,Web,Completed
O104071,2023-01-03,C1992,Marketplace,Completed
O104072,2024-01-25,C3125,Mobile App,Completed
O104073,2024-04-17,C2995,Mobile App,Completed
O104074,2023-01-03,C3235,Mobile App,Completed
O104075,2024-02-01,C1983,Web,Completed
O104076,2023-12-19,C5758,Web,Completed
O104077,2024-05-12,C3181,Mobile App,Completed
O104078,2024-07-20,C3691,Marketplace,Completed
O104079,2023-09-13,C3711,Marketplace,Completed
O104080,2023-02-16,C2980,Web,Completed
O104081,2024-05-17,C2856,Mobile App,Completed
O104082,2024-02-08,C1957,Web,Completed
O104083,2024-05-01,C5702,Web,Completed
O104084,2023-10-02,C4835,Web,Completed
O104085,2023-06-07,C4370,Retail Store,Completed
O104086,2024-05-13,C4142,Mobile App,Completed
O104087,2024-12-30,C3018,Web,Completed
O104088,2023-01-20,C4277,Marketplace,Completed
O104089,2024-03-03,C5733,Web,Completed
O104090,2024-02-11,C1527,Web,Completed
O104091,2024-09-18,C2588,Web,Completed
O104092,2023-11-06,C1835,Web,Completed
O104093,2024-11-14,C4196,Web,Completed
O104094,2023-06-24,C2518,Retail Store,Completed
O104095,2024-01-15,C3351,Web,Returned
O104096,2024-11-20,C1321,Web,Completed
O104097,2023-06-08,C5363,Web,Completed
O104098,2023-07-09,C5738,Mobile App,Completed
O104099,2024-02-16,C3192,Web,Completed
O104100,2024-02-07,C3851,Marketplace,Completed
O104101,2024-01-08,C1197,Web,Completed
O104102,2024-05-24,C5021,Retail Store,Completed
O104103,2023-01-24,C2539,Web,Completed
O104104,2024-11-02,C2931,Web,Completed
O104105,2024-03-21,C2578,Retail Store,Completed
O104106,2023-07-10,C3661,Web,Completed
O104107,2024-09-07,C2974,Web,Completed
O104108,2024-11-28,C4764,Web,Completed
O104109,2023-05-29,C4653,Mobile App,Completed
O104110,2023-04-30,C2556,Web,Completed
O104111,2023-06-02,C4540,Mobile App,Completed
O104112,2024-10-01,C5046,Marketplace,Completed
O104113,2024-10-12,C1541,Mobile App,Completed
O104114,2023-05-30,C1832,Web,Completed
O104115,2024-03-10,C1282,Mobile App,Completed
O104116,2024-06-25,C5765,Mobile App,Completed
O104117,2023-07-13,C1947,Mobile App,Returned
O104118,2023-01-28,C5373,Web,Returned
O104119,2024-04-11,C3247,Web,Completed
O104120,2024-02-05,C2576,Mobile App,Completed
O104121,2024-04-26,C3877,Web,Completed
O104122,2023-11-25,C5921,Marketplace,Completed
O104123,2024-07-21,C3299,Retail Store,Completed
O104124,2024-07-07,C1318,Marketplace,Completed
O104125,2023-12-29,C5060,Marketplace,Completed
O104126,2024-02-29,C4682,Marketplace,Completed
O104127,2024-04-09,C3539,Web,Cancelled
O104128,2024-01-18,C2514,Web,Completed
O104129,2023-11-09,C4699,Web,Completed
O104130,2024-10-05,C5536,Web,Completed
O104131,2024-06-21,C5942,Web,Completed
O104132,2024-11-03,C2282,Web,Completed
O104133,2023-06-28,C4283,Web,Completed
O104134,2023-01-22,C3567,Web,Completed
O104135,2023-11-11,C4091,Mobile App,Completed
O104136,2023-10-10,C1543,Marketplace,Completed
O104137,2023-04-09,C4822,Web,Completed
O104138,2023-01-27,C3862,Mobile App,Returned
O104139,2023-12-15,C3523,Mobile App,Completed
O104140,2023-10-27,C2683,Mobile App,Completed
O104141,2023-11-01,C5587,Web,Completed
O104142,2023-09-10,C5130,Marketplace,Completed
O104143,2023-10-26,C4164,Web,Completed
O104144,2023-12-15,C4227,Marketplace,Returned
O104145,2024-09-10,C5504,Web,Completed
O104146,2023-04-12,C4674,Retail Store,Completed
O104147,2024-07-23,C3435,Mobile App,Completed
O104148,2024-01-01,C2972,Marketplace,Completed
O104149,2023-07-07,C2151,Web,Completed
O104150,2023-08-26,C4544,Web,Completed
O104151,2024-07-07,C5208,Mobile App,Completed
O104152,2024-09-15,C2083,Web,Completed
O104153,2024-08-21,C1900,Web,Completed
O104154,2023-08-21,C3473,Web,Completed
O104155,2024-11-14,C5812,Web,Completed
O104156,2023-01-25,C3710,Web,Completed
O104157,2023-09-01,C5576,Web,Completed
O104158,2023-06-14,C2610,Mobile App,Completed
O104159,2023-05-26,C2905,Marketplace,Completed
O104160,2024-01-23,C3191,Web,Completed
O104161,2024-07-18,C5319,Web,Completed
O104162,2024-12-07,C5376,Mobile App,Completed
O104163,2023-09-06,C5548,Mobile App,Completed
O104164,2023-06-28,C3402,Marketplace,Completed
O104165,2023-04-25,C2886,Web,Completed
O104166,2023-10-31,C4858,Marketplace,Completed
O104167,2024-08-06,C5446,Web,Completed
O104168,2023-07-23,C3634,Web,Completed
O104169,2024-12-14,C4348,Web,Completed
O104170,2023-06-27,C1080,Retail Store,Completed
O104171,2023-09-01,C2579,Web,Completed
O104172,2024-08-22,C4987,Mobile App,Completed
O104173,2023-02-15,C3318,Marketplace,Completed
O104174,2024-09-16,C5860,Marketplace,Returned
O104175,2024-04-07,C5591,Marketplace,Completed
O104176,2024-01-26,C5469,Web,Completed
O104177,2023-05-01,C4195,Marketplace,Completed
O104178,2024-08-14,C5141,Marketplace,Completed
O104179,2023-12-22,C4240,Marketplace,Completed
O104180,2023-01-12,C3063,Web,Completed
O104181,2023-11-09,C4633,Mobile App,Completed
O104182,2024-06-29,C3228,Web,Returned
O104183,2024-09-01,C4734,Mobile App,Completed
O104184,2023-09-27,C3310,Web,Completed
O104185,2023-02-19,C2683,Web,Completed
O104186,2023-10-26,C3113,Web,Completed
O104187,2024-08-08,C5249,Mobile App,Completed
O104188,2024-03-08,C3179,Mobile App,Completed
O104189,2023-07-24,C3939,Web,Completed
O104190,2024-12-15,C4965,Mobile App,Completed
O104191,2024-11-22,C5870,Mobile App,Completed
O104192,2023-07-06,C5000,Web,Completed
O104193,2024-12-11,C3772,Web,Returned
O104194,2023-03-04,C2505,Mobile App,Completed
O104195,2023-04-28,C1970,Web,Completed
O104196,2024-05-12,C3968,Mobile App,Returned
O104197,2023-11-16,C1345,Web,Returned
O104198,2023-01-13,C5087,Web,Completed
O104199,2024-07-29,C4439,Web,Completed
O104200,2024-05-16,C3981,Mobile App,Completed
O104201,2024-10-07,C3815,Web,Completed
O104202,2024-07-05,C5167,Web,Completed
O104203,2024-10-23,C5340,Mobile App,Completed
O104204,2024-12-13,C5544,Retail Store,Completed
O104205,2023-01-13,C5252,Mobile App,Completed
O104206,2023-03-22,C4665,Web,Completed
O104207,2023-03-26,C2892,Mobile App,Completed
O104208,2023-10-16,C5198,Web,Completed
O104209,2023-08-23,C5966,Web,Completed
O104210,2024-11-13,C4964,Mobile App,Completed
O104211,2023-06-18,C5242,Web,Completed
O104212,2024-08-27,C4196,Web,Completed
O104213,2024-12-15,C1355,Web,Completed
O104214,2023-03-15,C5466,Web,Completed
O104215,2023-02-22,C2688,Mobile App,Completed
O104216,2024-12-13,C3915,Marketplace,Completed
O104217,2024-02-22,C4250,Web,Completed
O104218,2023-06-24,C5136,Web,Returned
O104219,2023-01-01,C1221,Web,Completed
O104220,2024-12-14,C1321,Mobile App,Completed
O104221,2023-01-27,C2445,Marketplace,Completed
O104222,2024-04-28,C3378,Web,Completed
O104223,2023-11-11,C3759,Web,Completed
O104224,2024-04-20,C1720,Mobile App,Returned
O104225,2024-12-05,C5790,Web,Completed
O104226,2024-03-17,C5049,Mobile App,Completed
O104227,2024-06-02,C5345,Mobile App,Completed
O104228,2023-08-09,C2805,Retail Store,Completed
O104229,2023-03-21,C1176,Marketplace,Completed
O104230,2023-01-30,C4575,Web,Completed
O104231,2023-12-19,C4962,Web,Completed
O104232,2024-03-23,C1052,Mobile App,Completed
O104233,2024-05-05,C1737,Mobile App,Completed
O104234,2023-02-18,C3168,Web,Completed
O104235,2024-09-20,C5609,Mobile App,Completed
O104236,2023-11-16,C1550,Retail Store,Completed
O104237,2023-01-13,C4325,Mobile App,Cancelled
O104238,2024-11-19,C5559,Retail Store,Completed
O104239,2024-07-02,C1722,Web,Completed
O104240,2023-09-01,C5876,Mobile App,Completed
O104241,2024-11-22,C5922,Web,Completed
O104242,2023-06-20,C3371,Mobile App,Completed
O104243,2023-08-24,C1541,Web,Completed
O104244,2024-01-15,C4947,Retail Store,Completed
O104245,2023-05-02,C1988,Web,Completed
O104246,2024-11-06,C2714,Mobile App,Completed
O104247,2023-05-02,C1376,Mobile App,Returned
O104248,2024-12-25,C2683,Web,Completed
O104249,2023-11-01,C2867,Retail Store,Completed
O104250,2023-07-04,C3057,Web,Completed
O104251,2023-01-01,C1870,Web,Completed
O104252,2023-05-05,C1705,Mobile App,Completed
O104253,2024-01-15,C5959,Mobile App,Completed
O104254,2024-05-21,C5233,Mobile App,Completed
O104255,2024-12-03,C3674,Mobile App,Completed
O104256,2024-09-03,C2808,Mobile App,Completed
O104257,2024-11-03,C4883,Mobile App,Completed
O104258,2024-08-06,C4854,Web,Completed
O104259,2024-07-20,C2487,Web,Cancelled
O104260,2024-10-22,C2762,Web,Completed
O104261,2024-12-04,C2313,Retail Store,Completed
O104262,2024-01-10,C1486,Retail Store,Returned
O104263,2023-12-27,C3463,Web,Completed
O104264,2024-04-08,C5383,Mobile App,Completed
O104265,2024-02-09,C4886,Web,Completed
O104266,2024-01-27,C3530,Mobile App,Completed
O104267,2024-04-27,C4149,Mobile App,Completed
O104268,2024-10-15,C5511,Mobile App,Completed
O104269,2024-02-11,C3399,Web,Completed
O104270,2023-02-26,C4967,Web,Completed
O104271,2024-01-24,C1714,Web,Completed
O104272,2023-07-24,C4205,Web,Completed
O104273,2024-01-11,C3482,Web,Completed
O104274,2023-09-13,C1380,Web,Completed
O104275,2023-10-15,C4204,Web,Completed
O104276,2023-02-07,C2263,Web,Completed
O104277,2023-05-23,C1323,Mobile App,Completed
O104278,2023-03-30,C2743,Web,Completed
O104279,2023-12-29,C4126,Retail Store,Completed
O104280,2024-04-14,C1654,Marketplace,Returned
O104281,2023-12-09,C5805,Web,Completed
O104282,2024-07-17,C1816,Web,Returned
O104283,2023-07-13,C2028,Mobile App,Completed
O104284,2024-02-12,C1440,Web,Completed
O104285,2024-07-21,C2150,Mobile App,Completed
O104286,2023-07-18,C1853,Web,Completed
O104287,2023-07-23,C3224,Web,Completed
O104288,2024-12-26,C5727,Web,Completed
O104289,2023-10-09,C4592,Web,Completed
O104290,2023-12-04,C5849,Marketplace,Completed
O104291,2024-01-08,C3424,Mobile App,Completed
O104292,2024-02-08,C1178,Web,Completed
O104293,2023-10-10,C1745,Mobile App,Completed
O104294,2024-12-12,C2512,Web,Completed
O104295,2023-11-08,C4638,Web,Completed
O104296,2023-01-05,C1894,Web,Completed
O104297,2023-12-25,C3651,Mobile App,Completed
O104298,2024-09-16,C5777,Marketplace,Completed
O104299,2024-12-29,C4838,Mobile App,Completed
O104300,2023-12-12,C3815,Web,Completed
O104301,2023-04-12,C2308,Web,Completed
O104302,2024-11-30,C2695,Web,Completed
O104303,2024-08-07,C5914,Marketplace,Cancelled
O104304,2023-03-28,C3174,Mobile App,Completed
O104305,2023-11-30,C1800,Marketplace,Completed
O104306,2023-12-01,C2893,Web,Completed
O104307,2023-07-15,C5825,Marketplace,Completed
O104308,2024-09-10,C2844,Marketplace,Completed
O104309,2023-05-18,C1441,Marketplace,Completed
O104310,2023-02-22,C4828,Web,Completed
O104311,2024-12-23,C2315,Marketplace,Completed
O104312,2023-03-24,C3908,Mobile App,Completed
O104313,2023-05-14,C1703,Mobile App,Completed
O104314,2023-10-16,C3285,Web,Completed
O104315,2024-02-07,C5121,Web,Completed
O104316,2023-01-15,C1499,Retail Store,Completed
O104317,2023-06-26,C4480,Marketplace,Completed
O104318,2024-03-04,C1194,Marketplace,Completed
O104319,2023-12-28,C3547,Web,Completed
O104320,2023-12-25,C5539,Mobile App,Completed
O104321,2023-01-10,C5695,Mobile App,Completed
O104322,2023-09-04,C2565,Web,Completed
O104323,2024-12-30,C1890,Web,Returned
O104324,2024-06-22,C2379,Web,Completed
O104325,2023-12-17,C2813,Web,Completed
O104326,2023-10-13,C2795,Web,Completed
O104327,2024-07-26,C1047,Web,Completed
O104328,2023-10-05,C3377,Mobile App,Completed
O104329,2024-10-10,C3108,Mobile App,Completed
O104330,2024-11-18,C1679,Mobile App,Completed
O104331,2023-04-04,C1255,Mobile App,Completed
O104332,2023-10-12,C1488,Web,Returned
O104333,2024-08-18,C2072,Marketplace,Completed
O104334,2024-05-16,C3027,Web,Completed
O104335,2023-12-31,C1978,Web,Completed
O104336,2023-02-02,C5671,Marketplace,Completed
O104337,2023-02-23,C3827,Mobile App,Completed
O104338,2024-06-07,C4810,Mobile App,Completed
