customer_id,signup_date,country,acq_channel,plan,monthly_price
U13634,2023-02-05,BR,Paid Social,Starter,19.0
U15210,2023-02-05,IN,Organic,Business,199.0
U11959,2023-02-05,FR,Affiliate,Pro,49.0
U12141,2023-02-05,IN,Paid Social,Business,199.0
U11925,2023-02-05,US,Organic,Business,199.0
U12318,2023-02-05,ES,Paid Search,Business,199.0
U13062,2023-02-06,FR,Email,Starter,19.0
U11871,2023-02-06,FR,Paid Search,Pro,49.0
U13849,2023-02-06,BR,Paid Search,Starter,19.0
U13760,2023-02-06,US,Organic,Starter,19.0
U15191,2023-02-06,US,Paid Search,Starter,19.0
U11548,2023-02-07,UK,Organic,Starter,19.0
U10919,2023-02-07,CA,Paid Search,Starter,19.0
U14576,2023-02-07,ES,Paid Search,Pro,49.0
U12748,2023-02-07,IN,Paid Social,Starter,19.0
U13004,2023-02-08,US,Paid Social,Starter,19.0
U13379,2023-02-08,IN,Organic,Starter,19.0
U11991,2023-02-08,CA,Organic,Starter,19.0
U10973,2023-02-09,AU,Paid Search,Business,199.0
U14095,2023-02-09,FR,Organic,Business,199.0
U14084,2023-02-09,CA,Referral,Pro,49.0
U14685,2023-02-09,DE,Paid Social,Business,199.0
U15058,2023-02-10,DE,Organic,Starter,19.0
U14600,2023-02-10,CA,Referral,Pro,49.0
U11941,2023-02-10,UK,Paid Social,Pro,49.0
U13706,2023-02-10,FR,Referral,Pro,49.0
U12910,2023-02-10,JP,Paid Search,Business,199.0
U15098,2023-02-10,JP,Paid Search,Starter,19.0
U11149,2023-02-10,DE,Organic,Starter,19.0
U12473,2023-02-10,JP,Referral,Starter,19.0
U15552,2023-02-11,ES,Affiliate,Starter,19.0
U14196,2023-02-11,JP,Paid Social,Starter,19.0
U12743,2023-02-12,AU,Organic,Starter,19.0
U12773,2023-02-12,AU,Email,Pro,49.0
U10150,2023-02-12,IN,Organic,Starter,19.0
U11558,2023-02-12,UK,Paid Search,Business,199.0
U11022,2023-02-12,AU,Referral,Starter,19.0
U10383,2023-02-12,US,Email,Starter,19.0
U14435,2023-02-13,UK,Paid Social,Enterprise,599.0
U12224,2023-02-13,ES,Paid Search,Pro,49.0
U15548,2023-02-13,US,Referral,Starter,19.0
U11162,2023-02-13,CA,Paid Search,Starter,19.0
U11180,2023-02-14,IN,Paid Social,Starter,19.0
U11689,2023-02-14,ES,Paid Social,Starter,19.0
U13039,2023-02-14,JP,Organic,Pro,49.0
U12348,2023-02-14,US,Referral,Pro,49.0
U12323,2023-02-14,FR,Organic,Pro,49.0
U10481,2023-02-15,CA,Organic,Business,199.0
U11292,2023-02-15,DE,Paid Search,Starter,19.0
U14716,2023-02-15,US,Organic,Starter,19.0
U13648,2023-02-15,US,Organic,Starter,19.0
U13834,2023-02-16,CA,Affiliate,Starter,19.0
U13325,2023-02-16,AU,Paid Search,Business,199.0
U14812,2023-02-16,US,Referral,Starter,19.0
U11740,2023-02-16,US,Organic,Starter,19.0
U11836,2023-02-17,FR,Organic,Starter,19.0
U10313,2023-02-17,AU,Referral,Starter,19.0
U10134,2023-02-17,FR,Organic,Starter,19.0
U14806,2023-02-17,IN,Organic,Pro,49.0
U14776,2023-02-17,JP,Organic,Starter,19.0
U10762,2023-02-17,US,Organic,Business,199.0
U13448,2023-02-17,UK,Email,Enterprise,599.0
U10728,2023-02-17,DE,Organic,Business,199.0
U13159,2023-02-18,DE,Paid Search,Starter,19.0
U14700,2023-02-18,US,Paid Social,Starter,19.0
U11889,2023-02-19,US,Email,Starter,19.0
U11761,2023-02-19,FR,Paid Search,Pro,49.0
U15086,2023-02-19,JP,Paid Search,Starter,19.0
U15236,2023-02-19,CA,Paid Social,Starter,19.0
U10928,2023-02-19,US,Paid Social,Business,199.0
U10890,2023-02-19,UK,Paid Search,Starter,19.0
U15132,2023-02-19,IN,Paid Search,Pro,49.0
U14601,2023-02-20,US,Referral,Pro,49.0
U12857,2023-02-20,FR,Paid Search,Pro,49.0
U10089,2023-02-20,AU,Paid Search,Pro,49.0
U11406,2023-02-20,ES,Paid Search,Starter,19.0
U10370,2023-02-20,FR,Email,Business,199.0
U15308,2023-02-20,DE,Paid Social,Business,199.0
U12252,2023-02-20,US,Organic,Starter,19.0
U10047,2023-02-20,ES,Email,Starter,19.0
U11876,2023-02-20,US,Paid Social,Pro,49.0
U13956,2023-02-20,US,Paid Social,Pro,49.0
U13216,2023-02-21,DE,Paid Search,Pro,49.0
U13994,2023-02-21,ES,Organic,Starter,19.0
U14906,2023-02-22,US,Affiliate,Business,199.0
U13680,2023-02-22,BR,Organic,Starter,19.0
U10086,2023-02-22,FR,Paid Social,Starter,19.0
U14581,2023-02-23,DE,Paid Social,Starter,19.0
U13960,2023-02-23,IN,Organic,Pro,49.0
U10609,2023-02-23,DE,Paid Social,Business,199.0
U14482,2023-02-23,BR,Paid Search,Business,199.0
U12953,2023-02-23,CA,Organic,Starter,19.0
U12241,2023-02-23,JP,Organic,Pro,49.0
U14238,2023-02-24,UK,Paid Search,Pro,49.0
U13163,2023-02-24,CA,Paid Social,Pro,49.0
U12527,2023-02-25,JP,Affiliate,Pro,49.0
U14764,2023-02-25,US,Paid Social,Pro,49.0
U13942,2023-02-25,DE,Paid Search,Pro,49.0
U11034,2023-02-25,US,Paid Social,Starter,19.0
U11883,2023-02-25,JP,Paid Social,Business,199.0
U14541,2023-02-25,FR,Paid Search,Business,199.0
U12260,2023-02-25,CA,Paid Search,Business,199.0
U10780,2023-02-25,JP,Affiliate,Pro,49.0
U13636,2023-02-25,CA,Paid Search,Pro,49.0
U12212,2023-02-25,UK,Organic,Pro,49.0
U13139,2023-02-26,US,Organic,Business,199.0
U11232,2023-02-26,DE,Organic,Pro,49.0
U13935,2023-02-26,FR,Paid Social,Pro,49.0
U15111,2023-02-26,UK,Paid Social,Starter,19.0
U14239,2023-02-26,AU,Referral,Starter,19.0
U12591,2023-02-26,US,Paid Search,Starter,19.0
U11523,2023-02-27,IN,Organic,Pro,49.0
U11893,2023-02-27,FR,Paid Social,Starter,19.0
U10341,2023-02-27,US,Affiliate,Pro,49.0
U12720,2023-02-27,US,Affiliate,Starter,19.0
U13905,2023-02-27,FR,Paid Social,Starter,19.0
U15347,2023-02-27,IN,Organic,Starter,19.0
U14393,2023-02-27,US,Paid Social,Starter,19.0
U13574,2023-02-27,ES,Email,Business,199.0
U11172,2023-02-27,US,Paid Search,Starter,19.0
U10862,2023-02-28,US,Paid Search,Business,199.0
U11251,2023-02-28,CA,Paid Social,Pro,49.0
U15033,2023-02-28,DE,Paid Search,Starter,19.0
U11842,2023-02-28,US,Email,Enterprise,599.0
U12363,2023-02-28,UK,Paid Search,Starter,19.0
U14574,2023-03-01,US,Paid Search,Starter,19.0
U11875,2023-03-01,JP,Organic,Starter,19.0
U12025,2023-03-01,US,Paid Social,Pro,49.0
U11713,2023-03-01,FR,Organic,Business,199.0
U10083,2023-03-01,CA,Paid Search,Pro,49.0
U10472,2023-03-01,US,Paid Social,Business,199.0
U13858,2023-03-02,AU,Affiliate,Pro,49.0
U13296,2023-03-02,AU,Referral,Starter,19.0
U14199,2023-03-02,US,Referral,Enterprise,599.0
U14048,2023-03-03,US,Organic,Starter,19.0
U11131,2023-03-03,US,Organic,Pro,49.0
U10510,2023-03-03,BR,Paid Social,Starter,19.0
U11098,2023-03-03,US,Email,Starter,19.0
U14800,2023-03-03,US,Paid Social,Business,199.0
U14203,2023-03-03,BR,Paid Social,Business,199.0
U10701,2023-03-03,FR,Email,Pro,49.0
U15007,2023-03-04,UK,Paid Social,Pro,49.0
U14992,2023-03-04,ES,Email,Starter,19.0
U11498,2023-03-04,US,Paid Search,Business,199.0
U12093,2023-03-05,ES,Organic,Business,199.0
U15136,2023-03-05,JP,Organic,Pro,49.0
U13102,2023-03-05,US,Organic,Business,199.0
U12571,2023-03-06,DE,Referral,Pro,49.0
U10091,2023-03-06,CA,Organic,Pro,49.0
U12763,2023-03-06,CA,Organic,Starter,19.0
U13654,2023-03-06,DE,Paid Social,Starter,19.0
U11617,2023-03-06,CA,Paid Search,Starter,19.0
U11781,2023-03-06,AU,Paid Search,Starter,19.0
U10957,2023-03-07,US,Paid Social,Starter,19.0
U11988,2023-03-07,US,Paid Social,Starter,19.0
U13489,2023-03-07,UK,Paid Search,Starter,19.0
U12002,2023-03-07,FR,Affiliate,Pro,49.0
U10523,2023-03-08,IN,Email,Starter,19.0
U13770,2023-03-08,UK,Paid Search,Enterprise,599.0
U12449,2023-03-08,UK,Paid Social,Business,199.0
U14801,2023-03-08,UK,Paid Social,Starter,19.0
U12229,2023-03-08,IN,Organic,Starter,19.0
U14422,2023-03-08,UK,Paid Search,Business,199.0
U13983,2023-03-09,IN,Email,Starter,19.0
U12027,2023-03-09,IN,Affiliate,Business,199.0
U13349,2023-03-09,UK,Referral,Pro,49.0
U14254,2023-03-09,AU,Organic,Starter,19.0
U13878,2023-03-09,UK,Paid Search,Starter,19.0
U10198,2023-03-09,US,Paid Social,Pro,49.0
U10450,2023-03-09,CA,Organic,Starter,19.0
U13946,2023-03-09,ES,Organic,Business,199.0
U11948,2023-03-09,DE,Paid Search,Starter,19.0
U13333,2023-03-10,CA,Referral,Business,199.0
U10776,2023-03-10,UK,Organic,Starter,19.0
U14782,2023-03-10,US,Organic,Business,199.0
U13921,2023-03-10,UK,Organic,Starter,19.0
U10793,2023-03-10,IN,Email,Pro,49.0
U15106,2023-03-10,CA,Affiliate,Pro,49.0
U10869,2023-03-10,DE,Organic,Business,199.0
U14602,2023-03-11,CA,Referral,Starter,19.0
U12287,2023-03-11,US,Paid Social,Enterprise,599.0
U13465,2023-03-11,AU,Organic,Pro,49.0
U13655,2023-03-11,FR,Organic,Starter,19.0
U15130,2023-03-11,JP,Paid Search,Pro,49.0
U14231,2023-03-11,JP,Organic,Pro,49.0
U13916,2023-03-11,BR,Paid Search,Starter,19.0
U11365,2023-03-13,UK,Paid Search,Starter,19.0
U11692,2023-03-13,DE,Affiliate,Starter,19.0
U15219,2023-03-14,US,Paid Search,Starter,19.0
U11560,2023-03-15,BR,Organic,Pro,49.0
U14266,2023-03-15,US,Paid Search,Starter,19.0
U13982,2023-03-15,ES,Organic,Starter,19.0
U10812,2023-03-15,UK,Organic,Starter,19.0
U11163,2023-03-15,US,Paid Social,Starter,19.0
U14569,2023-03-15,IN,Email,Starter,19.0
U14104,2023-03-16,CA,Organic,Starter,19.0
U14924,2023-03-16,DE,Referral,Starter,19.0
U10088,2023-03-16,DE,Organic,Starter,19.0
U12852,2023-03-16,UK,Organic,Starter,19.0
U12146,2023-03-16,US,Paid Search,Starter,19.0
U13620,2023-03-17,BR,Organic,Starter,19.0
U10102,2023-03-17,UK,Paid Social,Starter,19.0
U15289,2023-03-17,AU,Organic,Pro,49.0
U10646,2023-03-17,IN,Paid Search,Starter,19.0
U12800,2023-03-17,DE,Paid Search,Starter,19.0
U11092,2023-03-19,CA,Paid Social,Starter,19.0
U10986,2023-03-19,US,Affiliate,Starter,19.0
U13181,2023-03-19,US,Paid Search,Starter,19.0
U14863,2023-03-20,BR,Organic,Pro,49.0
U13129,2023-03-20,CA,Paid Social,Business,199.0
U14047,2023-03-20,CA,Affiliate,Business,199.0
U12015,2023-03-20,DE,Referral,Starter,19.0
U13433,2023-03-20,FR,Paid Social,Starter,19.0
U13962,2023-03-20,US,Paid Search,Starter,19.0
U14050,2023-03-21,JP,Paid Search,Starter,19.0
U13727,2023-03-21,US,Email,Starter,19.0
U14181,2023-03-21,FR,Affiliate,Starter,19.0
U14603,2023-03-21,AU,Paid Search,Starter,19.0
U12257,2023-03-21,FR,Organic,Starter,19.0
U12601,2023-03-21,US,Affiliate,Business,199.0
U12042,2023-03-22,FR,Email,Starter,19.0
U12484,2023-03-22,JP,Email,Starter,19.0
U13675,2023-03-22,CA,Organic,Starter,19.0
U13918,2023-03-22,UK,Organic,Business,199.0
U11085,2023-03-22,DE,Paid Social,Pro,49.0
U14373,2023-03-22,US,Paid Search,Pro,49.0
U14911,2023-03-22,CA,Organic,Starter,19.0
U11674,2023-03-23,US,Email,Starter,19.0
U10637,2023-03-24,US,Paid Social,Pro,49.0
U12332,2023-03-24,FR,Paid Search,Pro,49.0
U13406,2023-03-25,JP,Organic,Starter,19.0
U11606,2023-03-25,US,Organic,Pro,49.0
U13900,2023-03-25,JP,Paid Social,Pro,49.0
U11534,2023-03-25,CA,Paid Social,Starter,19.0
U13118,2023-03-25,US,Referral,Pro,49.0
U15109,2023-03-26,US,Paid Search,Starter,19.0
U15004,2023-03-26,US,Organic,Pro,49.0
U10136,2023-03-26,BR,Email,Pro,49.0
U15250,2023-03-26,US,Affiliate,Starter,19.0
U13135,2023-03-26,US,Referral,Starter,19.0
U11462,2023-03-26,IN,Affiliate,Starter,19.0
U14332,2023-03-26,ES,Organic,Starter,19.0
U12629,2023-03-26,US,Referral,Business,199.0
U11169,2023-03-27,JP,Organic,Starter,19.0
U10223,2023-03-27,US,Paid Search,Starter,19.0
U10269,2023-03-27,JP,Organic,Enterprise,599.0
U14875,2023-03-27,US,Affiliate,Starter,19.0
U11150,2023-03-27,US,Organic,Pro,49.0
U13646,2023-03-27,US,Organic,Business,199.0
U13997,2023-03-28,US,Paid Social,Starter,19.0
U14098,2023-03-28,FR,Email,Starter,19.0
U10263,2023-03-28,BR,Organic,Pro,49.0
U12805,2023-03-29,IN,Affiliate,Starter,19.0
U13253,2023-03-30,US,Organic,Starter,19.0
U11358,2023-03-30,CA,Organic,Business,199.0
U14587,2023-03-30,FR,Paid Social,Starter,19.0
U10620,2023-03-31,US,Affiliate,Business,199.0
U11514,2023-03-31,UK,Paid Social,Pro,49.0
U13213,2023-03-31,US,Paid Social,Pro,49.0
U14371,2023-04-01,DE,Paid Social,Business,199.0
U12429,2023-04-01,FR,Organic,Pro,49.0
U10627,2023-04-02,CA,Referral,Pro,49.0
U12376,2023-04-02,UK,Paid Search,Pro,49.0
U14062,2023-04-02,US,Referral,Pro,49.0
U14519,2023-04-03,AU,Organic,Starter,19.0
U10881,2023-04-03,US,Email,Starter,19.0
U10943,2023-04-03,IN,Paid Social,Enterprise,599.0
U11473,2023-04-03,UK,Organic,Starter,19.0
U11110,2023-04-03,US,Paid Search,Enterprise,599.0
U14612,2023-04-03,US,Referral,Starter,19.0
U15078,2023-04-04,US,Referral,Pro,49.0
U12769,2023-04-04,US,Paid Search,Starter,19.0
U15139,2023-04-04,US,Paid Search,Pro,49.0
U14063,2023-04-05,CA,Paid Search,Starter,19.0
U10459,2023-04-05,FR,Email,Starter,19.0
U14941,2023-04-06,IN,Organic,Starter,19.0
U13575,2023-04-06,BR,Organic,Starter,19.0
U14481,2023-04-06,IN,Organic,Starter,19.0
U10711,2023-04-06,US,Organic,Business,199.0
U14607,2023-04-06,US,Paid Search,Pro,49.0
U12095,2023-04-07,US,Paid Social,Starter,19.0
U13824,2023-04-07,CA,Paid Search,Starter,19.0
U11258,2023-04-07,DE,Paid Social,Business,199.0
U14427,2023-04-07,DE,Paid Social,Starter,19.0
U11794,2023-04-07,US,Paid Search,Starter,19.0
U15226,2023-04-08,US,Referral,Starter,19.0
U12650,2023-04-08,CA,Paid Search,Starter,19.0
U14557,2023-04-08,US,Paid Search,Enterprise,599.0
U11412,2023-04-08,US,Paid Search,Starter,19.0
U12734,2023-04-09,US,Organic,Enterprise,599.0
U10903,2023-04-09,ES,Organic,Starter,19.0
U13521,2023-04-10,CA,Paid Search,Pro,49.0
U14295,2023-04-10,BR,Affiliate,Pro,49.0
U11512,2023-04-10,CA,Paid Social,Starter,19.0
U10887,2023-04-10,IN,Paid Search,Pro,49.0
U13986,2023-04-10,US,Paid Social,Starter,19.0
U12777,2023-04-11,IN,Paid Search,Starter,19.0
U11631,2023-04-11,DE,Paid Search,Business,199.0
U10526,2023-04-11,JP,Paid Search,Pro,49.0
U12666,2023-04-11,US,Organic,Starter,19.0
U14598,2023-04-12,US,Organic,Business,199.0
U15332,2023-04-12,UK,Paid Search,Starter,19.0
U14527,2023-04-12,UK,Affiliate,Pro,49.0
U10220,2023-04-13,DE,Organic,Starter,19.0
U12882,2023-04-13,US,Organic,Starter,19.0
U12253,2023-04-13,CA,Referral,Pro,49.0
U13584,2023-04-13,AU,Paid Search,Pro,49.0
U12639,2023-04-13,DE,Affiliate,Starter,19.0
U12833,2023-04-13,CA,Email,Starter,19.0
U13485,2023-04-14,FR,Paid Search,Starter,19.0
U12226,2023-04-14,US,Referral,Starter,19.0
U11495,2023-04-14,UK,Organic,Starter,19.0
U10158,2023-04-14,US,Paid Search,Business,199.0
U11266,2023-04-15,DE,Referral,Pro,49.0
U15475,2023-04-15,US,Paid Search,Starter,19.0
U10978,2023-04-15,CA,Organic,Pro,49.0
U15577,2023-04-15,CA,Organic,Pro,49.0
U11369,2023-04-15,AU,Organic,Starter,19.0
U11450,2023-04-16,US,Paid Social,Starter,19.0
U14133,2023-04-16,CA,Referral,Starter,19.0
U12426,2023-04-16,US,Referral,Business,199.0
U14255,2023-04-17,AU,Organic,Starter,19.0
U10717,2023-04-17,FR,Organic,Starter,19.0
U15188,2023-04-17,IN,Organic,Pro,49.0
U13753,2023-04-18,DE,Email,Pro,49.0
U13784,2023-04-18,CA,Paid Social,Starter,19.0
U12019,2023-04-19,DE,Paid Social,Starter,19.0
U12680,2023-04-19,IN,Paid Search,Starter,19.0
U11920,2023-04-19,US,Paid Search,Pro,49.0
U11140,2023-04-19,US,Organic,Starter,19.0
U11359,2023-04-19,FR,Email,Starter,19.0
U15151,2023-04-19,US,Organic,Starter,19.0
U10618,2023-04-20,FR,Affiliate,Pro,49.0
U11186,2023-04-20,AU,Organic,Starter,19.0
U12866,2023-04-20,BR,Paid Social,Starter,19.0
U10161,2023-04-20,CA,Paid Search,Starter,19.0
U11460,2023-04-20,US,Paid Social,Starter,19.0
U12319,2023-04-21,US,Organic,Starter,19.0
U14222,2023-04-21,UK,Organic,Pro,49.0
U11555,2023-04-21,IN,Organic,Enterprise,599.0
U14057,2023-04-22,DE,Referral,Pro,49.0
U10485,2023-04-22,US,Organic,Pro,49.0
U11242,2023-04-22,IN,Referral,Pro,49.0
U11340,2023-04-22,FR,Paid Search,Pro,49.0
U14623,2023-04-23,CA,Paid Search,Starter,19.0
U12813,2023-04-23,IN,Paid Social,Business,199.0
U11815,2023-04-23,IN,Organic,Pro,49.0
U12809,2023-04-23,AU,Email,Starter,19.0
U11561,2023-04-24,UK,Referral,Starter,19.0
U10308,2023-04-24,BR,Organic,Starter,19.0
U13153,2023-04-24,JP,Paid Search,Pro,49.0
U15241,2023-04-24,CA,Paid Search,Starter,19.0
U12522,2023-04-24,ES,Referral,Starter,19.0
U12331,2023-04-25,JP,Paid Search,Pro,49.0
U13215,2023-04-25,CA,Paid Search,Pro,49.0
U13470,2023-04-25,US,Organic,Starter,19.0
U10799,2023-04-25,DE,Paid Social,Pro,49.0
U14668,2023-04-25,DE,Paid Social,Pro,49.0
U15391,2023-04-25,UK,Affiliate,Business,199.0
U11417,2023-04-25,US,Paid Search,Pro,49.0
U11105,2023-04-25,DE,Referral,Starter,19.0
U12565,2023-04-26,US,Affiliate,Starter,19.0
U13145,2023-04-26,FR,Paid Search,Pro,49.0
U14035,2023-04-26,BR,Organic,Pro,49.0
U13758,2023-04-26,DE,Paid Search,Starter,19.0
U13161,2023-04-26,IN,Paid Search,Business,199.0
U13444,2023-04-26,BR,Affiliate,Pro,49.0
U12174,2023-04-26,IN,Email,Pro,49.0
U14185,2023-04-26,CA,Paid Social,Starter,19.0
U12671,2023-04-27,FR,Email,Pro,49.0
U15352,2023-04-27,US,Affiliate,Starter,19.0
U12585,2023-04-27,CA,Organic,Starter,19.0
U10093,2023-04-27,US,Organic,Starter,19.0
U13794,2023-04-27,UK,Paid Search,Starter,19.0
U11060,2023-04-28,IN,Paid Social,Pro,49.0
U12342,2023-04-28,FR,Paid Search,Pro,49.0
U15103,2023-04-28,JP,Email,Starter,19.0
U14529,2023-04-28,FR,Organic,Starter,19.0
U15173,2023-04-29,IN,Organic,Pro,49.0
U12273,2023-04-29,IN,Paid Social,Starter,19.0
U13901,2023-04-29,FR,Paid Search,Business,199.0
U10566,2023-04-30,UK,Paid Search,Enterprise,599.0
U15157,2023-04-30,US,Email,Starter,19.0
U11637,2023-05-01,US,Email,Starter,19.0
U13346,2023-05-01,US,Organic,Starter,19.0
U11825,2023-05-01,US,Paid Search,Pro,49.0
U11795,2023-05-02,CA,Referral,Starter,19.0
U13511,2023-05-02,UK,Paid Social,Pro,49.0
U13401,2023-05-02,FR,Paid Social,Pro,49.0
U12768,2023-05-02,US,Paid Social,Starter,19.0
U10208,2023-05-02,US,Affiliate,Pro,49.0
U12975,2023-05-02,AU,Affiliate,Starter,19.0
U14374,2023-05-03,JP,Paid Search,Starter,19.0
U15025,2023-05-03,JP,Paid Social,Enterprise,599.0
U13788,2023-05-03,US,Organic,Business,199.0
U10457,2023-05-03,US,Organic,Starter,19.0
U10036,2023-05-03,BR,Paid Social,Starter,19.0
U12037,2023-05-03,FR,Organic,Business,199.0
U10758,2023-05-03,FR,Referral,Starter,19.0
U10094,2023-05-04,UK,Referral,Pro,49.0
U14162,2023-05-04,US,Organic,Starter,19.0
U10494,2023-05-04,ES,Organic,Starter,19.0
U14708,2023-05-04,DE,Paid Search,Pro,49.0
U13939,2023-05-04,JP,Organic,Starter,19.0
U10696,2023-05-05,US,Paid Search,Starter,19.0
U13688,2023-05-05,FR,Affiliate,Pro,49.0
U15466,2023-05-05,FR,Organic,Pro,49.0
U10512,2023-05-05,IN,Organic,Pro,49.0
U11857,2023-05-05,US,Email,Starter,19.0
U11102,2023-05-05,FR,Email,Pro,49.0
U13303,2023-05-06,US,Paid Social,Starter,19.0
U12904,2023-05-06,JP,Paid Search,Starter,19.0
U10883,2023-05-06,JP,Affiliate,Starter,19.0
U12624,2023-05-06,FR,Organic,Pro,49.0
U12183,2023-05-06,UK,Referral,Pro,49.0
U11170,2023-05-06,JP,Referral,Starter,19.0
U13714,2023-05-06,UK,Organic,Pro,49.0
U13291,2023-05-06,US,Referral,Starter,19.0
U11874,2023-05-06,CA,Paid Social,Starter,19.0
U14734,2023-05-07,AU,Organic,Enterprise,599.0
U13314,2023-05-07,UK,Email,Enterprise,599.0
U14093,2023-05-07,BR,Paid Search,Pro,49.0
U11613,2023-05-07,CA,Organic,Starter,19.0
U13111,2023-05-07,CA,Paid Social,Pro,49.0
U11573,2023-05-07,DE,Organic,Starter,19.0
U10827,2023-05-08,JP,Organic,Pro,49.0
U13565,2023-05-09,AU,Email,Pro,49.0
U13095,2023-05-09,CA,Affiliate,Pro,49.0
U13711,2023-05-09,DE,Email,Enterprise,599.0
U10440,2023-05-09,UK,Paid Social,Enterprise,599.0
U12458,2023-05-10,US,Paid Search,Starter,19.0
U13204,2023-05-10,UK,Organic,Starter,19.0
U13975,2023-05-10,ES,Paid Social,Pro,49.0
U12150,2023-05-10,CA,Email,Starter,19.0
U12427,2023-05-10,US,Paid Search,Business,199.0
U12333,2023-05-11,AU,Email,Pro,49.0
U13328,2023-05-11,CA,Email,Pro,49.0
U11157,2023-05-11,DE,Referral,Starter,19.0
U11298,2023-05-11,CA,Organic,Business,199.0
U10420,2023-05-12,US,Paid Search,Starter,19.0
U10344,2023-05-12,IN,Organic,Starter,19.0
U12423,2023-05-12,CA,Organic,Starter,19.0
U11595,2023-05-12,DE,Paid Search,Pro,49.0
U10981,2023-05-12,AU,Email,Starter,19.0
U10499,2023-05-13,CA,Paid Social,Pro,49.0
U15326,2023-05-13,US,Paid Search,Starter,19.0
U12050,2023-05-13,IN,Referral,Pro,49.0
U10665,2023-05-13,US,Organic,Pro,49.0
U12403,2023-05-13,US,Paid Social,Starter,19.0
U15306,2023-05-13,US,Email,Business,199.0
U10949,2023-05-13,FR,Organic,Business,199.0
U10515,2023-05-14,JP,Organic,Starter,19.0
U10373,2023-05-15,DE,Paid Social,Starter,19.0
U14033,2023-05-15,ES,Organic,Pro,49.0
U10258,2023-05-15,DE,Paid Social,Business,199.0
U13967,2023-05-15,UK,Paid Social,Starter,19.0
U15107,2023-05-16,US,Organic,Pro,49.0
U10391,2023-05-16,US,Paid Search,Enterprise,599.0
U13625,2023-05-16,AU,Referral,Starter,19.0
U12075,2023-05-16,US,Paid Social,Starter,19.0
U12506,2023-05-17,DE,Referral,Starter,19.0
U14847,2023-05-17,BR,Organic,Enterprise,599.0
U12807,2023-05-17,BR,Email,Starter,19.0
U10819,2023-05-17,BR,Organic,Starter,19.0
U10750,2023-05-17,BR,Paid Search,Starter,19.0
U14501,2023-05-17,CA,Organic,Pro,49.0
U12270,2023-05-17,FR,Paid Search,Pro,49.0
U11008,2023-05-18,UK,Paid Search,Starter,19.0
U14945,2023-05-18,CA,Organic,Starter,19.0
U11137,2023-05-18,DE,Paid Search,Starter,19.0
U13731,2023-05-18,DE,Organic,Business,199.0
U15405,2023-05-18,US,Paid Social,Starter,19.0
U15093,2023-05-19,ES,Organic,Starter,19.0
U11888,2023-05-19,FR,Organic,Pro,49.0
U14279,2023-05-19,US,Paid Search,Pro,49.0
U12259,2023-05-19,JP,Email,Starter,19.0
U11585,2023-05-19,US,Organic,Pro,49.0
U15209,2023-05-19,CA,Organic,Starter,19.0
U11797,2023-05-19,US,Organic,Starter,19.0
U12065,2023-05-20,US,Organic,Pro,49.0
U15540,2023-05-20,CA,Paid Search,Business,199.0
U12849,2023-05-20,UK,Paid Search,Pro,49.0
U12201,2023-05-20,JP,Paid Search,Pro,49.0
U11981,2023-05-21,US,Email,Starter,19.0
U14331,2023-05-21,JP,Paid Search,Starter,19.0
U13356,2023-05-21,JP,Organic,Business,199.0
U14389,2023-05-21,US,Paid Search,Business,199.0
U15294,2023-05-21,US,Organic,Pro,49.0
U13732,2023-05-21,CA,Paid Social,Starter,19.0
U10613,2023-05-21,AU,Affiliate,Pro,49.0
U15018,2023-05-22,US,Organic,Starter,19.0
U11993,2023-05-22,US,Referral,Starter,19.0
U12579,2023-05-22,IN,Organic,Pro,49.0
U15452,2023-05-22,US,Paid Search,Starter,19.0
U11967,2023-05-22,US,Organic,Enterprise,599.0
U13270,2023-05-22,IN,Organic,Starter,19.0
U11625,2023-05-22,CA,Paid Search,Pro,49.0
U11457,2023-05-23,UK,Referral,Pro,49.0
U14377,2023-05-23,IN,Affiliate,Starter,19.0
U12691,2023-05-23,IN,Paid Social,Starter,19.0
U13639,2023-05-24,US,Paid Search,Starter,19.0
U14711,2023-05-24,DE,Referral,Starter,19.0
U11958,2023-05-24,UK,Organic,Starter,19.0
U13908,2023-05-24,DE,Paid Social,Starter,19.0
U11082,2023-05-24,US,Organic,Business,199.0
U14078,2023-05-25,IN,Paid Social,Starter,19.0
U13355,2023-05-25,UK,Organic,Starter,19.0
U11389,2023-05-25,US,Organic,Starter,19.0
U11526,2023-05-25,ES,Paid Search,Pro,49.0
U13602,2023-05-25,CA,Referral,Pro,49.0
U12978,2023-05-25,US,Organic,Starter,19.0
U10030,2023-05-26,AU,Paid Social,Enterprise,599.0
U10671,2023-05-26,UK,Referral,Pro,49.0
U13729,2023-05-26,UK,Affiliate,Starter,19.0
U10357,2023-05-26,US,Organic,Starter,19.0
U10685,2023-05-26,AU,Referral,Starter,19.0
U10744,2023-05-26,ES,Organic,Pro,49.0
U12697,2023-05-27,US,Affiliate,Starter,19.0
U14346,2023-05-27,CA,Paid Social,Starter,19.0
U11805,2023-05-27,BR,Paid Social,Starter,19.0
U13155,2023-05-27,AU,Paid Social,Pro,49.0
U15140,2023-05-28,BR,Paid Social,Pro,49.0
U12956,2023-05-28,BR,Paid Search,Pro,49.0
U10316,2023-05-28,CA,Paid Search,Enterprise,599.0
U10014,2023-05-28,FR,Paid Social,Starter,19.0
