transaction_id,customer_id,transaction_date,plan,amount,type
6752,U10504,2022-11-10,Business,199.0,subscription
6753,U10504,2022-12-10,Business,199.0,subscription
6754,U10504,2023-01-10,Business,199.0,subscription
6755,U10504,2023-02-10,Business,199.0,subscription
6756,U10504,2023-03-10,Business,199.0,subscription
6757,U10504,2023-04-10,Business,199.0,subscription
6758,U10504,2023-05-10,Business,199.0,subscription
6759,U10504,2023-06-10,Business,199.0,subscription
6760,U10504,2023-07-10,Business,315.88,subscription+addon
6761,U10504,2023-08-10,Business,199.0,subscription
6762,U10504,2023-09-10,Business,289.01,subscription+addon
6763,U10504,2023-10-10,Business,199.0,subscription
6764,U10504,2023-11-10,Business,199.0,subscription
6765,U10504,2023-12-10,Business,199.0,subscription
6766,U10504,2024-01-10,Business,199.0,subscription
6767,U10504,2024-02-10,Business,283.75,subscription+addon
6768,U10504,2024-03-10,Business,199.0,subscription
6769,U10504,2024-04-10,Business,199.0,subscription
6770,U10504,2024-05-10,Business,199.0,subscription
6771,U10504,2024-06-10,Business,199.0,subscription
6772,U10504,2024-07-10,Business,199.0,subscription
6773,U10504,2024-08-10,Business,199.0,subscription
6774,U10504,2024-09-10,Business,199.0,subscription
6775,U10504,2024-10-10,Business,199.0,subscription
6776,U10504,2024-11-10,Business,199.0,subscription
6777,U10504,2024-12-10,Business,199.0,subscription
6778,U11812,2022-06-12,Business,199.0,subscription
6779,U11812,2022-07-12,Business,199.0,subscription
6780,U11812,2022-08-12,Business,199.0,subscription
6781,U11812,2022-09-12,Business,199.0,subscription
6782,U11812,2022-10-12,Business,199.0,subscription
6783,U11812,2022-11-12,Business,199.0,subscription
6784,U11812,2022-12-12,Business,233.45,subscription+addon
6785,U11812,2023-01-12,Business,199.0,subscription
6786,U11812,2023-02-12,Business,199.0,subscription
6787,U11812,2023-03-12,Business,307.51,subscription+addon
6788,U11812,2023-04-12,Business,304.01,subscription+addon
6789,U11812,2023-05-12,Business,199.0,subscription
6790,U11812,2023-06-12,Business,199.0,subscription
6791,U11812,2023-07-12,Business,199.0,subscription
6792,U11812,2023-08-12,Business,220.56,subscription+addon
6793,U11812,2023-09-12,Business,199.0,subscription
6794,U11812,2023-10-12,Business,290.97,subscription+addon
6795,U11812,2023-11-12,Business,199.0,subscription
6796,U11812,2023-12-12,Business,199.0,subscription
6797,U11812,2024-01-12,Business,275.16,subscription+addon
6798,U15304,2022-06-12,Business,299.72,subscription+addon
6799,U15304,2022-07-12,Business,199.0,subscription
6800,U15304,2022-08-12,Business,199.0,subscription
6801,U15304,2022-09-12,Business,199.0,subscription
6802,U15304,2022-10-12,Business,199.0,subscription
6803,U15304,2022-11-12,Business,286.37,subscription+addon
6804,U15304,2022-12-12,Business,199.0,subscription
6805,U15304,2023-01-12,Business,199.0,subscription
6806,U15304,2023-02-12,Business,199.0,subscription
6807,U15304,2023-03-12,Business,199.0,subscription
6808,U15304,2023-04-12,Business,199.0,subscription
6809,U15304,2023-05-12,Business,199.0,subscription
6810,U15304,2023-06-12,Business,199.0,subscription
6811,U15304,2023-07-12,Business,199.0,subscription
6812,U15304,2023-08-12,Business,199.0,subscription
6813,U15304,2023-09-12,Business,199.0,subscription
6814,U15304,2023-10-12,Business,199.0,subscription
6815,U15304,2023-11-12,Business,199.0,subscription
6816,U15304,2023-12-12,Business,199.0,subscription
6817,U15304,2024-01-12,Business,219.76,subscription+addon
6818,U15304,2024-02-12,Business,199.0,subscription
6819,U15304,2024-03-12,Business,199.0,subscription
6820,U15304,2024-04-12,Business,199.0,subscription
6821,U15304,2024-05-12,Business,199.0,subscription
6822,U15304,2024-06-12,Business,199.0,subscription
6823,U15304,2024-07-12,Business,199.0,subscription
6824,U15304,2024-08-12,Business,199.0,subscription
6825,U15304,2024-09-12,Business,310.47,subscription+addon
6826,U15304,2024-10-12,Business,199.0,subscription
6827,U15304,2024-11-12,Business,199.0,subscription
6828,U15304,2024-12-12,Business,199.0,subscription
6829,U12824,2022-06-12,Pro,49.0,subscription
6830,U12824,2022-07-12,Pro,104.62,subscription+addon
6831,U13214,2022-06-13,Starter,19.0,subscription
6832,U13214,2022-07-13,Starter,19.0,subscription
6833,U13214,2022-08-13,Starter,19.0,subscription
6834,U13214,2022-09-13,Starter,19.0,subscription
6835,U13214,2022-10-13,Starter,19.0,subscription
6836,U13214,2022-11-13,Starter,19.0,subscription
6837,U13214,2022-12-13,Starter,19.0,subscription
6838,U13214,2023-01-13,Starter,19.0,subscription
6839,U13214,2023-02-13,Starter,19.0,subscription
6840,U14842,2022-06-13,Pro,49.0,subscription
6841,U14842,2022-07-13,Pro,49.0,subscription
6842,U14842,2022-08-13,Pro,49.0,subscription
6843,U14842,2022-09-13,Pro,49.0,subscription
6844,U14842,2022-10-13,Pro,49.0,subscription
6845,U14842,2022-11-13,Pro,49.0,subscription
6846,U14842,2022-12-13,Pro,166.83,subscription+addon
6847,U14842,2023-01-13,Pro,49.0,subscription
6848,U14842,2023-02-13,Pro,49.0,subscription
6849,U14842,2023-03-13,Pro,49.0,subscription
6850,U15412,2022-06-14,Starter,19.0,subscription
6851,U15412,2022-07-14,Starter,19.0,subscription
6852,U15412,2022-08-14,Starter,19.0,subscription
6853,U15412,2022-09-14,Starter,19.0,subscription
6854,U15412,2022-10-14,Starter,65.9,subscription+addon
6855,U15412,2022-11-14,Starter,19.0,subscription
6856,U13761,2022-06-14,Pro,151.14,subscription+addon
6857,U13761,2022-07-14,Pro,49.0,subscription
6858,U13761,2022-08-14,Pro,49.0,subscription
6859,U13761,2022-09-14,Pro,49.0,subscription
6860,U13761,2022-10-14,Pro,49.0,subscription
6861,U13761,2022-11-14,Pro,49.0,subscription
6862,U13761,2022-12-14,Pro,49.0,subscription
6863,U13761,2023-01-14,Pro,49.0,subscription
6864,U13761,2023-02-14,Pro,49.0,subscription
6865,U13761,2023-03-14,Pro,49.0,subscription
6866,U13761,2023-04-14,Pro,49.0,subscription
6867,U13761,2023-05-14,Pro,49.0,subscription
6868,U13761,2023-06-14,Pro,119.93,subscription+addon
6869,U13761,2023-07-14,Pro,49.0,subscription
6870,U14756,2022-06-14,Starter,19.0,subscription
6871,U14756,2022-07-14,Starter,19.0,subscription
6872,U14756,2022-08-14,Starter,19.0,subscription
6873,U14756,2022-09-14,Starter,19.0,subscription
6874,U13909,2022-06-14,Business,199.0,subscription
6875,U13909,2022-07-14,Business,199.0,subscription
6876,U13909,2022-08-14,Business,199.0,subscription
6877,U13909,2022-09-14,Business,199.0,subscription
6878,U13909,2022-10-14,Business,297.26,subscription+addon
6879,U13909,2022-11-14,Business,199.0,subscription
6880,U13909,2022-12-14,Business,199.0,subscription
6881,U13909,2023-01-14,Business,199.0,subscription
6882,U13909,2023-02-14,Business,199.0,subscription
6883,U13909,2023-03-14,Business,199.0,subscription
6884,U13909,2023-04-14,Business,199.0,subscription
6885,U13909,2023-05-14,Business,199.0,subscription
6886,U10099,2022-06-15,Pro,49.0,subscription
6887,U10099,2022-07-15,Pro,49.0,subscription
6888,U10099,2022-08-15,Pro,49.0,subscription
6889,U10099,2022-09-15,Pro,49.0,subscription
6890,U10099,2022-10-15,Pro,49.0,subscription
6891,U10099,2022-11-15,Pro,49.0,subscription
6892,U10099,2022-12-15,Pro,49.0,subscription
6893,U10099,2023-01-15,Pro,49.0,subscription
6894,U10099,2023-02-15,Pro,49.0,subscription
6895,U10099,2023-03-15,Pro,49.0,subscription
6896,U10099,2023-04-15,Pro,49.0,subscription
6897,U10099,2023-05-15,Pro,49.0,subscription
6898,U10099,2023-06-15,Pro,49.0,subscription
6899,U10099,2023-07-15,Pro,49.0,subscription
6900,U10099,2023-08-15,Pro,49.0,subscription
6901,U10099,2023-09-15,Pro,49.0,subscription
6902,U10099,2023-10-15,Pro,49.0,subscription
6903,U10099,2023-11-15,Pro,49.0,subscription
6904,U10099,2023-12-15,Pro,49.0,subscription
6905,U10099,2024-01-15,Pro,49.0,subscription
6906,U10099,2024-02-15,Pro,49.0,subscription
6907,U10099,2024-03-15,Pro,97.28,subscription+addon
6908,U10099,2024-04-15,Pro,49.0,subscription
6909,U10099,2024-05-15,Pro,49.0,subscription
6910,U10099,2024-06-15,Pro,49.0,subscription
6911,U10099,2024-07-15,Pro,49.0,subscription
6912,U10099,2024-08-15,Pro,49.0,subscription
6913,U10099,2024-09-15,Pro,49.0,subscription
6914,U10099,2024-10-15,Pro,49.0,subscription
6915,U10099,2024-11-15,Pro,49.0,subscription
6916,U10099,2024-12-15,Pro,49.0,subscription
6917,U14990,2022-06-15,Business,249.91,subscription+addon
6918,U12985,2022-06-15,Pro,49.0,subscription
6919,U12985,2022-07-15,Pro,49.0,subscription
6920,U12985,2022-08-15,Pro,49.0,subscription
6921,U12985,2022-09-15,Pro,101.39,subscription+addon
6922,U12985,2022-10-15,Pro,49.0,subscription
6923,U12985,2022-11-15,Pro,49.0,subscription
6924,U12985,2022-12-15,Pro,49.0,subscription
6925,U12985,2023-01-15,Pro,49.0,subscription
6926,U12985,2023-02-15,Pro,49.0,subscription
6927,U12985,2023-03-15,Pro,49.0,subscription
6928,U12985,2023-04-15,Pro,49.0,subscription
6929,U12985,2023-05-15,Pro,49.0,subscription
6930,U12985,2023-06-15,Pro,49.0,subscription
6931,U12985,2023-07-15,Pro,49.0,subscription
6932,U12985,2023-08-15,Pro,49.0,subscription
6933,U12985,2023-09-15,Pro,49.0,subscription
6934,U12985,2023-10-15,Pro,49.0,subscription
6935,U12985,2023-11-15,Pro,49.0,subscription
6936,U12985,2023-12-15,Pro,49.0,subscription
6937,U12985,2024-01-15,Pro,49.0,subscription
6938,U12985,2024-02-15,Pro,49.0,subscription
6939,U12985,2024-03-15,Pro,49.0,subscription
6940,U12985,2024-04-15,Pro,121.33,subscription+addon
6941,U12985,2024-05-15,Pro,49.0,subscription
6942,U12985,2024-06-15,Pro,49.0,subscription
6943,U12985,2024-07-15,Pro,49.0,subscription
6944,U13903,2022-06-15,Business,199.0,subscription
6945,U13903,2022-07-15,Business,199.0,subscription
6946,U13903,2022-08-15,Business,199.0,subscription
6947,U13903,2022-09-15,Business,199.0,subscription
6948,U13903,2022-10-15,Business,199.0,subscription
6949,U13903,2022-11-15,Business,199.0,subscription
6950,U13903,2022-12-15,Business,199.0,subscription
6951,U13903,2023-01-15,Business,199.0,subscription
6952,U13903,2023-02-15,Business,199.0,subscription
6953,U13903,2023-03-15,Business,199.0,subscription
6954,U13903,2023-04-15,Business,199.0,subscription
6955,U13903,2023-05-15,Business,199.0,subscription
6956,U13903,2023-06-15,Business,199.0,subscription
6957,U13447,2022-06-15,Starter,19.0,subscription
6958,U13447,2022-07-15,Starter,19.0,subscription
6959,U13447,2022-08-15,Starter,19.0,subscription
6960,U13447,2022-09-15,Starter,19.0,subscription
6961,U13447,2022-10-15,Starter,19.0,subscription
6962,U12094,2022-06-15,Starter,19.0,subscription
6963,U12094,2022-07-15,Starter,19.0,subscription
6964,U12094,2022-08-15,Starter,130.67,subscription+addon
6965,U12094,2022-09-15,Starter,19.0,subscription
6966,U12094,2022-10-15,Starter,19.0,subscription
6967,U12094,2022-11-15,Starter,19.0,subscription
6968,U12094,2022-12-15,Starter,115.79,subscription+addon
6969,U12094,2023-01-15,Starter,19.0,subscription
6970,U12094,2023-02-15,Starter,19.0,subscription
6971,U12094,2023-03-15,Starter,19.0,subscription
6972,U12094,2023-04-15,Starter,19.0,subscription
6973,U12094,2023-05-15,Starter,19.0,subscription
6974,U15061,2022-06-16,Starter,19.0,subscription
6975,U15061,2022-07-16,Starter,19.0,subscription
6976,U15061,2022-08-16,Starter,19.0,subscription
6977,U15061,2022-09-16,Starter,19.0,subscription
6978,U15061,2022-10-16,Starter,19.0,subscription
6979,U15061,2022-11-16,Starter,19.0,subscription
6980,U15061,2022-12-16,Starter,19.0,subscription
6981,U15061,2023-01-16,Starter,19.0,subscription
6982,U15061,2023-02-16,Starter,63.25,subscription+addon
6983,U15061,2023-03-16,Starter,19.0,subscription
6984,U15061,2023-04-16,Starter,19.0,subscription
6985,U15061,2023-05-16,Starter,19.0,subscription
6986,U15061,2023-06-16,Starter,19.0,subscription
6987,U15061,2023-07-16,Starter,19.0,subscription
6988,U15061,2023-08-16,Starter,19.0,subscription
6989,U15061,2023-09-16,Starter,90.03,subscription+addon
6990,U15061,2023-10-16,Starter,19.0,subscription
6991,U13725,2022-06-16,Business,199.0,subscription
6992,U13725,2022-07-16,Business,199.0,subscription
6993,U13725,2022-08-16,Business,199.0,subscription
6994,U13725,2022-09-16,Business,312.69,subscription+addon
6995,U13725,2022-10-16,Business,313.86,subscription+addon
6996,U13725,2022-11-16,Business,199.0,subscription
6997,U13725,2022-12-16,Business,199.0,subscription
6998,U13725,2023-01-16,Business,199.0,subscription
6999,U13725,2023-02-16,Business,199.0,subscription
7000,U13725,2023-03-16,Business,199.0,subscription
7001,U13725,2023-04-16,Business,229.58,subscription+addon
7002,U13725,2023-05-16,Business,199.0,subscription
7003,U13725,2023-06-16,Business,199.0,subscription
7004,U13725,2023-07-16,Business,246.69,subscription+addon
7005,U13725,2023-08-16,Business,199.0,subscription
7006,U13725,2023-09-16,Business,199.0,subscription
7007,U13725,2023-10-16,Business,199.0,subscription
7008,U13725,2023-11-16,Business,199.0,subscription
7009,U13725,2023-12-16,Business,199.0,subscription
7010,U13725,2024-01-16,Business,199.0,subscription
7011,U13725,2024-02-16,Business,199.0,subscription
7012,U13725,2024-03-16,Business,199.0,subscription
7013,U13725,2024-04-16,Business,199.0,subscription
7014,U13725,2024-05-16,Business,199.0,subscription
7015,U15322,2022-06-16,Starter,19.0,subscription
7016,U15322,2022-07-16,Starter,19.0,subscription
7017,U15322,2022-08-16,Starter,19.0,subscription
7018,U15322,2022-09-16,Starter,19.0,subscription
7019,U15322,2022-10-16,Starter,19.0,subscription
7020,U15322,2022-11-16,Starter,58.94,subscription+addon
7021,U15322,2022-12-16,Starter,19.0,subscription
7022,U15322,2023-01-16,Starter,19.0,subscription
7023,U15322,2023-02-16,Starter,19.0,subscription
7024,U15322,2023-03-16,Starter,19.0,subscription
7025,U15322,2023-04-16,Starter,19.0,subscription
7026,U15322,2023-05-16,Starter,19.0,subscription
7027,U13077,2022-06-16,Pro,49.0,subscription
7028,U13077,2022-07-16,Pro,49.0,subscription
7029,U13077,2022-08-16,Pro,49.0,subscription
7030,U13077,2022-09-16,Pro,76.27,subscription+addon
7031,U13668,2022-06-17,Starter,19.0,subscription
7032,U13668,2022-07-17,Starter,55.26,subscription+addon
7033,U13668,2022-08-17,Starter,19.0,subscription
7034,U13668,2022-09-17,Starter,19.0,subscription
7035,U13668,2022-10-17,Starter,19.0,subscription
7036,U13668,2022-11-17,Starter,19.0,subscription
7037,U13668,2022-12-17,Starter,19.0,subscription
7038,U13668,2023-01-17,Starter,19.0,subscription
7039,U13668,2023-02-17,Starter,19.0,subscription
7040,U13668,2023-03-17,Starter,19.0,subscription
7041,U10989,2022-06-17,Starter,19.0,subscription
7042,U10989,2022-07-17,Starter,19.0,subscription
7043,U12346,2022-06-17,Starter,19.0,subscription
7044,U12346,2022-07-17,Starter,19.0,subscription
7045,U12346,2022-08-17,Starter,19.0,subscription
7046,U12346,2022-09-17,Starter,19.0,subscription
7047,U12346,2022-10-17,Starter,19.0,subscription
7048,U12346,2022-11-17,Starter,19.0,subscription
7049,U12346,2022-12-17,Starter,19.0,subscription
7050,U12346,2023-01-17,Starter,19.0,subscription
7051,U12346,2023-02-17,Starter,19.0,subscription
7052,U12346,2023-03-17,Starter,19.0,subscription
7053,U12346,2023-04-17,Starter,69.37,subscription+addon
7054,U12346,2023-05-17,Starter,19.0,subscription
7055,U10324,2022-06-17,Starter,19.0,subscription
7056,U10324,2022-07-17,Starter,19.0,subscription
7057,U10324,2022-08-17,Starter,19.0,subscription
7058,U10324,2022-09-17,Starter,19.0,subscription
7059,U10324,2022-10-17,Starter,19.0,subscription
7060,U12379,2022-06-17,Enterprise,599.0,subscription
7061,U12379,2022-07-17,Enterprise,599.0,subscription
7062,U12379,2022-08-17,Enterprise,599.0,subscription
7063,U12379,2022-09-17,Enterprise,599.0,subscription
7064,U12379,2022-10-17,Enterprise,599.0,subscription
7065,U12379,2022-11-17,Enterprise,599.0,subscription
7066,U12379,2022-12-17,Enterprise,599.0,subscription
7067,U12379,2023-01-17,Enterprise,599.0,subscription
7068,U12379,2023-02-17,Enterprise,599.0,subscription
7069,U12379,2023-03-17,Enterprise,599.0,subscription
7070,U12379,2023-04-17,Enterprise,599.0,subscription
7071,U12379,2023-05-17,Enterprise,599.0,subscription
7072,U12379,2023-06-17,Enterprise,599.0,subscription
7073,U12379,2023-07-17,Enterprise,599.0,subscription
7074,U12379,2023-08-17,Enterprise,599.0,subscription
7075,U12379,2023-09-17,Enterprise,599.0,subscription
7076,U12379,2023-10-17,Enterprise,599.0,subscription
7077,U12379,2023-11-17,Enterprise,599.0,subscription
7078,U12379,2023-12-17,Enterprise,599.0,subscription
7079,U12379,2024-01-17,Enterprise,599.0,subscription
7080,U12379,2024-02-17,Enterprise,599.0,subscription
7081,U12379,2024-03-17,Enterprise,599.0,subscription
7082,U12379,2024-04-17,Enterprise,599.0,subscription
7083,U12379,2024-05-17,Enterprise,599.0,subscription
7084,U12379,2024-06-17,Enterprise,599.0,subscription
7085,U12379,2024-07-17,Enterprise,599.0,subscription
7086,U12379,2024-08-17,Enterprise,599.0,subscription
7087,U12379,2024-09-17,Enterprise,599.0,subscription
7088,U12379,2024-10-17,Enterprise,599.0,subscription
7089,U12379,2024-11-17,Enterprise,599.0,subscription
7090,U12379,2024-12-17,Enterprise,599.0,subscription
7091,U11212,2022-06-18,Starter,88.36,subscription+addon
7092,U11212,2022-07-18,Starter,19.0,subscription
7093,U11212,2022-08-18,Starter,19.0,subscription
7094,U11212,2022-09-18,Starter,19.0,subscription
7095,U11664,2022-06-19,Business,199.0,subscription
7096,U11664,2022-07-19,Business,199.0,subscription
7097,U11664,2022-08-19,Business,199.0,subscription
7098,U11664,2022-09-19,Business,199.0,subscription
7099,U11664,2022-10-19,Business,199.0,subscription
7100,U11664,2022-11-19,Business,199.0,subscription
7101,U11664,2022-12-19,Business,199.0,subscription
7102,U11664,2023-01-19,Business,199.0,subscription
7103,U11664,2023-02-19,Business,199.0,subscription
7104,U11664,2023-03-19,Business,199.0,subscription
7105,U11664,2023-04-19,Business,199.0,subscription
7106,U11664,2023-05-19,Business,199.0,subscription
7107,U11664,2023-06-19,Business,199.0,subscription
7108,U11664,2023-07-19,Business,199.0,subscription
7109,U11664,2023-08-19,Business,199.0,subscription
7110,U11664,2023-09-19,Business,199.0,subscription
7111,U10059,2022-06-19,Pro,49.0,subscription
7112,U10059,2022-07-19,Pro,49.0,subscription
7113,U10059,2022-08-19,Pro,49.0,subscription
7114,U10059,2022-09-19,Pro,49.0,subscription
7115,U10059,2022-10-19,Pro,49.0,subscription
7116,U15558,2022-06-19,Starter,19.0,subscription
7117,U15558,2022-07-19,Starter,19.0,subscription
7118,U15558,2022-08-19,Starter,19.0,subscription
7119,U15558,2022-09-19,Starter,19.0,subscription
7120,U15558,2022-10-19,Starter,19.0,subscription
7121,U12021,2022-06-19,Starter,19.0,subscription
7122,U13051,2022-06-19,Pro,49.0,subscription
7123,U13051,2022-07-19,Pro,49.0,subscription
7124,U13051,2022-08-19,Pro,49.0,subscription
7125,U13051,2022-09-19,Pro,49.0,subscription
7126,U13051,2022-10-19,Pro,49.0,subscription
7127,U13051,2022-11-19,Pro,49.0,subscription
7128,U13051,2022-12-19,Pro,49.0,subscription
7129,U13051,2023-01-19,Pro,49.0,subscription
7130,U13051,2023-02-19,Pro,49.0,subscription
7131,U13051,2023-03-19,Pro,49.0,subscription
7132,U13051,2023-04-19,Pro,49.0,subscription
7133,U13051,2023-05-19,Pro,49.0,subscription
7134,U13051,2023-06-19,Pro,49.0,subscription
7135,U13051,2023-07-19,Pro,49.0,subscription
7136,U13051,2023-08-19,Pro,49.0,subscription
7137,U13051,2023-09-19,Pro,49.0,subscription
7138,U13051,2023-10-19,Pro,49.0,subscription
7139,U13051,2023-11-19,Pro,49.0,subscription
7140,U13051,2023-12-19,Pro,49.0,subscription
7141,U13051,2024-01-19,Pro,49.0,subscription
7142,U13051,2024-02-19,Pro,49.0,subscription
7143,U13051,2024-03-19,Pro,49.0,subscription
7144,U13051,2024-04-19,Pro,49.0,subscription
7145,U13051,2024-05-19,Pro,49.0,subscription
7146,U13051,2024-06-19,Pro,49.0,subscription
7147,U13051,2024-07-19,Pro,49.0,subscription
7148,U13051,2024-08-19,Pro,49.0,subscription
7149,U13051,2024-09-19,Pro,49.0,subscription
7150,U13051,2024-10-19,Pro,49.0,subscription
7151,U13051,2024-11-19,Pro,49.0,subscription
7152,U13051,2024-12-19,Pro,49.0,subscription
7153,U13828,2022-06-19,Business,199.0,subscription
7154,U13828,2022-07-19,Business,199.0,subscription
7155,U13828,2022-08-19,Business,199.0,subscription
7156,U13828,2022-09-19,Business,199.0,subscription
7157,U13828,2022-10-19,Business,199.0,subscription
7158,U13828,2022-11-19,Business,199.0,subscription
7159,U13828,2022-12-19,Business,199.0,subscription
7160,U13828,2023-01-19,Business,199.0,subscription
7161,U13828,2023-02-19,Business,199.0,subscription
7162,U13828,2023-03-19,Business,199.0,subscription
7163,U13828,2023-04-19,Business,199.0,subscription
7164,U13828,2023-05-19,Business,199.0,subscription
7165,U13828,2023-06-19,Business,199.0,subscription
7166,U13828,2023-07-19,Business,199.0,subscription
7167,U13828,2023-08-19,Business,314.69,subscription+addon
7168,U13828,2023-09-19,Business,199.0,subscription
7169,U13828,2023-10-19,Business,199.0,subscription
7170,U13828,2023-11-19,Business,199.0,subscription
7171,U13828,2023-12-19,Business,199.0,subscription
7172,U13828,2024-01-19,Business,199.0,subscription
7173,U13828,2024-02-19,Business,199.0,subscription
7174,U13828,2024-03-19,Business,315.42,subscription+addon
7175,U13828,2024-04-19,Business,262.07,subscription+addon
7176,U13828,2024-05-19,Business,199.0,subscription
7177,U13828,2024-06-19,Business,199.0,subscription
7178,U13828,2024-07-19,Business,199.0,subscription
7179,U13828,2024-08-19,Business,199.0,subscription
7180,U13828,2024-09-19,Business,237.15,subscription+addon
7181,U13828,2024-10-19,Business,199.0,subscription
7182,U13828,2024-11-19,Business,199.0,subscription
7183,U13828,2024-12-19,Business,199.0,subscription
7184,U11987,2022-06-20,Starter,19.0,subscription
7185,U11987,2022-07-20,Starter,43.19,subscription+addon
7186,U11987,2022-08-20,Starter,19.0,subscription
7187,U11987,2022-09-20,Starter,19.0,subscription
7188,U11987,2022-10-20,Starter,19.0,subscription
7189,U11987,2022-11-20,Starter,19.0,subscription
7190,U11987,2022-12-20,Starter,19.0,subscription
7191,U11047,2022-06-21,Pro,49.0,subscription
7192,U11047,2022-07-21,Pro,49.0,subscription
7193,U11047,2022-08-21,Pro,49.0,subscription
7194,U11047,2022-09-21,Pro,49.0,subscription
7195,U11047,2022-10-21,Pro,49.0,subscription
7196,U11047,2022-11-21,Pro,112.35,subscription+addon
7197,U11047,2022-12-21,Pro,49.0,subscription
7198,U11047,2023-01-21,Pro,49.0,subscription
7199,U11047,2023-02-21,Pro,49.0,subscription
7200,U14619,2022-06-21,Starter,19.0,subscription
7201,U14619,2022-07-21,Starter,19.0,subscription
7202,U14619,2022-08-21,Starter,19.0,subscription
7203,U14619,2022-09-21,Starter,19.0,subscription
7204,U14619,2022-10-21,Starter,19.0,subscription
7205,U14619,2022-11-21,Starter,19.0,subscription
7206,U14619,2022-12-21,Starter,19.0,subscription
7207,U14619,2023-01-21,Starter,19.0,subscription
7208,U14619,2023-02-21,Starter,132.85,subscription+addon
7209,U14619,2023-03-21,Starter,19.0,subscription
7210,U14619,2023-04-21,Starter,19.0,subscription
7211,U14619,2023-05-21,Starter,19.0,subscription
7212,U14619,2023-06-21,Starter,19.0,subscription
7213,U14619,2023-07-21,Starter,19.0,subscription
7214,U14619,2023-08-21,Starter,19.0,subscription
7215,U14619,2023-09-21,Starter,19.0,subscription
7216,U11146,2022-06-21,Business,199.0,subscription
7217,U11146,2022-07-21,Business,199.0,subscription
7218,U11146,2022-08-21,Business,199.0,subscription
7219,U11146,2022-09-21,Business,199.0,subscription
7220,U11146,2022-10-21,Business,199.0,subscription
7221,U11146,2022-11-21,Business,199.0,subscription
7222,U11146,2022-12-21,Business,199.0,subscription
7223,U11146,2023-01-21,Business,199.0,subscription
7224,U11146,2023-02-21,Business,199.0,subscription
7225,U11146,2023-03-21,Business,199.0,subscription
7226,U11146,2023-04-21,Business,199.0,subscription
7227,U11146,2023-05-21,Business,199.0,subscription
7228,U11146,2023-06-21,Business,199.0,subscription
7229,U11146,2023-07-21,Business,199.0,subscription
7230,U11146,2023-08-21,Business,199.0,subscription
7231,U11146,2023-09-21,Business,199.0,subscription
7232,U11146,2023-10-21,Business,199.0,subscription
7233,U11146,2023-11-21,Business,199.0,subscription
7234,U11146,2023-12-21,Business,199.0,subscription
7235,U11146,2024-01-21,Business,199.0,subscription
7236,U11146,2024-02-21,Business,199.0,subscription
7237,U11146,2024-03-21,Business,199.0,subscription
7238,U11146,2024-04-21,Business,199.0,subscription
7239,U11146,2024-05-21,Business,199.0,subscription
7240,U11146,2024-06-21,Business,199.0,subscription
7241,U11146,2024-07-21,Business,199.0,subscription
7242,U11146,2024-08-21,Business,199.0,subscription
7243,U11146,2024-09-21,Business,199.0,subscription
7244,U11146,2024-10-21,Business,199.0,subscription
7245,U11146,2024-11-21,Business,199.0,subscription
7246,U11146,2024-12-21,Business,199.0,subscription
7247,U11197,2022-06-23,Starter,19.0,subscription
7248,U11197,2022-07-23,Starter,19.0,subscription
7249,U11197,2022-08-23,Starter,19.0,subscription
7250,U11197,2022-09-23,Starter,19.0,subscription
7251,U11197,2022-10-23,Starter,19.0,subscription
7252,U11197,2022-11-23,Starter,19.0,subscription
7253,U11197,2022-12-23,Starter,19.0,subscription
7254,U11197,2023-01-23,Starter,19.0,subscription
7255,U11197,2023-02-23,Starter,19.0,subscription
7256,U11197,2023-03-23,Starter,19.0,subscription
7257,U11197,2023-04-23,Starter,19.0,subscription
7258,U11197,2023-05-23,Starter,19.0,subscription
7259,U11197,2023-06-23,Starter,19.0,subscription
7260,U11197,2023-07-23,Starter,102.79,subscription+addon
7261,U11197,2023-08-23,Starter,19.0,subscription
7262,U11197,2023-09-23,Starter,19.0,subscription
7263,U11197,2023-10-23,Starter,19.0,subscription
7264,U11197,2023-11-23,Starter,19.0,subscription
7265,U11197,2023-12-23,Starter,19.0,subscription
7266,U11197,2024-01-23,Starter,19.0,subscription
7267,U11197,2024-02-23,Starter,19.0,subscription
7268,U11197,2024-03-23,Starter,19.0,subscription
7269,U11197,2024-04-23,Starter,19.0,subscription
7270,U11197,2024-05-23,Starter,19.0,subscription
7271,U11197,2024-06-23,Starter,19.0,subscription
7272,U11197,2024-07-23,Starter,19.0,subscription
7273,U11197,2024-08-23,Starter,19.0,subscription
7274,U11197,2024-09-23,Starter,19.0,subscription
7275,U11197,2024-10-23,Starter,134.83,subscription+addon
7276,U11197,2024-11-23,Starter,19.0,subscription
7277,U11197,2024-12-23,Starter,19.0,subscription
7278,U12787,2022-06-23,Pro,49.0,subscription
7279,U12787,2022-07-23,Pro,49.0,subscription
7280,U12787,2022-08-23,Pro,49.0,subscription
7281,U12787,2022-09-23,Pro,49.0,subscription
7282,U12787,2022-10-23,Pro,49.0,subscription
7283,U12787,2022-11-23,Pro,49.0,subscription
7284,U12787,2022-12-23,Pro,49.0,subscription
7285,U12787,2023-01-23,Pro,49.0,subscription
7286,U12787,2023-02-23,Pro,49.0,subscription
7287,U12787,2023-03-23,Pro,49.0,subscription
7288,U12787,2023-04-23,Pro,49.0,subscription
