shipment_id,order_id,order_date,ship_date,delivery_date,warehouse_id,warehouse_city,region,carrier,product_line,processing_days,transit_days,total_days,shipping_cost,status
S203702,O503702,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-27 11:45:49.024380571,WH-AMS,Amsterdam,Europe,UPS,Sports,2.0,2.49,4.49,13.67,On-time
S209370,O509370,2024-02-23,2024-02-25 00:43:12.000000000,2024-02-29 19:26:44.131128979,WH-SIN,Singapore,APAC,USPS,Apparel,2.03,4.78,6.81,18.6,On-time
S227914,O527914,2024-02-23,2024-02-25 02:52:48.000000000,,WH-AMS,Amsterdam,Europe,UPS,Beauty,2.12,2.08,4.2,15.62,Failed
S223053,O523053,2024-02-23,2024-02-24 05:16:48.000000000,2024-02-26 12:18:11.218681465,WH-NYC,New York,North America,USPS,Beauty,1.22,2.29,3.51,12.02,On-time
S208960,O508960,2024-02-23,2024-02-24 00:00:00.000000000,2024-02-26 01:13:48.657776574,WH-LAX,Los Angeles,North America,DHL,Apparel,1.0,2.05,3.05,10.51,On-time
S221745,O521745,2024-02-23,2024-02-24 00:00:00.000000000,2024-02-27 07:35:03.882669645,WH-LAX,Los Angeles,North America,UPS,Apparel,1.0,3.32,4.32,10.95,On-time
S209744,O509744,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-29 00:38:24.123995554,WH-SIN,Singapore,APAC,FedEx,Beauty,2.0,4.03,6.03,20.12,On-time
S211166,O511166,2024-02-23,2024-02-26 15:16:36.897379233,2024-02-29 17:51:44.065892712,WH-NYC,New York,North America,Local,Sports,3.64,3.11,6.74,9.57,On-time
S224088,O524088,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-28 11:27:46.531685180,WH-SIN,Singapore,APAC,DHL,Electronics,2.0,3.48,5.48,13.82,On-time
S228767,O528767,2024-02-23,2024-02-27 15:14:20.752316223,2024-03-02 22:36:39.494421463,WH-SIN,Singapore,APAC,USPS,Home,4.63,4.31,8.94,17.78,Late
S213088,O513088,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-28 17:59:16.782688118,WH-SIN,Singapore,APAC,USPS,Electronics,2.0,3.75,5.75,18.89,On-time
S224861,O524861,2024-02-23,2024-02-27 17:46:29.427605434,2024-03-03 23:25:43.454423915,WH-SAO,Sao Paulo,LATAM,Local,Electronics,4.74,5.24,9.98,16.21,Late
S211018,O511018,2024-02-23,2024-02-24 00:28:48.000000000,2024-02-26 10:44:52.696905581,WH-NYC,New York,North America,UPS,Apparel,1.02,2.43,3.45,11.59,On-time
S223074,O523074,2024-02-23,2024-02-25 01:12:00.000000000,,WH-SIN,Singapore,APAC,Local,Sports,2.05,5.08,7.13,12.65,Failed
S225870,O525870,2024-02-23,2024-02-24 00:00:00.000000000,2024-02-26 19:48:17.123075395,WH-NYC,New York,North America,Local,Apparel,1.0,2.83,3.83,6.57,On-time
S228673,O528673,2024-02-23,2024-02-25 00:28:48.000000000,2024-02-29 07:00:46.324206074,WH-SIN,Singapore,APAC,UPS,Home,2.02,4.27,6.29,20.6,On-time
S224913,O524913,2024-02-23,2024-02-24 00:00:00.000000000,2024-02-25 23:36:38.791617505,WH-LAX,Los Angeles,North America,FedEx,Sports,1.0,1.98,2.98,10.09,On-time
S224355,O524355,2024-02-23,2024-02-28 22:32:16.046802631,2024-03-03 20:04:46.172844044,WH-SAO,Sao Paulo,LATAM,USPS,Electronics,5.94,3.9,9.84,18.29,Late
S226482,O526482,2024-02-23,2024-02-25 00:28:48.000000000,2024-02-29 23:24:49.345463476,WH-SIN,Singapore,APAC,DHL,Apparel,2.02,4.96,6.98,18.91,On-time
S225166,O525166,2024-02-23,2024-02-25 14:38:24.000000000,2024-02-29 23:22:32.807050867,WH-SIN,Singapore,APAC,USPS,Electronics,2.61,4.36,6.97,18.57,On-time
S228917,O528917,2024-02-23,2024-02-25 07:40:48.000000000,2024-02-28 18:34:27.242933315,WH-SIN,Singapore,APAC,FedEx,Beauty,2.32,3.45,5.77,18.92,On-time
S208276,O508276,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-27 06:16:39.730493207,WH-LON,London,Europe,USPS,Apparel,2.0,2.26,4.26,14.45,On-time
S203358,O503358,2024-02-23,2024-02-25 04:19:12.000000000,2024-02-29 02:27:49.607482204,WH-SIN,Singapore,APAC,DHL,Apparel,2.18,3.92,6.1,21.53,On-time
S205838,O505838,2024-02-23,2024-02-25 14:52:48.000000000,2024-02-27 00:00:07.681976193,WH-LON,London,Europe,DHL,Electronics,2.62,1.38,4.0,11.9,On-time
S220800,O520800,2024-02-23,2024-02-24 07:40:48.000000000,2024-02-27 20:57:50.164537207,WH-LAX,Los Angeles,North America,UPS,Sports,1.32,3.55,4.87,11.99,On-time
S214792,O514792,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-27 14:12:32.280604205,WH-AMS,Amsterdam,Europe,DHL,Apparel,2.0,2.59,4.59,10.52,On-time
S223981,O523981,2024-02-23,2024-02-24 00:00:00.000000000,2024-02-26 07:30:13.720802898,WH-LAX,Los Angeles,North America,FedEx,Sports,1.0,2.31,3.31,12.08,On-time
S201075,O501075,2024-02-23,2024-02-24 05:02:24.000000000,2024-02-26 15:48:39.763825531,WH-LAX,Los Angeles,North America,DHL,Sports,1.21,2.45,3.66,13.01,On-time
S225041,O525041,2024-02-23,2024-02-25 01:12:00.000000000,2024-02-29 13:31:46.775923852,WH-AMS,Amsterdam,Europe,Local,Electronics,2.05,4.51,6.56,5.73,On-time
S215543,O515543,2024-02-23,2024-02-24 00:00:00.000000000,2024-02-26 01:33:33.538605315,WH-NYC,New York,North America,DHL,Sports,1.0,2.06,3.06,11.06,On-time
S229411,O529411,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-26 23:14:20.311513529,WH-AMS,Amsterdam,Europe,DHL,Electronics,2.0,1.97,3.97,15.43,On-time
S218493,O518493,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-28 08:15:28.282565698,WH-SIN,Singapore,APAC,DHL,Home,2.0,3.34,5.34,18.06,On-time
S214773,O514773,2024-02-23,2024-02-24 12:43:12.000000000,2024-02-26 14:44:37.090035199,WH-NYC,New York,North America,Local,Sports,1.53,2.08,3.61,7.3,On-time
S226705,O526705,2024-02-23,2024-02-24 08:52:48.000000000,2024-02-26 21:17:01.885039235,WH-LAX,Los Angeles,North America,USPS,Home,1.37,2.52,3.89,7.69,On-time
S228581,O528581,2024-02-23,2024-02-26 00:00:00.000000000,2024-03-01 15:52:02.560713945,WH-SAO,Sao Paulo,LATAM,UPS,Sports,3.0,4.66,7.66,18.09,Late
S214757,O514757,2024-02-23,2024-02-25 00:28:48.000000000,2024-02-27 10:14:03.757342940,WH-LON,London,Europe,DHL,Sports,2.02,2.41,4.43,10.39,On-time
S208897,O508897,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-27 19:19:07.931736007,WH-LON,London,Europe,UPS,Beauty,2.0,2.8,4.8,12.61,On-time
S228001,O528001,2024-02-23,2024-02-24 06:28:48.000000000,2024-02-26 02:41:34.340979580,WH-NYC,New York,North America,DHL,Sports,1.27,1.84,3.11,12.92,On-time
S215857,O515857,2024-02-23,2024-02-25 03:07:12.000000000,2024-02-29 23:03:34.565185644,WH-SIN,Singapore,APAC,UPS,Electronics,2.13,4.83,6.96,17.78,On-time
S200564,O500564,2024-02-23,2024-02-27 15:39:18.999258537,2024-02-29 19:55:13.818897197,WH-LON,London,Europe,FedEx,Sports,4.65,2.18,6.83,11.97,On-time
S227050,O527050,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-28 14:34:35.471870149,WH-SIN,Singapore,APAC,FedEx,Beauty,2.0,3.61,5.61,19.51,On-time
S203757,O503757,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-27 22:22:51.491499902,WH-LON,London,Europe,UPS,Apparel,2.0,2.93,4.93,14.13,On-time
S214894,O514894,2024-02-23,2024-02-25 03:50:24.000000000,2024-02-27 01:06:15.496481240,WH-AMS,Amsterdam,Europe,FedEx,Electronics,2.16,1.89,4.05,13.92,On-time
S224162,O524162,2024-02-23,2024-02-25 07:12:00.000000000,2024-02-27 03:40:55.500517839,WH-AMS,Amsterdam,Europe,DHL,Electronics,2.3,1.85,4.15,14.38,On-time
S207007,O507007,2024-02-23,2024-02-24 00:00:00.000000000,2024-02-26 22:04:23.998775174,WH-LAX,Los Angeles,North America,Local,Beauty,1.0,2.92,3.92,6.1,On-time
S203556,O503556,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-26 21:27:53.008555800,WH-AMS,Amsterdam,Europe,FedEx,Sports,2.0,1.89,3.89,11.89,On-time
S209708,O509708,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-27 10:22:32.295315293,WH-LON,London,Europe,UPS,Beauty,2.0,2.43,4.43,13.87,On-time
S226871,O526871,2024-02-23,2024-02-25 02:24:00.000000000,2024-03-01 09:12:45.380152995,WH-SIN,Singapore,APAC,USPS,Beauty,2.1,5.28,7.38,18.15,Late
S218881,O518881,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-28 06:34:25.877294673,WH-SIN,Singapore,APAC,DHL,Sports,2.0,3.27,5.27,14.65,On-time
S223012,O523012,2024-02-23,2024-02-24 00:00:00.000000000,2024-02-25 13:56:14.782269946,WH-NYC,New York,North America,DHL,Electronics,1.0,1.58,2.58,11.64,On-time
S205757,O505757,2024-02-23,2024-02-25 03:21:36.000000000,2024-02-26 20:44:42.827909061,WH-LON,London,Europe,DHL,Sports,2.14,1.72,3.86,13.39,On-time
S214609,O514609,2024-02-23,2024-02-25 23:16:48.000000000,2024-03-01 20:39:35.508064481,WH-SIN,Singapore,APAC,USPS,Sports,2.97,4.89,7.86,13.84,Late
S202799,O502799,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-26 23:39:12.267388391,WH-LON,London,Europe,DHL,Sports,2.0,1.99,3.99,10.53,On-time
S223303,O523303,2024-02-23,2024-02-25 04:04:48.000000000,2024-02-28 09:48:37.829588454,WH-LON,London,Europe,UPS,Sports,2.17,3.24,5.41,11.43,On-time
S226639,O526639,2024-02-23,2024-02-26 01:18:13.333317217,2024-02-29 18:14:07.109205284,WH-LAX,Los Angeles,North America,Local,Beauty,3.05,3.71,6.76,9.48,On-time
S220958,O520958,2024-02-23,2024-02-25 05:16:48.000000000,2024-02-26 23:50:25.679207022,WH-AMS,Amsterdam,Europe,Local,Electronics,2.22,1.77,3.99,5.84,On-time
S202601,O502601,2024-02-23,2024-02-24 00:00:00.000000000,2024-02-27 21:57:50.770001799,WH-NYC,New York,North America,UPS,Electronics,1.0,3.92,4.92,12.71,On-time
S213526,O513526,2024-02-23,2024-02-25 06:28:48.000000000,2024-02-28 12:42:12.164735669,WH-LON,London,Europe,Local,Sports,2.27,3.26,5.53,8.01,On-time
S210398,O510398,2024-02-23,2024-02-24 00:00:00.000000000,2024-02-26 21:44:58.328230208,WH-NYC,New York,North America,Local,Sports,1.0,2.91,3.91,6.87,On-time
S203455,O503455,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-27 10:19:33.861724443,WH-AMS,Amsterdam,Europe,DHL,Home,2.0,2.43,4.43,12.29,On-time
S202862,O502862,2024-02-23,2024-02-25 12:57:36.000000000,2024-02-27 21:23:23.491535645,WH-AMS,Amsterdam,Europe,USPS,Home,2.54,2.35,4.89,11.62,On-time
S210645,O510645,2024-02-23,2024-02-24 00:00:00.000000000,,WH-NYC,New York,North America,UPS,Beauty,1.0,2.42,3.42,9.88,Failed
S225408,O525408,2024-02-23,2024-02-25 06:57:36.000000000,2024-02-27 06:14:05.332915875,WH-LON,London,Europe,USPS,Home,2.29,1.97,4.26,12.33,On-time
S229675,O529675,2024-02-23,2024-02-25 02:38:24.000000000,2024-02-27 19:42:12.131490767,WH-AMS,Amsterdam,Europe,DHL,Apparel,2.11,2.71,4.82,11.2,On-time
S201387,O501387,2024-02-23,2024-02-26 00:00:00.000000000,2024-02-29 23:58:19.046255940,WH-SAO,Sao Paulo,LATAM,DHL,Home,3.0,4.0,7.0,17.63,On-time
S225243,O525243,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-29 04:59:40.943430539,WH-SIN,Singapore,APAC,DHL,Electronics,2.0,4.21,6.21,18.6,On-time
S222110,O522110,2024-02-23,2024-02-26 03:50:24.000000000,2024-03-01 19:24:33.312686440,WH-SAO,Sao Paulo,LATAM,FedEx,Beauty,3.16,4.65,7.81,15.31,Late
S202636,O502636,2024-02-23,2024-02-26 01:12:00.000000000,2024-02-29 19:37:49.055967462,WH-SAO,Sao Paulo,LATAM,DHL,Apparel,3.05,3.77,6.82,17.99,On-time
S203416,O503416,2024-02-23,2024-02-25 12:28:48.000000000,2024-02-28 23:17:04.097674812,WH-SIN,Singapore,APAC,FedEx,Sports,2.52,3.45,5.97,19.72,On-time
S223799,O523799,2024-02-23,2024-02-25 00:00:00.000000000,2024-02-27 05:15:43.639466126,WH-AMS,Amsterdam,Europe,UPS,Apparel,2.0,2.22,4.22,9.39,On-time
S210796,O510796,2024-02-23,2024-02-24 00:00:00.000000000,2024-02-26 19:13:37.185801844,WH-NYC,New York,North America,DHL,Beauty,1.0,2.8,3.8,11.07,On-time
S205489,O505489,2024-02-23,2024-02-24 00:00:00.000000000,2024-02-26 00:26:18.076721516,WH-NYC,New York,North America,DHL,Electronics,1.0,2.02,3.02,11.34,On-time
S205377,O505377,2024-02-23,2024-02-25 06:14:24.000000000,2024-02-28 13:25:30.845097148,WH-LON,London,Europe,UPS,Apparel,2.26,3.3,5.56,13.91,On-time
S208043,O508043,2024-02-23,2024-02-24 00:00:00.000000000,2024-02-26 22:01:30.649676364,WH-NYC,New York,North America,USPS,Sports,1.0,2.92,3.92,14.04,On-time
S218060,O518060,2024-02-23,2024-02-25 00:57:36.000000000,2024-02-27 22:56:45.230901711,WH-AMS,Amsterdam,Europe,UPS,Sports,2.04,2.92,4.96,12.44,On-time
S229830,O529830,2024-02-23,2024-02-25 01:26:24.000000000,2024-03-01 02:22:58.834898189,WH-SIN,Singapore,APAC,USPS,Electronics,2.06,5.04,7.1,17.0,Late
S220904,O520904,2024-02-23,2024-02-24 03:07:12.000000000,2024-02-27 09:03:06.834590815,WH-NYC,New York,North America,Local,Beauty,1.13,3.25,4.38,7.26,On-time
S217564,O517564,2024-02-24,2024-02-26 04:19:12.000000000,2024-02-29 02:00:52.744935556,WH-LON,London,Europe,UPS,Electronics,2.18,2.9,5.08,15.29,On-time
S205863,O505863,2024-02-24,2024-02-26 11:31:12.000000000,,WH-SIN,Singapore,APAC,Local,Electronics,2.48,4.56,7.04,15.45,Failed
S229239,O529239,2024-02-24,2024-02-26 00:00:00.000000000,2024-02-27 14:42:10.352554807,WH-AMS,Amsterdam,Europe,DHL,Apparel,2.0,1.61,3.61,14.73,On-time
S225176,O525176,2024-02-24,2024-02-25 01:12:00.000000000,2024-02-28 02:20:45.457183728,WH-LAX,Los Angeles,North America,FedEx,Electronics,1.05,3.05,4.1,11.16,On-time
S202155,O502155,2024-02-24,2024-02-26 14:09:36.000000000,2024-02-29 18:26:34.569266628,WH-SIN,Singapore,APAC,FedEx,Sports,2.59,3.18,5.77,21.66,On-time
S223390,O523390,2024-02-24,2024-02-25 16:19:12.000000000,2024-02-29 03:10:20.302517760,WH-NYC,New York,North America,Local,Sports,1.68,3.45,5.13,9.49,On-time
S206784,O506784,2024-02-24,2024-02-27 17:31:12.000000000,2024-03-02 20:20:51.049766097,WH-SAO,Sao Paulo,LATAM,UPS,Electronics,3.73,4.12,7.85,16.24,Late
S225395,O525395,2024-02-24,2024-02-26 00:00:00.000000000,2024-03-01 09:34:15.676848690,WH-SIN,Singapore,APAC,USPS,Beauty,2.0,4.4,6.4,20.41,On-time
S205815,O505815,2024-02-24,2024-02-26 00:00:00.000000000,2024-02-27 05:48:39.556886192,WH-AMS,Amsterdam,Europe,FedEx,Home,2.0,1.24,3.24,11.78,On-time
S201853,O501853,2024-02-24,2024-02-26 00:00:00.000000000,2024-02-28 03:40:35.992875953,WH-AMS,Amsterdam,Europe,USPS,Beauty,2.0,2.15,4.15,11.54,On-time
S211051,O511051,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-28 00:13:58.260081325,WH-LAX,Los Angeles,North America,DHL,Sports,1.0,3.01,4.01,10.81,On-time
S212266,O512266,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-27 02:31:35.612985587,WH-NYC,New York,North America,DHL,Apparel,1.0,2.11,3.11,12.49,On-time
S220430,O520430,2024-02-24,2024-02-27 06:57:36.000000000,2024-03-01 18:12:35.958841718,WH-SAO,Sao Paulo,LATAM,USPS,Beauty,3.29,3.47,6.76,14.65,On-time
S207067,O507067,2024-02-24,2024-02-26 00:00:00.000000000,2024-03-01 02:45:43.703013055,WH-AMS,Amsterdam,Europe,Local,Electronics,2.0,4.12,6.12,8.24,On-time
S219520,O519520,2024-02-24,2024-02-26 02:38:24.000000000,2024-03-01 22:53:17.595811740,WH-SIN,Singapore,APAC,USPS,Home,2.11,4.84,6.95,19.37,On-time
S229053,O529053,2024-02-24,2024-02-26 11:02:24.000000000,2024-02-28 05:37:51.445942380,WH-AMS,Amsterdam,Europe,UPS,Home,2.46,1.77,4.23,14.54,On-time
S217450,O517450,2024-02-24,2024-02-27 08:24:00.000000000,2024-03-02 02:39:02.237282513,WH-SAO,Sao Paulo,LATAM,USPS,Beauty,3.35,3.76,7.11,18.49,Late
S218078,O518078,2024-02-24,2024-02-26 00:00:00.000000000,2024-02-27 13:26:34.107757506,WH-AMS,Amsterdam,Europe,DHL,Sports,2.0,1.56,3.56,14.92,On-time
S222726,O522726,2024-02-24,2024-02-26 00:00:00.000000000,2024-03-02 17:13:36.056229173,WH-SIN,Singapore,APAC,Local,Apparel,2.0,5.72,7.72,16.11,Late
S212122,O512122,2024-02-24,2024-02-26 00:00:00.000000000,2024-03-01 03:44:30.493546393,WH-LON,London,Europe,USPS,Electronics,2.0,4.16,6.16,12.23,On-time
S210574,O510574,2024-02-24,2024-02-26 08:52:48.000000000,2024-02-29 02:15:30.181641491,WH-AMS,Amsterdam,Europe,DHL,Home,2.37,2.72,5.09,11.91,On-time
S217328,O517328,2024-02-24,2024-02-25 05:16:48.000000000,2024-02-28 00:25:25.633758388,WH-LAX,Los Angeles,North America,UPS,Home,1.22,2.8,4.02,11.2,On-time
S216955,O516955,2024-02-24,2024-02-27 00:00:00.000000000,2024-03-02 04:13:54.806437015,WH-SAO,Sao Paulo,LATAM,USPS,Beauty,3.0,4.18,7.18,15.28,Late
S212563,O512563,2024-02-24,2024-02-26 00:00:00.000000000,2024-02-28 09:52:57.151937464,WH-AMS,Amsterdam,Europe,FedEx,Sports,2.0,2.41,4.41,11.54,On-time
S223255,O523255,2024-02-24,2024-02-27 00:00:00.000000000,2024-03-02 06:30:41.907608916,WH-SAO,Sao Paulo,LATAM,DHL,Beauty,3.0,4.27,7.27,16.64,Late
S222166,O522166,2024-02-24,2024-02-26 08:09:36.000000000,2024-02-27 13:04:27.205050843,WH-AMS,Amsterdam,Europe,FedEx,Electronics,2.34,1.2,3.54,11.24,On-time
S203461,O503461,2024-02-24,2024-02-27 07:12:00.000000000,2024-02-29 10:10:39.860599909,WH-SAO,Sao Paulo,LATAM,FedEx,Electronics,3.3,2.12,5.42,19.71,On-time
S210652,O510652,2024-02-24,2024-02-25 03:36:00.000000000,2024-02-27 03:40:48.922571153,WH-LAX,Los Angeles,North America,DHL,Apparel,1.15,2.0,3.15,12.69,On-time
S223162,O523162,2024-02-24,2024-02-28 17:29:01.009337602,2024-03-01 16:53:57.463721418,WH-LON,London,Europe,FedEx,Electronics,4.73,1.98,6.7,13.44,On-time
S203306,O503306,2024-02-24,2024-02-25 15:36:00.000000000,2024-02-27 15:05:13.992097012,WH-NYC,New York,North America,USPS,Apparel,1.65,1.98,3.63,15.12,On-time
S222300,O522300,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-28 15:04:33.963719448,WH-NYC,New York,North America,UPS,Home,1.0,3.63,4.63,13.6,On-time
S203027,O503027,2024-02-24,2024-02-26 10:39:18.282412679,2024-02-28 16:45:54.729212952,WH-NYC,New York,North America,UPS,Apparel,2.44,2.25,4.7,12.99,On-time
S210713,O510713,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-28 02:22:40.735437743,WH-LAX,Los Angeles,North America,UPS,Beauty,1.0,3.1,4.1,12.54,On-time
S222768,O522768,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-27 17:51:08.572685621,WH-NYC,New York,North America,DHL,Beauty,1.0,2.74,3.74,10.89,On-time
S229177,O529177,2024-02-24,2024-02-26 05:31:12.000000000,2024-02-27 20:44:57.124177759,WH-LON,London,Europe,DHL,Beauty,2.23,1.63,3.86,12.52,On-time
S201204,O501204,2024-02-24,2024-02-26 00:00:00.000000000,2024-02-28 08:52:39.267605619,WH-LON,London,Europe,FedEx,Home,2.0,2.37,4.37,10.69,On-time
S224329,O524329,2024-02-24,2024-02-25 07:55:12.000000000,2024-02-26 16:50:16.111114454,WH-LAX,Los Angeles,North America,UPS,Home,1.33,1.37,2.7,11.89,On-time
S229570,O529570,2024-02-24,2024-02-25 18:28:48.000000000,2024-02-28 10:26:39.685524616,WH-NYC,New York,North America,UPS,Electronics,1.77,2.67,4.44,9.88,On-time
S226738,O526738,2024-02-24,2024-02-27 21:21:36.000000000,2024-03-03 11:14:50.411087928,WH-SAO,Sao Paulo,LATAM,Local,Home,3.89,4.58,8.47,15.38,Late
S211509,O511509,2024-02-24,2024-02-25 01:40:48.000000000,2024-02-27 09:54:14.920991303,WH-LAX,Los Angeles,North America,FedEx,Home,1.07,2.34,3.41,14.61,On-time
S228684,O528684,2024-02-24,2024-02-27 00:00:00.000000000,2024-03-02 00:49:09.239399552,WH-SAO,Sao Paulo,LATAM,DHL,Apparel,3.0,4.03,7.03,16.27,Late
S203299,O503299,2024-02-24,2024-02-25 07:12:00.000000000,2024-02-27 12:25:13.186702185,WH-LAX,Los Angeles,North America,UPS,Apparel,1.3,2.22,3.52,14.13,On-time
S227987,O527987,2024-02-24,2024-02-25 01:40:48.000000000,2024-02-27 13:27:14.115704814,WH-LAX,Los Angeles,North America,FedEx,Home,1.07,2.49,3.56,8.26,On-time
S211527,O511527,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-27 13:57:08.379515845,WH-LAX,Los Angeles,North America,USPS,Electronics,1.0,2.58,3.58,12.95,On-time
S218148,O518148,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-26 08:30:45.133253285,WH-LAX,Los Angeles,North America,DHL,Beauty,1.0,1.35,2.35,11.95,On-time
S222958,O522958,2024-02-24,2024-02-27 08:42:08.899259581,2024-03-01 05:56:11.998218957,WH-NYC,New York,North America,FedEx,Beauty,3.36,2.88,6.25,13.63,On-time
S223900,O523900,2024-02-24,2024-02-25 04:48:00.000000000,2024-02-28 03:53:46.779221091,WH-LAX,Los Angeles,North America,UPS,Apparel,1.2,2.96,4.16,12.13,On-time
S208583,O508583,2024-02-24,2024-02-26 02:09:36.000000000,2024-02-29 15:13:56.528533672,WH-AMS,Amsterdam,Europe,Local,Sports,2.09,3.54,5.63,5.9,On-time
S212734,O512734,2024-02-24,2024-02-26 00:00:00.000000000,2024-02-29 02:03:39.218905091,WH-SIN,Singapore,APAC,FedEx,Home,2.0,3.09,5.09,17.88,On-time
S219413,O519413,2024-02-24,2024-02-25 01:12:00.000000000,2024-02-28 07:04:02.078481587,WH-LAX,Los Angeles,North America,UPS,Sports,1.05,3.24,4.29,12.61,On-time
S208733,O508733,2024-02-24,2024-02-26 00:00:00.000000000,2024-02-27 18:25:46.425555560,WH-AMS,Amsterdam,Europe,DHL,Home,2.0,1.77,3.77,11.02,On-time
S206418,O506418,2024-02-24,2024-02-26 00:00:00.000000000,2024-02-29 17:35:31.537463858,WH-SIN,Singapore,APAC,UPS,Home,2.0,3.73,5.73,15.57,On-time
S221925,O521925,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-28 16:16:30.610377016,WH-LAX,Los Angeles,North America,DHL,Home,1.0,3.68,4.68,15.11,On-time
S208959,O508959,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-28 05:25:35.380519386,WH-LAX,Los Angeles,North America,UPS,Electronics,1.0,3.23,4.23,13.64,On-time
S213365,O513365,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-29 11:28:15.081957399,WH-LAX,Los Angeles,North America,UPS,Apparel,1.0,4.48,5.48,15.06,On-time
S222893,O522893,2024-02-24,2024-02-26 00:00:00.000000000,2024-02-29 12:11:16.963159467,WH-AMS,Amsterdam,Europe,FedEx,Sports,2.0,3.51,5.51,9.63,On-time
S226940,O526940,2024-02-24,2024-02-27 00:00:00.000000000,2024-03-02 13:28:08.353072727,WH-SAO,Sao Paulo,LATAM,USPS,Sports,3.0,4.56,7.56,17.28,Late
S213260,O513260,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-27 23:03:16.125237763,WH-LAX,Los Angeles,North America,FedEx,Apparel,1.0,2.96,3.96,11.09,On-time
S226085,O526085,2024-02-24,2024-02-26 03:07:12.000000000,2024-02-28 23:32:36.647249562,WH-AMS,Amsterdam,Europe,DHL,Sports,2.13,2.85,4.98,13.66,On-time
S203196,O503196,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-27 06:53:32.002709536,WH-NYC,New York,North America,FedEx,Sports,1.0,2.29,3.29,9.96,On-time
S212590,O512590,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-28 06:27:38.832021051,WH-NYC,New York,North America,DHL,Sports,1.0,3.27,4.27,14.07,On-time
S224412,O524412,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-28 04:22:21.575421952,WH-NYC,New York,North America,USPS,Home,1.0,3.18,4.18,9.12,On-time
S211204,O511204,2024-02-24,2024-02-27 00:00:00.000000000,2024-03-03 00:05:05.080383735,WH-SAO,Sao Paulo,LATAM,USPS,Electronics,3.0,5.0,8.0,18.06,Late
S220246,O520246,2024-02-24,2024-02-27 09:36:02.025447647,2024-03-02 04:20:15.958689175,WH-LON,London,Europe,DHL,Sports,3.4,3.78,7.18,12.79,Late
S226911,O526911,2024-02-24,2024-02-26 05:31:12.000000000,2024-02-28 02:45:13.075969222,WH-AMS,Amsterdam,Europe,Local,Electronics,2.23,1.88,4.11,4.53,On-time
S203505,O503505,2024-02-24,2024-02-26 14:09:36.000000000,2024-03-01 02:52:55.182366802,WH-SIN,Singapore,APAC,USPS,Beauty,2.59,3.53,6.12,19.1,On-time
S216644,O516644,2024-02-24,2024-02-25 05:16:48.000000000,2024-02-27 21:42:03.866837290,WH-NYC,New York,North America,USPS,Apparel,1.22,2.68,3.9,13.21,On-time
S225336,O525336,2024-02-24,2024-02-26 02:52:48.000000000,2024-02-27 12:36:30.528760161,WH-LON,London,Europe,UPS,Electronics,2.12,1.41,3.53,10.61,On-time
S228202,O528202,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-28 18:47:50.859448128,WH-LAX,Los Angeles,North America,Local,Electronics,1.0,3.78,4.78,9.2,On-time
S218955,O518955,2024-02-24,2024-02-26 00:00:00.000000000,2024-02-28 12:14:38.137486096,WH-LON,London,Europe,DHL,Apparel,2.0,2.51,4.51,9.8,On-time
S225225,O525225,2024-02-24,2024-02-25 00:00:00.000000000,2024-02-28 05:49:03.355227073,WH-LAX,Los Angeles,North America,USPS,Sports,1.0,3.24,4.24,12.98,On-time
S209992,O509992,2024-02-24,2024-02-26 00:00:00.000000000,2024-02-28 23:57:08.080625917,WH-LON,London,Europe,Local,Beauty,2.0,3.0,5.0,6.56,On-time
S217176,O517176,2024-02-24,2024-02-27 01:26:24.000000000,,WH-AMS,Amsterdam,Europe,Local,Beauty,3.06,3.73,6.79,10.43,Failed
